id,lgid,teamid,franchid,name,park
115,AL,WS2,TEX,Вашингтон Сенаторы,Стадион Гриффита II
241,NL,NY1,SFG,Нью-Йорк Джианты,Поло-граундс IV
35,AA,TL2,TLM,Толедо Маумее,Парк Сперанца
126,FL,PTF,PBS,Питтсбургские повстанцы,
38,AL,ANA,ANA,Анахайм Энджелс,Анаимский стадион ангелов
147,NA,RC1,ROK,Рокфорд Форест Ситис,"Садоводческий общество ""Сады"""
98,AL,SEA,SEA,"""Сиэтл Маринерс""","Стадион ""Сафеко Филд"""
62,AL,CLE,CLE,Кливленд Напс,Лига Парк II
293,NL,WOR,WOR,Уорикские рубины,Вустерский парк для водителей
82,AL,NYA,NYY,Нью-Йорк Янкиз,Поло-граундс IV
39,AL,ANA,ANA,Анахайм Энджелс,Международное поле Эдисона
193,NL,CIN,CIN,Цинциннати Редс,Кроссли Филд
179,NL,BSN,ATL,Бостонские голуби,Южный конец земель III
79,AL,ML4,MIL,Милуоки Брюерс,Стадион «Кэри»
23,AA,NY4,NYP,Нью-Йорк Метролитанс,Стадион крикета Святого Георгия
300,PL,NYP,NYI,Нью-Йорк Джианты,
220,NL,IN1,IBL,Индианаполис Блюз,Парк на Южной улице
190,NL,CHN,CHC,"Чикаго ""Белые стокинги""",Парк озера I / Парк озера I
182,NL,CHN,CHC,Чикаго Колтс,Южный парк I
154,NA,WS6,WNT,Вашингтон Нэшнлс,Олимпийский стадион
60,AL,CLE,CLE,Кливленд Индианс,Прогрессивное поле
170,NL,BRO,LAD,Бруклин Сютербас,Вашингтон-парк-III
40,AL,BAL,BAL,Балтимор Ориолс,Мемориальный стадион
285,NL,SLN,STL,Сент-Луис Перфектос,Робинсон-поле
206,NL,CN1,CNR,"""Цинциннати Редс""",Банк Стрит Грундс
43,AL,BOS,BOS,Бостон Ред Сокс,Хингтон-авеню Грундс
183,NL,CHN,CHC,Чикаго Колтс,Западный парк I
302,PL,PTP,PBB,Питтсбургские бургеры,
186,NL,CHN,CHC,Чикаго Кабс,Уриный стадион
167,NL,BRO,LAD,Бруклин Гримс,Восточный парк
230,NL,MIL,MIL,Милуоки Брюерс,Стадион «Кэри»
148,NA,SL1,SLR,Сент-Луис Ред Стокингс,"Стадион ""Красная нить"""
268,NL,SDN,SDP,Сан-Диего Падрес,Стадион Квалком
145,NA,PH2,PWS,Филадельфийские белые,Жозеффсон-стрит-граундс
117,FL,BLF,BLT,Балтимор Редскинс,
284,NL,SLN,STL,Сент-Луис Кардиналс,"Стадион ""Спортс-Мэнер Парк"" IV/ ""Буш Стадиум"" II"
240,NL,NY1,SFG,Нью-Йорк Джианты,Поло-Грундс III/Поло-Грундс IV
226,NL,LS1,LGR,Луизвилл Грейс,"Стадион ""Луивилл Бейсбол Парк"""
127,FL,SLF,SLI,Сент-Луис Терриерз,
211,NL,FLO,FLA,Флорида Марлинс,Стадион Джо Робби
69,AL,KCA,KCR,Канзас-Сити Роялс,Стадион Каффауэн
75,AL,LAA,ANA,Лос-Анджелес Энджелс из Анахайма,Амерский стадион ангелов в Анахайме
52,AL,CHA,CHW,Чикаго Уайт Сокс,Южный парк II/Комискей-парк
159,NL,BFN,BUF,Баффало Бильз,Олимпийский парк I
47,AL,CAL,ANA,Калифорнийские ангелы,Анахайм Арена
215,NL,HAR,HAR,Хартфорд Дарк Блюз,Союзные земли (Бруклин)
76,AL,MIN,MIN,Миннесота Дувс,Хуберт Х. Хамфри Метродом
119,FL,BUF,BFL,Баффало Блюз,
36,AA,WS7,WST,Вашингтон Нэшнлс,Спортивный парк
216,NL,HOU,HOU,Хьюстон Астрос,Астродом
92,AL,PHA,OAK,Филадельфийские Атлетики,Коламбия-Парк
195,NL,CIN,CIN,"""Цинциннати Редс""",Кроссли Филд
286,NL,SR1,SYR,Сиракузские звёзды,Ньюэлл Парк
283,NL,SLN,STL,Сент-Луис Кардиналс,Спортивный парк IV
264,NL,PIT,PIT,Питтсбург Пайрэтс,"Стадион ""Три Риверз"""
311,UA,SLU,SLM,Сент-Луис Маравонс,
218,NL,HOU,HOU,Хьюстон Астрос,Стадион «Минут Мед»
135,NA,CH2,CNA,"Чикаго ""Белые стокинги""",23-я улица Grounds
160,NL,BFN,BUF,Баффало Бильз,Риверсайд-Парк
303,UA,ALT,ALT,Альтоона-Маунтин-Сити,
72,AL,LAA,ANA,Лос-Анджелес Энджелс,"Стадион ""Лэйнс"""
132,NA,BR2,BRA,Бруклин Атлантикс,Унион-Гроундс
214,NL,HAR,HAR,Хартфорд Дарк Блюз,Стадион «Хартфорд Болл Клуб»
136,NA,CL1,CFC,Кливленд Форест Сити́з,Национальное Ассоциация Граундс
222,NL,IN3,IND,Индиана Хузерз,Ательическая парковка II
229,NL,MIA,FLA,Майами Марлинс,Марелинс Парк
11,AA,CL5,CBK,Коламбус Бакс,Рекреационный парк I
65,AL,DET,DET,Детройт Тайгерс,Комерика Парк
78,AL,MIN,MIN,Миннесота Дувс,Целевое поле
245,NL,NYN,NYM,Нью-Йорк Метс,Поло-граундс IV
233,NL,ML2,MLG,Милвоки Грейс,Экклес-Парк II
196,NL,CIN,CIN,"""Цинциннати Редс""",Кросли-филд/стадион Риверфронт
310,UA,PHU,PHK,Филадельфийские ключи,
270,NL,SFN,SFG,Сан-Франциско Джиантс,Парк АТ&Т
292,NL,WAS,WSN,Вашингтон Нэшнлс,Стадион РФК
68,AL,KC1,OAK,Канзас-Сити Атлетикс,Стадион «Мунсипал»
