country,name,percentage
ARM,Azeri,3.0
CAYM,Black,20.0
WEST,Jewish,17.0
RT,African,99.0
JOR,Armenian,1.0
MNG,Mongol,90.0
HR,Slovene,0.5
STP,Europeans,100.0
KAZ,German,4.7
MD,Gagauz,3.5
KAZ,Ukrainian,5.2
LT,Lithuanian,80.1
EAU,Rwanda,6.0
Z,European,1.1
MYA,Burman,68.0
BHT,Bhote,50.0
PL,Ukrainian,0.6
SLO,Serb,2.0
WL,East Indian,3.2
H,Roma,4.0
KGZ,Kirghiz,52.4
MD,Ukrainian,13.8
BRU,Chinese,20.0
BIH,Muslim,38.0
R,Ukrainian,3.0
GCA,Amerindian Amerindian,44.0
R,Russian,81.5
COOK,Polynesian,93.5
CZ,Hungarian,0.2
AZ,Russian,2.5
FALK,Christian,67.2
LV,Byelorussian,4.5
AZ,Armenian,2.3
LV,Ukrainian,3.4
BHT,Nepalese,35.0
PL,German,1.3
EAK,Meru,6.0
R,Tatar,3.8
MNE,Bosniak,8.0
HELX,White,25.0
SK,Slovak,85.7
RCA,MBaka,4.0
HR,Croat,78.0
JOR,Arab,98.0
TAD,Russian,3.5
AUS,Caucasian,95.0
NAU,European,8.0
ETH,Somali,6.0
SN,Toucouleur,9.0
SN,Fulani,17.0
RT,European Syrian-Lebanese,1.0
KAZ,Russian,37.0
MYA,Chinese,3.0
B,Walloon,33.0
SK,Hungarian,10.7
RIM,Black Maur,40.0
RO,Roma,1.6
RI,Madurese,7.5
MAL,Chinese,32.0
EAU,Baganda,17.0
R,Moldavian,0.7
NAU,Nauruan,58.0
RCH,European European-Indian,95.0
SD,African,97.0
MART,Chinese,5.0
CAM,Northwestern Bantu,8.0
SUD,Beja,6.0
AZ,Azeri,90.0
RN,Tuareg,8.0
BY,Russian,13.2
SK,Ukrainian,0.3
D,Greek,0.4
IR,Arab,3.0
LAO,Lao Soung Hmong Yao,9.0
ER,Tigre Kunama,40.0
RSA,Indian,2.6
EAU,Basogo,8.0
CI,Malinke,11.0
CAYM,White,20.0
FL,Alemannic,95.0
CAM,Fulani,10.0
CAYM,Mixed,40.0
LV,Russian,33.8
