country,name,percentage
SLO,Croatian,7.0
N,Norwegian,100.0
NAM,English,7.0
AZ,Armenian,2.0
WAFU,Futunian,30.1
SRB,Hungarian,3.8
RMM,Bambara,80.0
SRB,Bosnian,1.8
CL,Tamil,18.0
PK,Hindko,2.0
B,Dutch,56.0
NMIS,Phillipine Languages,24.4
HONX,Chinese,95.6
MK,Serbian,3.0
AMSA,Samoan,90.6
ARM,Russian,2.0
RSM,Italian,100.0
YE,Arabic,100.0
IR,Turkish,1.0
AFG,Turkic,11.0
,English,15.9
A,German,100.0
MYA,Burmese,100.0
CO,Spanish,100.0
MNE,Serbian,63.6
SLB,English,1.0
CH,Romansch,1.0
NOK,Korean,100.0
IR,Persian,58.0
LB,English,20.0
GUAD,French,99.0
NMIS,Other Pacific Island Languages,9.5
HR,Serbo-Croatian,96.0
GCA,Indian,40.0
AUS,English,100.0
MACX,Portuguese,4.0
GUAM,English,38.3
MK,Macedonian,70.0
,Creole,1.6
NMIS,Chamorro,22.4
AG,English,100.0
GE,Georgian,71.0
SF,Finnish,93.5
GE,Russian,9.0
PNG,English,1.0
,Papiamento,65.4
PK,Pashtu,8.0
J,Japanese,100.0
E,Catalan,17.0
CH,Italian,12.0
S,Swedish,100.0
RCH,Spanish,100.0
TM,Russian,12.0
,Dutch,7.3
MNE,Albanian,5.3
FPOL,French,61.1
BG,Bulgarian,100.0
UZB,Russian,14.2
ARM,Armenian,96.0
MK,Albanian,21.0
TM,Turkmen,72.0
E,Galician,7.0
GCA,Spanish,60.0
PA,English,14.0
PK,Sindhi,12.0
GUAM,Chamorro,22.2
