name,country,population,area,capital,capprov
Arad,RO,507000,7652.0,Arad,Arad
Nigde,TR,305861,7312.0,Nigde,Nigde
Baja California,MEX,2112140,70113.0,Mexicali,Baja California
Al Basrah,IRQ,872211,19070.0,Al Basrah,Al Basrah
Aguascalientes,MEX,862720,5589.0,Aguascalientes,Aguascalientes
Ahal,TM,416400,0.0,Ashgabat,Ahal
Eastern Cape,RSA,5865000,170616.0,Bisho,Eastern Cape
Yamanashi,J,881996,4463.0,Kofu,Yamanashi
Veracruz,MEX,6737324,72815.0,Jalapa,Veracruz
Khorasan,IR,6013200,313337.0,Mashhad,Khorasan
AI,CH,14750,172.0,Appenzell,AI
Liechtenstein,FL,31122,,Vaduz,Liechtenstein
El Wadi el Jadid,ET,126000,376505.0,El Kharga,El Wadi el Jadid
Sanliurfa,TR,1001455,18584.0,Urfa,Sanliurfa
Gotland,S,57383,3140.0,Visby,Gotland
Fianarantsoa,RM,2209700,102373.0,Fianarantsoa,Fianarantsoa
Saint Louis,SN,680200,44127.0,Saint Louis,Saint Louis
Misiones,RA,788915,29801.0,Posadas,Misiones
Qasqadare,UZB,1812000,28400.0,Qarshi,Qasqadare
Guernsey,GBG,62920,,Saint Peter Port,Guernsey
Apurimac,PE,409630,20895.0,Abancay,Apurimac
Merida,YV,680503,11300.0,Merida,Merida
South Australia,AUS,1474000,984377.0,Adelaide,South Australia
Guerrero,MEX,2916567,63749.0,Chilpancingo,Guerrero
Borders,GB,105700,4698.0,Newtown St. Boswells,Borders
North Eastern,EAK,372000,126090.0,Garissa,North Eastern
Rioja,E,263437,5045.0,Logrono,Rioja
Severocesky,CZ,1190000,7819.0,Usti nad Labem,Severocesky
Ordu,TR,830105,6001.0,Ordu,Ordu
Falkland Islands,FALK,3140,,Stanley,Falkland Islands
Aichi,J,6868336,5138.0,Nagoya,Aichi
Rep. of Khakassiya,R,585800,61900.0,Abakan,Rep. of Khakassiya
Fukuoka,J,4933393,4961.0,Fukuoka,Fukuoka
Madre de Dios,PE,74306,85182.0,Puerto Maldonado,Madre de Dios
Matruh,ET,182000,212112.0,Marsa Matruh,Matruh
ash Shamaliyah,SUD,1083024,476040.0,ad Damir,ash Shamaliyah
Zimbabwe,ZW,11271314,,Harare,Zimbabwe
Tyne and Wear,GB,1125600,540.0,Newcastle upon Tyne,Tyne and Wear
Cluj,RO,743000,6650.0,Cluj Napoca,Cluj
Dubayy,UAE,419000,419.0,,
Olancho,HCA,318000,24351.0,Jutigalpa,Olancho
Berlin,D,3472009,889.0,Berlin,Berlin
Belgorodskaya oblast,R,1469100,27100.0,Belgorod,Belgorodskaya oblast
Drenthe,NL,454864,2652.0,Assen,Drenthe
Mizoram,IND,689756,21081.0,Aijal,Mizoram
