river,country,province
Dalaelv,S,Gavleborg
Victoria Nile,EAU,Uganda
Joekulsa a Fjoellum,IS,Iceland
Saskatchewan River,CDN,Alberta
Western Dwina,LV,Latvia
Bahr el-Djebel/Albert-Nil,SUD,Bahr al Ghazal
Saar,D,Rheinland Pfalz
Olt,RO,Harghita
Maas,NL,Limburg
Theiss,H,Szabolcs Szatmar
Guadiana,E,Andalusia
Parana,RA,Misiones
Zambezi,MOC,Zambezia
Marne,F,Ile de France
Ticino,CH,TI
Brahmaputra,IND,Assam
Tocantins,BR,Tocantins
Paatsjoki,SF,Lappia
Sanaga,CAM,Centre
Guadiana,P,Evora
Donau,H,Budapest (munic.)
Rio Lerma,MEX,"Mexico, Estado de"
Limpopo,RSA,Gauteng
Lena,R,Irkutskaya oblast
Uelle,ZRE,Equateur
Rhein,CH,BL
Benue,WAN,Nigeria
Vaal,RSA,Mpumalanga
Manicouagan,CDN,Quebec
Shabelle,ETH,Ethiopia
Volga,R,Nizhegorodskaya oblast
Parana,BR,Minas Gerais
Oranje,RSA,Free State
Rio Grande,USA,Texas
Amazonas,BR,Para
Tajo,P,Portalegre
Saluen,TJ,Yunnan
Bahr el-Ghasal,SUD,Aali an Nil
