name,country,province,population,longitude,latitude
Hohhot,TJ,Nei Monggol,652534.0,113.0,41.0
Santa Ana,ES,El Salvador,202337.0,,
Ust Ilimsk,R,Irkutskaya oblast,110000.0,,
Tumbes,PE,Tumbes,,,
Chimoio,MOC,Manica,108818.0,,
Brazzaville,RCB,Congo,,15.25,-4.25
Effon Alaiye,WAN,Nigeria,135000.0,,
Moreno Valley,USA,California,118779.0,,
Topeka,USA,Kansas,119883.0,-95.6333,39.0667
Arkhangelsk,R,Arkhangelskaya oblast,374000.0,40.5333,64.55
Chimbote,PE,Ancash,268979.0,,
Gauhati,IND,Assam,584342.0,,
Voronezh,R,Voronezhskaya oblast,908000.0,,
Maringa,BR,Parana,267878.0,,
Tacna,PE,Tacna,174336.0,,
Xalapa Enriquez,MEX,Veracruz,279451.0,,
Ostroleka,PL,Ostroleckie,,,
Moquegua,PE,Moquegua,,,
Ulhasnagar,IND,Maharashtra,369077.0,,
Mardin,TR,Mardin,,,
Menongue,ANG,Cuando Cubango,,,
Accra,GH,Ghana,867459.0,-0.2,5.55
Pardubice,CZ,Vychodocesky,163000.0,,
Yaroslavl,R,Yaroslavskaya oblast,629000.0,,
Sinop,TR,Sinop,,,
Tashkent,UZB,Toshkent,2106000.0,69.3,41.3333
Xiaogan,TJ,Hubei,166280.0,,
Ciudad Bolivar,YV,Bolivar,225340.0,,
Benin City,WAN,Nigeria,203000.0,,
Luanda,ANG,Luanda,,13.2,-8.6
Gary,USA,Indiana,116646.0,,
Kalyan,IND,Maharashtra,1014557.0,,
Montgomery,USA,Alabama,190350.0,-86.3667,32.3833
Quezon,RP,Philippines,1989000.0,,
Kikwit,ZRE,Bandundu,182142.0,,
La Paz,HCA,La Paz,,,
Olanchito,HCA,Yoro,15900.0,,
Puerto Lempira,HCA,Gracias a Dios,,,
Warwick,GB,Warwickshire,118600.0,,
Medan,RI,Indonesia,1730752.0,98.6833,3.58333
Hildesheim,D,Niedersachsen,106095.0,,
Tavoy,MYA,Tanintharyi,,,
Takamatsu,J,Kagawa,,,
Biysk,R,Altayskiy kray,228000.0,,
Rio Branco,BR,Acre,228907.0,-67.5,-9.5
Praia Grande,BR,Santa Catarina,150574.0,,
Taunggyi,MYA,Shan,108200.0,,
Itagui,CO,Antioquia,169374.0,,
Bytom,PL,Katowickie,230000.0,,
As Samawah,IRQ,Al Muthanna,,,
Toronto,CDN,Ontario,635395.0,-79.5,43.5
Springfield,USA,Massachusetts,156983.0,,
Mage,BR,Rio de Janeiro,180550.0,,
Pyongyang,NOK,North Korea,2335000.0,125.683,39.0333
Larkana,PK,Pakistan,123890.0,,
Shibin el Kom,ET,El Minufiya,136000.0,,
Tambov,R,Tambovskaya oblast,316000.0,,
Sao Jose do Rio Preto,BR,Sao Paulo,323418.0,,
