name,islands,area,height,type,longitude,latitude
Koror,Carolines,8.0,100.0,volcanic,134.5,7.3
Ireland,British Isles,84421.0,1041.0,,-7.8,53.5
Trinidad,Lesser Antilles,4827.0,940.0,,-61.35,10.4
Kyushu,Japan,35640.0,1758.0,volcanic,131.0,32.0
Male,Maldives,2.74,1.0,atoll,72.0,2.0
Zakinthos,Ionic Islands,406.0,756.0,,20.75,37.8
Saint Lucia,Lesser Antilles,616.0,950.0,volcanic,-60.5,14.0
Alicudi,Lipari Islands,5.2,675.0,volcanic,14.4,38.6
Nantucket,,125.0,,,-70.1,41.5
Hispaniola,Greater Antilles,76192.0,3098.0,,-70.7,19.0
Singapore,,632.6,176.0,,103.833,1.3
Baffin Island,Canadian Arctic Islands,507451.0,2147.0,,72.0,69.0
Grand Comoro,Comores,1148.0,,,43.4,-11.7
Bangka,Sunda Islands,11942.0,700.0,,106.0,2.25
Chios,Sporades,843.0,1297.0,,26.2,38.4
Mahe,Seychelles,154.0,905.0,,55.5,-4.65
Prince Edward Island,,5660.0,142.0,,-63.4,46.3
Pellworm,Nordfriesische Inseln,37.4,2.0,,8.6,54.5
East Falkland,Falkland Islands,6605.0,705.0,,-58.8,-51.8
Curacao,Lesser Antilles,444.0,,,-69.0,12.2
Miquelon-Langlade,,205.0,240.0,,-56.3,47.1
Sardegna,,24090.0,1834.0,,9.0,40.0
Vulcano,Lipari Islands,21.2,499.0,volcanic,15.0,38.4
Gran Canaria,Canares,1560.0,1949.0,volcanic,-15.6,28.0
Maui,Hawaii Islands,1883.0,3055.0,,-156.3,20.7
Tristan Da Cunha,,104.0,,volcanic,-12.3,-37.1
New Guinea,,786000.0,4884.0,,142.0,-5.0
North Uist,Outer Hebrides,303.0,,,-7.1,57.4
Prince of Wales Island,Canadian Arctic Islands,33339.0,,,-98.55,72.6
Norderney,Ostfriesische Inseln,26.3,5.0,,7.9,53.7
Texel,Westfriesische Inseln,162.0,15.0,,4.8,53.1
Baltrum,Ostfriesische Inseln,6.5,5.0,,7.4,53.6
Ascension,,91.0,,volcanic,-14.4,-7.9
Rugen,,926.0,161.0,,13.4,54.5
Osterinsel,,163.0,,volcanic,-109.35,-27.1
South Uist,Outer Hebrides,320.0,,,-7.2,57.2
Kefallinia,Ionic Islands,689.0,1628.0,,20.6,38.2
Flores,Azores,143.0,914.0,volcanic,-31.2,39.5
Norfolk Island,,34.0,318.0,volcanic,168.0,-29.0
Santiago,Cape Verdes,991.0,1394.0,volcanic,-23.6,15.1
Saint Vincent,Lesser Antilles,346.0,1300.0,volcanic,-61.3,13.25
Bahrain,,620.0,135.0,,50.5,26.0
Niue,,260.0,67.0,coral,-169.55,-19.01
Grande-Terre,Lesser Antilles,589.0,,volcanic,-61.4,16.3
Rota,Mariana Islands,85.0,495.0,,145.2,15.15
Juist,Ostfriesische Inseln,16.4,3.0,,7.0,53.6
Hierro,Canares,268.0,1500.0,volcanic,-18.0,27.7
Madeira,Madeira,794.0,1861.0,volcanic,-16.0,31.0
Barbuda,Lesser Antilles,161.0,,,-61.4,17.3
St. Martin,Lesser Antilles,87.0,411.0,,-63.1,18.1
Sachalin,,76400.0,1609.0,volcanic,143.0,50.0
Lipari,Lipari Islands,37.5,602.0,volcanic,14.95,38.5
Saint Pierre,,26.0,,,-56.0,47.0
Menorca,Baleares,760.0,358.0,,4.0,40.0
Anjouan,Comores,424.0,,,44.35,-12.2
Samosir,,852.0,,volcanic,98.85,2.6
Pitcairn,Pitcairn Islands,4.5,347.0,volcanic,-130.05,-25.04
Krakatau,Sunda Islands,,813.0,volcanic,105.6,-6.1
Martha s Vineyard,,232.0,,,-70.6,41.4
Corse,,8680.0,2706.0,,8.4,41.4
Nauru,,21.0,60.0,coral,167.0,-1.0
Panay,Phillipines,12297.0,2117.0,,122.5,11.15
