name,river,lake,sea,length,sourcelongitude,sourcelatitude,mountains,sourcealtitude,estuarylongitude,estuarylatitude
Murat,,Lake Keban,,720.0,44.1,39.55,Kurdistan,1950.0,38.75,38.8
Ubangi,Zaire,,,1120.0,22.5,4.0,,,17.7,-0.8
Riviere Richelieu,Saint Lawrence River,,,124.0,-73.3,45.0,,30.0,-73.1,46.0
Schatt al Arab,,,Persian Gulf,193.0,47.44,31.0,,20.0,48.6,29.9
Aruwimi,Zaire,,,1287.0,14.7,-11.3,,,29.5,2.5
Dnjestr,,,Black Sea,1352.0,23.0,49.0,Karpaten,1000.0,30.23,46.35
Southern Morava,Morava,,,295.0,21.4,42.1,,,21.4,43.7
Sanaga,,Barrage de Mbakaou,Atlantic Ocean,918.0,,,,,9.65,3.55
Tobol,Ob,,,1591.0,60.8,51.2,Ural,,68.25,58.2
Aller,Weser,,,211.0,11.23,52.1,,130.0,9.18,52.94
Cuilo,Kwa,,,970.0,14.7,-11.3,,,17.4,3.3
Luvua,Lualaba,,,350.0,28.7,-9.0,East African Rift,931.0,27.0,-7.0
Lulua,Kwa,,,970.0,14.7,-11.3,,,17.4,3.3
Irawaddy,,,Andaman Sea,2170.0,98.0,29.0,,4300.0,96.0,17.0
Tshuapa,Busira,,,1300.0,24.5,-3.0,,,20.8,-0.2
Vuoksi,,Ozero Ladoga,,162.0,28.75,61.2,,,31.54,60.81
Drau,Donau,,,749.0,12.26,46.73,Alps,1450.0,18.93,45.54
Ischim,Irtysch,,,2450.0,71.5,52.0,,,71.5,58.0
Senegal,,,Atlantic Ocean,1430.0,-12.0,11.5,,,-16.5,15.96
Syrdarja,,Ozero Aral,,2129.0,71.7,41.0,,,60.5,46.0
Po,,,Mediterranean Sea,652.0,7.09,44.7,Alps,2022.0,12.43,44.95
Paraguay,Parana,,,2549.0,-56.5,-14.5,,,-58.4,-27.3
Zaire,,,Atlantic Ocean,4374.0,25.2,0.5,,,12.0,-6.0
Amur,,,Sea of Okhotsk,2824.0,121.48,53.33,,305.0,140.73,53.1
Tennessee,Ohio River,Chickamauga Lake,,1049.0,-83.0,35.2,Appalachian Mountains,,-88.63,37.07
Saone,Rhone,,,480.0,6.2,48.1,Vogesen,451.0,4.8,45.7
Semliki,,Lake Sese Seko/Albertsee,,230.0,29.6,-0.35,East African Rift,920.0,30.9,1.7
Atbara,Nile,,,1120.0,37.3,12.8,Ethiopian Highlands,,33.97,17.68
Bahr el-Ghasal,White Nile,,,716.0,,,,,30.43,9.5
Mincio,Po,,,75.0,10.7,45.4,Alps,65.0,10.95,45.1
Hudson River,,,Atlantic Ocean,493.0,-73.95,44.1,Adirondacks,1309.0,-74.0,40.7
Ganges,,,Gulf of Bengal,2511.0,79.5,30.5,,,90.0,22.0
Dnepr,,,Black Sea,2201.0,34.0,55.5,Waldai Hills,220.0,32.252,46.5257
Victoria Nile,,Lake Sese Seko/Albertsee,,,33.0,-1.0,East African Rift,1134.0,30.9,1.7
Etsch,,,Mediterranean Sea,415.0,10.5,46.7,Alps,1525.0,7.09,44.8
Wurm,Ammer,Starnberger See,,35.0,11.35,48.0,,596.0,11.5,48.3
Euphrat,Schatt al Arab,,,2736.0,38.75,38.8,,,47.44,31.0
Allegheny River,Ohio River,,,523.0,-77.9,41.9,Appalachian Mountains,759.0,-80.0,40.42
Chatanga,,,Sibirian Sea,1636.0,95.0,68.0,,,115.0,73.0
Weichsel,,,Baltic Sea,1047.0,19.01,49.61,Beskides,1100.0,18.95,54.36
Jubba,,,Indian Ocean,1658.0,,,,,42.7,-0.5
Salzach,Inn,,,225.0,12.11,47.3,Alps,2300.0,12.92,48.21
