charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1383790,9893,468,8,1999-09-30T10:50:04,3106.0,29893,
1018990,8182,375,3,1999-06-22T10:45:03,4352.0,8182,
1981438,6799,494,7,1999-07-26T10:49:54,626.0,6799,
1525067,9286,489,3,1999-07-13T10:45:32,4296.0,9286,
1374888,9415,452,5,1999-07-14T10:49:23,603.0,9415,
790056,978,498,10,1999-06-24T10:50:34,3161.0,978,
1878662,8908,406,4,1999-10-07T10:49:40,2730.0,28908,
816993,5737,396,7,1999-07-12T10:44:54,1929.0,5737,
642680,9476,498,3,1999-09-09T10:46:54,187.0,19476,
1511899,8791,489,9,1999-07-12T10:44:30,736.0,8791,
830220,8700,464,6,1999-09-20T10:45:56,2577.0,28700,
1203493,4489,361,5,1999-07-16T10:43:53,2325.0,4489,
10193,4498,401,7,1999-10-12T10:44:23,512.0,24498,
1145679,5468,462,9,1999-08-05T10:47:08,3085.0,5468,
717653,3652,439,2,1999-08-02T10:44:57,3810.0,3652,
1092585,4214,478,7,1999-10-09T10:50:46,4480.0,24214,
1235618,7382,480,6,1999-09-13T10:46:21,4873.0,27382,
864499,8900,495,2,1999-07-02T10:48:34,2840.0,8900,
1212157,8778,374,2,1999-08-05T10:44:32,4369.0,8778,
1632811,2999,444,2,1999-09-18T10:46:09,293.0,22999,
542735,8434,396,5,1999-08-13T10:46:54,752.0,18434,
1916598,5071,400,7,1999-08-17T10:44:52,4211.0,15071,
976990,7438,491,8,1999-10-13T10:49:33,3830.0,0,
1091351,9398,490,3,1999-08-01T10:50:40,1410.0,9398,
680848,6256,500,10,1999-07-29T10:49:51,2793.0,6256,
1227772,5204,475,9,1999-08-08T10:45:44,3671.0,5204,
851932,4174,493,3,1999-09-09T10:47:37,2295.0,14174,
1556133,8324,474,10,1999-07-17T10:47:56,3743.0,8324,
61733,6244,495,2,1999-06-24T10:48:21,3220.0,6244,
712551,9619,339,6,1999-10-04T10:44:33,4667.0,29619,
1937099,8966,500,5,1999-10-11T10:46:29,195.0,28966,
1965107,6238,431,7,1999-08-06T10:48:37,306.0,6238,
759067,8995,456,9,1999-09-21T10:48:09,2440.0,28995,
1684058,7008,410,3,1999-08-12T10:50:06,3101.0,7008,
683853,8109,486,7,1999-07-03T10:50:04,599.0,8109,
1386531,5170,470,4,1999-06-28T10:50:17,3474.0,5170,
753829,9976,435,3,1999-09-14T10:47:46,4934.0,29976,
1243564,5726,432,5,1999-08-09T10:46:58,4117.0,5726,
1664909,8241,487,10,1999-08-14T10:48:36,1933.0,18241,
982930,8733,234,2,1999-08-09T10:50:00,2188.0,8733,
1486243,9230,380,4,1999-08-15T10:50:16,4020.0,19230,
1112327,6901,400,3,1999-07-04T10:44:32,2386.0,6901,
1221448,9943,313,5,1999-07-23T10:45:14,16.0,9943,
1567568,8454,423,7,1999-10-08T10:48:48,858.0,28454,
1132046,4121,303,8,1999-08-14T10:46:05,1952.0,14121,
1770446,7606,426,8,1999-07-27T10:49:02,3383.0,7606,
1613521,1957,483,8,1999-06-24T10:44:38,2159.0,1957,
77757,9786,367,4,1999-08-03T10:49:36,1632.0,9786,
1936957,4020,499,2,1999-10-12T10:46:28,1767.0,24020,
