team_id,team_name
1102,Air Force
1103,Akron
1104,Alabama
1106,Alabama St
1107,Albany NY
1109,Alliant Intl
1110,American Univ
1111,Appalachian St
1112,Arizona
1114,Ark Little Rock
1117,Arkansas St
1118,Armstrong St
1119,Army
1122,Austin Peay
1124,Baylor
1127,Binghamton
1129,Boise St
1132,Bowling Green
1133,Bradley
1146,Cent Arkansas
1148,Central Conn
1149,Charleston So
1150,Charlotte
1151,Chattanooga
1155,Clemson
1159,Colgate
1161,Colorado St
1163,Connecticut
1167,CS Bakersfield
1168,CS Fullerton
1174,Delaware
1179,Drake
1182,Duquesne
1184,E Kentucky
1187,East Carolina
1188,Edwardsville
1194,FL Atlantic
1198,Florida Intl
1204,Ga Southern
1206,George Mason
1209,Georgia St
1214,Hampton
1215,Hardin-Simmons
1217,Harvard
1223,Houston Bap
1231,Indiana
1238,Jackson St
1239,Jacksonville
1240,Jacksonville St
1242,Kansas
1244,Kennesaw
1249,Lamar
1252,Lipscomb
1253,Long Beach St
1255,Longwood
1256,Louisiana Tech
1262,MA Lowell
1264,Manhattan
1265,Marist
1267,Marshall
1271,MD E Shore
1273,Mercer
1275,Miami OH
1276,Michigan
1280,Mississippi St
1294,N Colorado
1295,N Dakota St
1297,N Kentucky
1300,NC Central
1304,Nebraska
1305,Nevada
1306,New Hampshire
1307,New Mexico
1314,North Carolina
1319,Northern Arizona
1322,Northwestern LA
1323,Notre Dame
1326,Ohio St
1327,Okla City
1328,Oklahoma
1329,Oklahoma St
1330,Old Dominion
1336,Penn St
1338,Pittsburgh
1340,Portland St
1343,Princeton
1348,Rhode Island
1350,Richmond
1354,S Carolina St
1360,San Diego
1367,SC Upstate
1368,SE Louisiana
1369,SE Missouri St
1378,South Florida
1379,Southern Miss
1381,Southern Utah
1385,St John's
1386,St Joseph's PA
1392,Stony Brook
1394,TAM C. Christi
1396,Temple
1399,Tennessee Tech
1408,Tulane
1411,TX Southern
1415,UC Riverside
1416,UCF
1419,ULM
1425,USC
1428,Utah
1434,Valparaiso
1435,Vanderbilt
1436,Vermont
1438,Virginia
1441,W Carolina
1444,W Michigan
1445,W Salem St
1450,Washington St
1454,WI Milwaukee
1462,Xavier
