season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2005,10,1128,79,1105,69,N,0
2005,10,1143,78,1415,61,H,0
2005,10,1206,69,1236,51,N,0
2005,10,1272,102,1366,40,H,0
2005,10,1280,53,1193,49,N,0
2005,10,1343,61,1137,48,N,0
2005,10,1388,67,1125,58,N,0
2005,10,1393,104,1294,54,H,0
2005,11,1137,67,1294,54,N,0
2005,11,1193,62,1105,47,N,0
2005,11,1280,55,1128,48,N,0
2005,11,1307,75,1299,59,H,0
2005,11,1365,74,1182,65,N,0
2005,11,1388,61,1143,52,A,0
2005,11,1393,56,1343,45,H,0
2005,11,1415,74,1125,65,N,0
2005,12,1182,82,1299,69,N,0
2005,12,1236,71,1366,60,N,0
2005,12,1272,75,1206,58,H,0
2005,12,1307,93,1365,59,H,0
2005,13,1102,59,1240,42,N,0
2005,13,1229,82,1336,73,N,0
2005,13,1266,75,1441,64,H,0
2005,13,1279,64,1354,52,N,0
2005,13,1307,82,1182,74,H,0
2005,13,1365,90,1299,52,N,0
2005,14,1102,60,1279,36,N,0
2005,14,1160,72,1158,57,H,0
2005,14,1166,74,1108,40,H,0
2005,14,1222,72,1358,69,N,0
2005,14,1233,77,1319,67,N,0
2005,14,1266,60,1229,32,H,0
2005,14,1276,59,1127,46,H,0
2005,14,1281,68,1135,60,H,0
2005,14,1326,74,1406,53,H,0
2005,14,1336,78,1441,63,N,0
2005,14,1352,68,1288,49,N,0
2005,14,1354,80,1240,72,N,0
2005,14,1433,82,1110,76,H,1
2005,14,1448,97,1203,76,H,0
2005,15,1112,80,1360,69,H,0
2005,15,1166,68,1233,62,H,0
2005,15,1229,70,1279,52,N,0
2005,15,1240,90,1441,74,N,0
2005,15,1266,69,1102,65,H,0
2005,15,1281,77,1222,61,H,0
2005,15,1319,70,1108,61,N,0
2005,15,1326,82,1352,50,H,0
2005,15,1335,74,1346,60,H,0
2005,15,1344,83,1310,78,H,0
2005,15,1354,63,1336,43,N,0
2005,15,1358,92,1135,79,N,0
2005,15,1406,71,1288,69,N,2
2005,15,1460,72,1409,66,A,1
2005,16,1187,80,1337,58,N,0
2005,16,1189,73,1192,59,N,0
2005,16,1276,69,1160,60,H,0
2005,16,1301,92,1309,58,H,0
2005,16,1333,69,1373,67,N,0
2005,17,1112,83,1460,66,H,0
2005,17,1187,64,1333,62,N,0
2005,17,1192,71,1309,58,N,0
2005,17,1272,81,1388,66,N,0
2005,17,1301,71,1189,45,H,0
2005,17,1337,87,1373,72,N,0
2005,17,1344,89,1335,52,H,0
2005,17,1393,71,1280,58,N,0
2005,17,1429,71,1204,61,N,0
2005,17,1448,81,1433,67,H,0
2005,18,1104,97,1441,66,H,0
2005,18,1107,85,1357,67,A,0
2005,18,1116,72,1457,49,N,0
2005,18,1120,80,1396,78,A,0
2005,18,1122,52,1387,45,N,1
2005,18,1128,81,1318,70,N,0
2005,18,1129,76,1225,66,H,0
2005,18,1130,72,1263,58,H,0
2005,18,1133,77,1369,73,H,0
2013,4,1104,70,1355,67,H,0
2013,4,1107,69,1182,66,H,0
2013,4,1114,84,1404,68,H,0
2013,4,1116,73,1358,68,H,0
2013,4,1120,61,1236,50,H,0
2013,4,1122,75,1359,64,H,0
2013,4,1124,99,1250,77,H,0
2013,4,1125,89,1252,60,A,0
2013,4,1133,76,1183,53,H,0
2013,4,1137,70,1345,65,A,0
2013,4,1140,81,1398,66,H,0
2013,4,1150,68,1149,58,H,0
2013,4,1156,92,1212,49,H,0
2013,4,1157,74,1103,70,H,1
2013,4,1158,75,1406,58,H,0
2013,4,1160,74,1459,59,H,0
2013,4,1161,72,1285,65,H,0
2013,4,1163,66,1277,62,N,0
2013,4,1166,71,1317,51,H,0
2013,4,1169,81,1337,75,H,0
2013,4,1177,91,1415,59,H,0
2013,4,1181,74,1209,55,H,0
2013,4,1206,63,1438,59,H,0
2013,4,1208,68,1239,62,H,0
2013,4,1210,79,1408,61,H,0
2013,4,1211,103,1381,65,H,0
2013,4,1218,76,1271,64,H,0
2013,4,1219,81,1422,73,H,0
2013,4,1221,46,1330,45,A,0
2013,4,1222,81,1197,76,H,0
2013,4,1223,72,1115,68,N,0
2013,4,1228,75,1159,55,H,0
2013,4,1231,97,1136,54,H,0
2013,4,1233,65,1176,58,H,0
2013,4,1234,86,1410,55,H,0
2013,4,1235,82,1380,59,H,0
2013,4,1237,67,1430,54,H,0
2013,4,1242,74,1369,55,H,0
2013,4,1243,85,1315,52,H,0
2013,4,1245,66,1180,62,H,1
2013,4,1246,72,1268,69,N,0
2013,4,1259,71,1127,45,H,0
2013,4,1260,62,1405,50,H,0
2013,4,1261,77,1364,63,H,0
2013,4,1267,81,1255,47,H,0
2013,4,1274,87,1391,79,H,0
2013,4,1278,72,1110,36,H,0
2013,4,1279,93,1290,57,H,0
2013,4,1284,91,1220,62,H,0
2013,4,1287,77,1254,74,A,0
2013,4,1288,71,1427,59,N,0
2013,4,1292,97,1106,53,H,0
2013,4,1301,97,1275,59,H,0
2013,4,1303,77,1296,64,H,0
2013,4,1309,72,1363,68,H,0
2013,4,1313,67,1348,55,A,0
2013,4,1314,76,1205,59,H,0
2013,4,1318,65,1131,64,H,0
2013,4,1329,73,1413,65,H,0
2013,4,1333,102,1310,83,H,0
2013,4,1335,80,1420,75,H,0
2013,4,1336,65,1384,58,H,0
2013,4,1338,80,1291,48,H,0
2013,4,1350,84,1251,42,H,0
2013,4,1351,79,1352,54,H,0
2013,4,1371,75,1282,36,H,0
2013,4,1375,76,1199,71,A,0
2013,4,1382,65,1126,55,H,0
2013,4,1383,76,1248,65,A,0
2013,4,1387,76,1367,59,H,0
2013,4,1389,56,1353,52,A,0
2013,4,1390,74,1362,62,N,0
2013,4,1392,60,1265,57,A,0
2013,4,1395,53,1142,46,H,0
2013,4,1397,76,1244,67,H,0
2013,4,1400,55,1201,53,H,0
2013,4,1401,71,1256,59,H,0
2013,4,1402,86,1200,76,H,0
2013,4,1403,89,1341,79,H,0
2013,4,1407,56,1280,53,H,0
2013,4,1417,86,1232,59,H,0
