id,season,team_id1,team_id2,pred,team_id1_wins,team_id2_wins
2011_1199_1401,2011,1199,1401,0.5,1,0
2011_1324_1400,2011,1324,1400,0.5,0,1
2011_1246_1343,2011,1246,1343,0.5,1,0
2011_1181_1276,2011,1181,1276,0.5,1,0
2012_1435_1458,2012,1435,1458,0.5,0,1
2011_1196_1364,2011,1196,1364,0.5,1,0
2013_1328_1361,2013,1328,1361,0.5,0,1
2013_1308_1387,2013,1308,1387,0.5,0,1
2014_1301_1462,2014,1301,1462,0.5,1,0
2012_1217_1435,2012,1217,1435,0.5,0,1
2011_1196_1417,2011,1196,1417,0.5,1,0
2013_1161_1281,2013,1161,1281,0.5,1,0
2011_1276_1397,2011,1276,1397,0.5,1,0
2011_1345_1389,2011,1345,1389,0.5,1,0
2013_1112_1326,2013,1112,1326,0.5,0,1
2013_1285_1393,2013,1285,1393,0.5,0,1
2014_1276_1459,2014,1276,1459,0.5,1,0
2012_1242_1246,2012,1242,1246,0.5,0,1
2012_1314_1436,2012,1314,1436,0.5,1,0
2011_1336_1396,2011,1336,1396,0.5,0,1
2012_1281_1313,2012,1281,1313,0.5,0,1
2014_1112_1361,2014,1112,1361,0.5,1,0
2011_1153_1163,2011,1153,1163,0.5,0,1
2014_1409_1417,2014,1409,1417,0.5,0,1
2014_1273_1397,2014,1273,1397,0.5,0,1
2012_1178_1242,2012,1178,1242,0.5,0,1
2014_1276_1397,2014,1276,1397,0.5,1,0
2012_1140_1266,2012,1140,1266,0.5,0,1
2014_1174_1277,2014,1174,1277,0.5,0,1
2013_1266_1274,2013,1266,1274,0.5,1,0
2013_1217_1307,2013,1217,1307,0.5,1,0
2014_1181_1273,2014,1181,1273,0.5,0,1
2013_1231_1396,2013,1231,1396,0.5,1,0
2014_1372_1433,2014,1372,1433,0.5,1,0
2012_1277_1387,2012,1277,1387,0.5,1,0
2011_1139_1163,2011,1139,1163,0.5,0,1
2014_1437_1454,2014,1437,1454,0.5,1,0
2014_1257_1387,2014,1257,1387,0.5,1,0
2013_1277_1434,2013,1277,1434,0.5,1,0
2011_1294_1361,2011,1294,1361,0.5,0,1
2011_1246_1452,2011,1246,1452,0.5,1,0
2014_1308_1361,2014,1308,1361,0.5,0,1
2011_1139_1433,2011,1139,1433,0.5,1,0
2011_1243_1458,2011,1243,1458,0.5,0,1
2011_1114_1421,2011,1114,1421,0.5,0,1
2014_1277_1438,2014,1277,1438,0.5,1,0
2011_1163_1361,2011,1163,1361,0.5,1,0
2014_1235_1300,2014,1235,1300,0.5,1,0
2014_1163_1277,2014,1163,1277,0.5,1,0
2014_1246_1276,2014,1246,1276,0.5,1,0
2012_1378_1396,2012,1378,1396,0.5,1,0
2011_1338_1421,2011,1338,1421,0.5,1,0
2011_1254_1314,2011,1254,1314,0.5,0,1
2013_1231_1241,2013,1231,1241,0.5,1,0
2013_1166_1181,2013,1166,1181,0.5,0,1
2012_1172_1257,2012,1172,1257,0.5,0,1
2013_1107_1181,2013,1107,1181,0.5,0,1
2013_1278_1417,2013,1278,1417,0.5,1,0
2013_1112_1217,2013,1112,1217,0.5,1,0
2013_1257_1299,2013,1257,1299,0.5,1,0
2012_1242_1326,2012,1242,1326,0.5,1,0
2013_1242_1443,2013,1242,1443,0.5,1,0
2012_1196_1438,2012,1196,1438,0.5,1,0
2011_1345_1433,2011,1345,1433,0.5,0,1
2011_1112_1400,2011,1112,1400,0.5,1,0
2013_1195_1361,2013,1195,1361,0.5,1,0
2011_1112_1163,2011,1112,1163,0.5,0,1
2011_1103_1323,2011,1103,1323,0.5,0,1
2014_1163_1235,2014,1163,1235,0.5,1,0
2011_1155_1452,2011,1155,1452,0.5,0,1
2014_1173_1326,2014,1173,1326,0.5,1,0
2012_1276_1325,2012,1276,1325,0.5,0,1
2013_1257_1276,2013,1257,1276,0.5,1,0
2012_1246_1443,2012,1246,1443,0.5,1,0
2012_1314_1325,2012,1314,1325,0.5,1,0
2014_1112_1211,2014,1112,1211,0.5,1,0
2012_1140_1233,2012,1140,1233,0.5,1,0
2013_1242_1314,2013,1242,1314,0.5,1,0
2014_1173_1390,2014,1173,1390,0.5,1,0
2014_1217_1277,2014,1217,1277,0.5,0,1
2014_1242_1390,2014,1242,1390,0.5,0,1
2014_1301_1387,2014,1301,1387,0.5,0,1
2011_1125_1458,2011,1125,1458,0.5,0,1
2011_1425_1433,2011,1425,1433,0.5,0,1
2012_1266_1293,2012,1266,1293,0.5,1,0
2014_1246_1455,2014,1246,1455,0.5,1,0
2012_1181_1250,2012,1181,1250,0.5,0,1
2011_1211_1385,2011,1211,1385,0.5,1,0
2013_1272_1277,2013,1272,1277,0.5,0,1
2014_1124_1166,2014,1124,1166,0.5,1,0
2013_1235_1323,2013,1235,1323,0.5,1,0
2012_1124_1246,2012,1124,1246,0.5,0,1
2014_1110_1458,2014,1110,1458,0.5,0,1
2011_1181_1214,2011,1181,1214,0.5,1,0
2012_1199_1382,2012,1199,1382,0.5,1,0
2012_1242_1301,2012,1242,1301,0.5,1,0
2012_1124_1355,2012,1124,1355,0.5,1,0
2013_1279_1458,2013,1279,1458,0.5,1,0
2013_1153_1166,2013,1153,1166,0.5,0,1
2012_1301_1361,2012,1301,1361,0.5,1,0
2013_1332_1387,2013,1332,1387,0.5,1,0
2011_1228_1242,2011,1228,1242,0.5,0,1
