playerid,award,year,lgid,note,pos
bellobr01,Second Team All-Star,1989,NHL,,LW
bourqra01,First Team All-Star,1989,NHL,,D
bourqra01,Norris,1989,NHL,,
brindro01,All-Rookie,1989,NHL,,LW
cavalpa01,Plus-Minus,1989,NHL,,
coffepa01,Second Team All-Star,1989,NHL,,D
essenbo01,All-Rookie,1989,NHL,,G
gretzwa01,Art Ross,1989,NHL,,
gretzwa01,Second Team All-Star,1989,NHL,,C
hullbr01,First Team All-Star,1989,NHL,,RW
hullbr01,Lady Byng,1989,NHL,,
kluzago01,Masterton,1989,NHL,,
lemelre01,Jennings,1989,NHL,shared,
loweke01,King Clancy,1989,NHL,,
macinal01,First Team All-Star,1989,NHL,,D
makarse01,All-Rookie,1989,NHL,,RW
makarse01,Calder,1989,NHL,,
meaghri01,Selke,1989,NHL,,
messima01,First Team All-Star,1989,NHL,,C
messima01,Hart,1989,NHL,,
messima01,Pearson,1989,NHL,,
modanmi01,All-Rookie,1989,NHL,,C
moogan01,Jennings,1989,NHL,shared,
neelyca01,Second Team All-Star,1989,NHL,,RW
puppada01,Second Team All-Star,1989,NHL,,G
ranfobi01,Conn Smythe,1989,NHL,,
robitlu01,First Team All-Star,1989,NHL,,LW
roypa01,First Team All-Star,1989,NHL,,G
roypa01,Vezina,1989,NHL,,
shawbr01,All-Rookie,1989,NHL,,D
smithge01,All-Rookie,1989,NHL,,D
wilsodo01,Second Team All-Star,1989,NHL,,D
blackda01,All-Rookie,2001,NHL,,G
richama01,First Team All-Star,1955,NHL,,RW
lidstni01,Norris,2000,NHL,,
gardich01,First Team All-Star,1931,NHL,,G
plumbro01,First Team All-Star,1976,WHA,,D
mullejo01,Lady Byng,1988,NHL,,
smithsi01,Second Team All-Star,1951,NHL,,LW
carlema01,All-Rookie,2006,NHL,,D
bennibr01,All-Rookie,1986,NHL,,D
orrbo01,Conn Smythe,1969,NHL,,
perryco01,Hart,2010,NHL,,
meszaan01,All-Rookie,2005,NHL,,D
eliaspa01,All-Rookie,1997,NHL,,F
blaketo01,First Team All-Star,1939,NHL,,LW
macinal01,Second Team All-Star,1986,NHL,,D
laperja01,Second Team All-Star,1963,NHL,,D
esposph01,Art Ross,1968,NHL,,
laflegu01,Pearson,1975,NHL,,
carlyra01,First Team All-Star,1980,NHL,,D
harvedo01,First Team All-Star,1960,NHL,,D
roypa01,First Team All-Star,1988,NHL,,G
richabr01,All-Rookie,2000,NHL,,F
lewicda01,Second Team All-Star,1954,NHL,,LW
barbebi01,Second Team All-Star,1978,NHL,,LW
richama01,Second Team All-Star,1956,NHL,,RW
esposto01,First Team All-Star,1979,NHL,,G
tardima01,Hunter,1977,WHA,Scoring,
lidstni01,First Team All-Star,1998,NHL,,D
gardich01,Second Team All-Star,1932,NHL,,G
kleslro01,All-Rookie,2001,NHL,,D
pilotpi01,Second Team All-Star,1960,NHL,,D
burepa01,First Team All-Star,1993,NHL,,RW
reisele02,Second Team All-Star,1950,NHL,,D
plettwi01,Calder,1976,NHL,,
careyji01,All-Rookie,1994,NHL,,G
mikitst01,First Team All-Star,1967,NHL,,C
hodgech01,Vezina,1965,NHL,shared,
mikitst01,Art Ross,1967,NHL,,
smithho01,First Team All-Star,1935,NHL,,C
sjobela01,First Team All-Star,1977,WHA,,D
pilotpi01,Norris,1964,NHL,,
mackefl01,First Team All-Star,1952,NHL,,C
mosiebi01,Second Team All-Star,1945,NHL,,RW
brodema01,Second Team All-Star,2005,NHL,,G
lacroan01,First Team All-Star,1974,WHA,,C
orrbo01,Hart,1971,NHL,,
talboje01,First Team All-Star,1961,NHL,,D
cookbi01,First Team All-Star,1931,NHL,,RW
thornjo01,Art Ross,2005,NHL,,
harvedo01,First Team All-Star,1954,NHL,,D
kurrija01,First Team All-Star,1986,NHL,,RW
morenho01,Art Ross,1930,NHL,,
mikitst01,First Team All-Star,1962,NHL,,C
lidstni01,All-Rookie,1991,NHL,,D
mikitst01,Second Team All-Star,1964,NHL,,C
ovechal01,First Team All-Star,2006,NHL,,LW
kanepa01,Calder,2007,NHL,,
cowlebi01,Hart,1942,NHL,,
chapmar01,Second Team All-Star,1936,NHL,,C
mahovfr01,Second Team All-Star,1965,NHL,,LW
warwigr01,Calder,1941,NHL,,
weighdo01,King Clancy,2010,NHL,,
zettehe01,Second Team All-Star,2007,NHL,,LW
flamafe01,Second Team All-Star,1956,NHL,,D
blakero01,First Team All-Star,1997,NHL,,D
lilesjo01,All-Rookie,2003,NHL,,D
belivje01,First Team All-Star,1959,NHL,,C
stewane01,Hart,1929,NHL,,
staplpa01,Second Team All-Star,1976,WHA,,D
hullbo01,Hart,1965,NHL,,
barrato01,Vezina,1983,NHL,,
belivje01,First Team All-Star,1960,NHL,,C
drurych01,Calder,1998,NHL,,
salmibo01,Second Team All-Star,1978,NHL,,D
johnsch01,Second Team All-Star,1933,NHL,,D
hadfivi01,Second Team All-Star,1971,NHL,,LW
prattba01,First Team All-Star,1943,NHL,,D
konstvl01,Second Team All-Star,1995,NHL,,D
doreyji01,Second Team All-Star,1972,WHA,,D
bibeapa01,Second Team All-Star,1943,NHL,,G
jacksbu01,Art Ross,1931,NHL,,
sandede01,Calder,1967,NHL,,
cournyv01,Second Team All-Star,1971,NHL,,RW
belfoed01,Jennings,1990,NHL,,
niedesc01,Conn Smythe,2006,NHL,,
pilotpi01,First Team All-Star,1966,NHL,,D
bergfni01,All-Rookie,2009,NHL,,F
hallgl01,First Team All-Star,1959,NHL,,G
provocl01,First Team All-Star,1964,NHL,,RW
richabr01,Lady Byng,2003,NHL,,
trottbr01,Conn Smythe,1979,NHL,,
gretzwa01,Hart,1983,NHL,,
lindbpe01,First Team All-Star,1984,NHL,,G
smithbi01,Vezina,1981,NHL,,
harrite01,Second Team All-Star,1968,NHL,,D
backsni02,All-Rookie,2007,NHL,,F
