provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
152,Prov. Famous Li, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,6,
203,Prov. Apex Mach, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
216,Prov. Boston Pe, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
251,Prov. Famous Ke, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
277,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
285,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
311,Prov. Boston Ke, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,5,
322,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,3,
323,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
331,Prov. Driven Ke, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
335,Prov. Driven Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
341,Prov. Expert Ke, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
342,Prov. Expert Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,4,
343,Prov. Expert Ma, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
348,Prov. Expert Re, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
360,Prov. Famous Tr, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
365,Prov. Giant Ope, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
370,Prov. Giant Tra, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
375,Prov. Humble Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
376,Prov. Humble Pe, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
387,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
392,Prov. Just Ligh, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
393,Prov. Just Mach, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
394,Prov. Just Need, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
396,Prov. Just Petr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
403,Prov. Apex Mach, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
409,Prov. Apex Sail, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
410,Prov. Apex Tran, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
412,Prov. Boston Li, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
416,Prov. Boston Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
