country_id,country,last_update
1,Афганистан,15.02.2006 03:44
2,Алжир,15.02.2006 03:44
3,Американская Самоа,15.02.2006 03:44
4,Ангола,15.02.2006 03:44
5,Ангилья,15.02.2006 03:44
6,Аргентина,15.02.2006 03:44
8,Австралия,15.02.2006 03:44
13,Беларусь,15.02.2006 03:44
15,Бразилия,15.02.2006 03:44
16,Бруней,15.02.2006 03:44
17,Болгария,15.02.2006 03:44
18,Камбоджа,15.02.2006 03:44
19,Камерун,15.02.2006 03:44
21,Чад,15.02.2006 03:44
23,Китай,15.02.2006 03:44
24,Колумбия,15.02.2006 03:44
26,Чехлая Республика,15.02.2006 03:44
27,Доминиканская Республика,15.02.2006 03:44
28,Эквадор,15.02.2006 03:44
29,Египет,15.02.2006 03:44
32,Фарерские острова,15.02.2006 03:44
34,Франция,15.02.2006 03:44
35,Французская Гвиана,15.02.2006 03:44
37,Гамбия,15.02.2006 03:44
38,Германия,15.02.2006 03:44
39,Греция,15.02.2006 03:44
41,Святой Престол (Ватиканская Государство),15.02.2006 03:44
42,Гонконг,15.02.2006 03:44
44,Индия,15.02.2006 03:44
45,Индонезия,15.02.2006 03:44
46,Иран,15.02.2006 03:44
47,Ирак,15.02.2006 03:44
49,Италия,15.02.2006 03:44
50,Япония,15.02.2006 03:44
51,Казахстан,15.02.2006 03:44
52,Кения,15.02.2006 03:44
54,Латвия,15.02.2006 03:44
55,Лихтенштейн,15.02.2006 03:44
57,Мадагаскар,15.02.2006 03:44
58,Малави,15.02.2006 03:44
60,Мексика,15.02.2006 03:44
62,Марокко,15.02.2006 03:44
63,Мо́замбик,15.02.2006 03:44
65,Науру,15.02.2006 03:44
66,Непал,15.02.2006 03:44
67,Нидерланды,15.02.2006 03:44
68,Новая Зеландия,15.02.2006 03:44
71,Оман,15.02.2006 03:44
72,Пакистан,15.02.2006 03:44
75,Филиппины,15.02.2006 03:44
76,Польша,15.02.2006 03:44
78,Румыния,15.02.2006 03:44
80,Российская Федерация,15.02.2006 03:44
81,Сент-Винсент и Гренадины,15.02.2006 03:44
83,Сенегал,15.02.2006 03:44
85,Южная Африка,15.02.2006 03:44
87,Испания,15.02.2006 03:44
88,Шри-Ланка,15.02.2006 03:44
90,Швеция,15.02.2006 03:44
91,Швейцария,15.02.2006 03:44
92,Тайвань,15.02.2006 03:44
94,Таиланд,15.02.2006 03:44
97,Турция,15.02.2006 03:44
99,Тувалу,15.02.2006 03:44
101,Объединенные Арабские Эмираты,15.02.2006 03:44
103,Соединенные Штаты Америки,15.02.2006 03:44
105,Вьетнам,15.02.2006 03:44
107,Ямен,15.02.2006 03:44
109,Замбия,15.02.2006 03:44
