charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
1004093,9903,455,4,1999-07-16T10:43:56,2333.0,9903,
819920,9782,454,5,1999-09-25T10:45:07,4535.0,29782,
42303,6077,475,3,1999-07-09T10:46:52,1553.0,6077,
735646,5326,464,7,1999-09-11T10:46:21,1268.0,15326,
617598,3030,464,9,1999-08-09T10:44:56,2775.0,3030,
1678967,1076,498,8,1999-07-22T10:49:42,36.0,1076,
893360,7547,470,2,1999-08-14T10:50:49,3762.0,17547,
999363,6701,489,2,1999-07-17T10:51:17,4612.0,6701,
584536,7340,500,7,1999-10-05T10:50:08,198.0,27340,
909461,2300,486,7,1999-08-30T10:44:19,2844.0,12300,
511053,8054,488,8,1999-08-25T10:44:26,783.0,18054,
1861802,9522,397,10,1999-06-25T10:48:21,1914.0,9522,
806922,484,462,4,1999-07-28T10:44:08,3897.0,484,
657421,8250,449,6,1999-08-03T10:48:02,4046.0,8250,
913029,9267,458,9,1999-07-16T10:44:35,3379.0,9267,
1851729,7947,487,2,1999-08-25T10:47:36,4159.0,17947,
671149,2310,497,8,1999-06-20T10:49:05,926.0,2310,
922250,6817,500,2,1999-07-09T10:45:18,2794.0,6817,
1792170,6631,339,10,1999-10-02T10:50:44,2441.0,26631,
727167,9079,484,10,1999-09-19T10:45:42,2869.0,29079,
622498,2796,498,6,1999-07-20T10:45:19,266.0,2796,
1680595,8596,280,6,1999-06-19T10:49:50,248.0,8596,
1694671,8762,490,6,1999-08-23T10:50:55,3961.0,18762,
1930948,2266,427,6,1999-08-14T10:45:59,1288.0,12266,
887654,7137,469,9,1999-07-30T10:50:22,2423.0,7137,
1568718,7444,440,8,1999-09-03T10:48:54,2512.0,17444,
55828,5687,477,9,1999-06-19T10:47:54,372.0,5687,
1548524,7252,458,5,1999-09-13T10:47:21,2606.0,27252,
1175957,9207,475,8,1999-09-29T10:49:28,1881.0,29207,
1378,9452,423,8,1999-08-07T10:43:44,4839.0,9452,
1963049,5245,411,5,1999-06-22T10:48:27,1512.0,5245,
1299176,9438,410,9,1999-07-09T10:51:16,1180.0,9438,
697517,9878,491,5,1999-09-25T10:51:09,4109.0,29878,
1510338,3383,439,9,1999-08-18T10:44:23,4338.0,13383,
1096686,3637,450,9,1999-06-29T10:51:05,2582.0,3637,
1979996,5510,443,9,1999-07-24T10:49:46,1854.0,5510,
1994592,9406,376,5,1999-09-13T10:50:55,932.0,29406,
611634,6877,468,7,1999-10-13T10:44:29,1186.0,0,
1797234,4020,231,4,1999-10-05T10:51:07,1593.0,24020,
837550,3062,473,7,1999-06-27T10:46:31,863.0,3062,
1468074,5910,432,4,1999-06-27T10:48:51,3495.0,5910,
1865000,8878,498,7,1999-07-24T10:48:37,3739.0,8878,
1723714,9344,469,2,1999-08-22T10:45:24,2115.0,19344,
38786,9665,499,10,1999-08-31T10:46:36,3206.0,19665,
1295149,6275,498,6,1999-07-02T10:50:57,2989.0,6275,
1391930,2623,366,8,1999-07-08T10:50:42,2983.0,2623,
1875289,7355,469,2,1999-10-09T10:49:25,765.0,27355,
984554,5686,491,9,1999-08-09T10:50:08,4158.0,5686,
950823,8831,500,3,1999-07-21T10:47:32,380.0,8831,
905223,8858,492,9,1999-10-13T10:44:01,226.0,0,
1740949,2035,478,3,1999-06-26T10:46:46,4154.0,2035,
1833301,6049,450,4,1999-08-18T10:46:11,158.0,16049,
819606,5356,498,8,1999-08-21T10:45:05,826.0,15356,
1420503,9989,472,10,1999-09-15T10:45:10,3734.0,29989,
1876503,8715,438,5,1999-08-17T10:49:31,3654.0,18715,
1795792,3665,431,3,1999-06-21T10:51:00,1986.0,3665,
1027250,8498,467,4,1999-06-16T10:45:42,4250.0,8498,
809094,7584,498,4,1999-08-26T10:44:18,1493.0,17584,
1313360,5650,496,4,1999-07-20T10:44:37,1817.0,5650,
1220228,4424,497,3,1999-08-11T10:45:09,1804.0,4424,
1148846,9641,477,4,1999-06-16T10:47:23,2367.0,9641,
619818,8224,498,7,1999-06-18T10:45:06,314.0,8224,
1714218,1356,470,2,1999-07-06T10:44:41,2990.0,1356,
658245,4253,458,2,1999-10-01T10:48:05,4668.0,24253,
1491317,9797,461,2,1999-10-05T10:50:39,1699.0,29797,
