payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
10710,4914,1999-10-03T00:00:00,7887.0,0,
4403,6076,1999-09-02T00:00:00,3448.0,0,
2946,4582,1999-09-02T00:00:00,2982.0,0,
10553,4733,1999-10-03T00:00:00,4528.0,0,
5535,7215,1999-09-02T00:00:00,10369.0,0,
13533,7970,1999-10-03T00:00:00,1293.0,0,
14903,9349,1999-10-03T00:00:00,12018.0,0,
4749,6426,1999-09-02T00:00:00,6540.0,0,
6902,8583,1999-09-02T00:00:00,31185.0,0,
3546,5204,1999-09-02T00:00:00,8972.0,0,
5717,7397,1999-09-02T00:00:00,7658.0,0,
8223,9904,1999-09-02T00:00:00,57488.0,0,
1810,3349,1999-09-02T00:00:00,3441.0,0,
8873,2197,1999-10-03T00:00:00,3538.0,0,
1621,3135,1999-09-02T00:00:00,4863.0,0,
9568,3385,1999-10-03T00:00:00,4271.0,0,
8714,1853,1999-10-03T00:00:00,7422.0,0,
4246,5917,1999-09-02T00:00:00,6479.0,0,
484,1542,1999-09-02T00:00:00,1871.0,0,
12672,7091,1999-10-03T00:00:00,13561.0,0,
14901,9347,1999-10-03T00:00:00,17694.0,0,
12100,6484,1999-10-03T00:00:00,2791.0,0,
10597,4787,1999-10-03T00:00:00,5485.0,0,
2225,3812,1999-09-02T00:00:00,17464.0,0,
8898,2245,1999-10-03T00:00:00,1600.0,0,
9380,3109,1999-10-03T00:00:00,3309.0,0,
1815,3355,1999-09-02T00:00:00,1226.0,0,
4591,6266,1999-09-02T00:00:00,13755.0,0,
11555,5899,1999-10-03T00:00:00,10303.0,0,
12,243,1999-09-02T00:00:00,1358.0,0,
13595,8034,1999-10-03T00:00:00,12331.0,0,
3352,5000,1999-09-02T00:00:00,9250.0,0,
3226,4871,1999-09-02T00:00:00,1172.0,0,
6323,8004,1999-09-02T00:00:00,14372.0,0,
13624,8063,1999-10-03T00:00:00,12300.0,0,
2345,3942,1999-09-02T00:00:00,3700.0,0,
12052,6435,1999-10-03T00:00:00,5971.0,0,
4617,6293,1999-09-02T00:00:00,5504.0,0,
8687,1782,1999-10-03T00:00:00,3443.0,0,
522,1614,1999-09-02T00:00:00,4486.0,0,
4926,6603,1999-09-02T00:00:00,9154.0,0,
6886,8567,1999-09-02T00:00:00,21695.0,0,
11530,5872,1999-10-03T00:00:00,6710.0,0,
6419,8100,1999-09-02T00:00:00,20436.0,0,
6901,8582,1999-09-02T00:00:00,25731.0,0,
14530,8976,1999-10-03T00:00:00,25886.0,0,
9169,2769,1999-10-03T00:00:00,2833.0,0,
7155,8836,1999-09-02T00:00:00,38596.0,0,
7568,9249,1999-09-02T00:00:00,30921.0,0,
11343,5653,1999-10-03T00:00:00,8317.0,0,
10224,4305,1999-10-03T00:00:00,296.0,0,
11382,5697,1999-10-03T00:00:00,762.0,0,
10515,4689,1999-10-03T00:00:00,2043.0,0,
11701,6055,1999-10-03T00:00:00,4609.0,0,
5647,7327,1999-09-02T00:00:00,5548.0,0,
6611,8292,1999-09-02T00:00:00,34334.0,0,
10965,5213,1999-10-03T00:00:00,5615.0,0,
11249,5542,1999-10-03T00:00:00,14941.0,0,
2248,3837,1999-09-02T00:00:00,9351.0,0,
2472,4077,1999-09-02T00:00:00,12085.0,0,
13300,7734,1999-10-03T00:00:00,9083.0,0,
14899,9345,1999-10-03T00:00:00,16034.0,0,
12044,6424,1999-10-03T00:00:00,9316.0,0,
13910,8352,1999-10-03T00:00:00,14490.0,0,
2545,4154,1999-09-02T00:00:00,12931.0,0,
9019,2497,1999-10-03T00:00:00,2503.0,0,
548,1658,1999-09-02T00:00:00,5059.0,0,
1195,2608,1999-09-02T00:00:00,4527.0,0,
