playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
stewane01,1925,MTM,NHL,C,4,6,1,7,14
vezinge01,1923,MTL,NHL,G,4,0,0,0,0
smithto01,1912,QU1,NHA,L,3,4,0,4,0
bouchbi01,1923,MTL,NHL,R,4,5,1,6,6
holmeha01,1913,TBS,NHA,G,3,0,0,0,0
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
morribe01,1923,CAT,WCHL,C,2,0,0,0,2
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
lavioja01,1916,MOC,NHA,L,4,1,2,3,9
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
vezinge01,1915,MOC,NHA,G,5,0,0,0,0
cookll01,1922,VAM,PCHA,D,4,0,1,1,4
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
cotchch01,1923,VAM,PCHA,L,1,0,0,0,0
manthsy01,1924,MTL,NHL,D,4,0,0,0,2
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
foystfr01,1916,SEA,PCHA,L,4,7,2,9,3
rickero01,1918,SEA,PCHA,D,5,1,2,3,0
rowebo01,1912,VA1,PCHA,D,3,2,0,2,9
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
lavioja01,1915,MOC,NHA,L,2,0,0,0,6
frasego01,1925,VIC,WCHL,D,4,0,0,0,14
loughcl01,1925,VIC,WCHL,D,4,1,0,1,8
joliaau01,1924,MTL,NHL,L,4,2,0,2,16
gagnear01,1922,EDE,WCHL,R,2,0,0,0,2
oatmaru01,1925,VIC,WCHL,R,4,0,0,0,10
loughcl01,1924,VIC,WCHL,D,4,1,0,1,4
coutubi01,1924,MTL,NHL,D,4,1,0,1,10
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
broadpu01,1919,OTS,NHL,R,4,0,0,0,3
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
mcgifro01,1913,TBS,NHA,F,3,2,0,2,25
johnsmo01,1915,PO1,PCHA,D,5,1,1,2,9
mcdonja01,1918,MTL,NHL,C,5,1,1,2,3
pitredi01,1915,MOC,NHA,R,5,4,1,5,15
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
mackami01,1914,VML,PCHA,L,3,4,2,6,6
denneco01,1917,TOA,NHL,L/C,5,3,1,4,0
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
marshja02,1913,TBS,NHA,D,3,1,0,1,2
andrell01,1921,TRS,NHL,F,5,2,0,2,3
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
uksilch01,1915,PO1,PCHA,R,5,2,0,2,6
foystfr01,1918,SEA,PCHA,L,5,9,1,10,0
darraja01,1919,OTS,NHL,R/L,5,5,2,7,3
trappbo01,1922,EDE,WCHL,D,2,0,0,0,2
morrijo01,1922,EDE,WCHL,R,2,1,0,1,0
brandru01,1922,EDE,WCHL,L,1,0,0,0,0
vezinge01,1916,MOC,NHA,G,4,0,0,0,0
arbouam01,1915,MOC,NHA,L,4,3,0,3,8
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
bouchbo01,1923,MTL,NHL,F,3,0,0,0,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
pitredi01,1916,MOC,NHA,R,4,5,0,5,6
benedcl01,1922,OTS,NHL,G,6,0,0,0,2
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
wilsocu01,1918,SEA,PCHA,R,5,1,3,4,6
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
walkeja01,1913,TBS,NHA,L,3,1,0,1,3
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
vezinge01,1924,MTL,NHL,G,4,0,0,0,0
mattejo01,1923,VAM,PCHA,D,2,1,0,1,2
mcnamge02,1913,TBS,NHA,D,3,2,0,2,4
benedcl01,1920,OTS,NHL,G,5,0,0,0,0
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
camerha01,1921,TRS,NHL,D,4,0,2,2,11
stackte01,1921,TRS,NHL,D,4,0,0,0,0
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
benedcl01,1925,MTM,NHL,G,4,0,0,0,0
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
wilsocu01,1913,TBS,NHA,R,3,3,0,3,15
skinnal01,1920,VML,PCHA,R,3,4,0,4,14
duncaar01,1923,VAM,PCHA,D,2,0,0,0,6
cleghod01,1923,MTL,NHL,R/C,4,0,1,1,0
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
bouchfr01,1922,VAM,PCHA,C,4,2,0,2,0
gerared01,1922,OTS,NHL,D,6,1,0,1,4
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
malleke01,1914,VML,PCHA,C,3,0,0,0,0
cookll01,1920,VML,PCHA,D,5,2,0,2,20
taylocy01,1914,VML,PCHA,R/L,3,7,3,10,3
ulricja01,1913,VA1,PCHA,R,3,0,0,0,3
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
bellbi01,1923,MTL,NHL,F,3,0,0,0,0
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
hartgi01,1924,VIC,WCHL,R,4,2,1,3,0
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
grahale01,1914,OT1,NHA,L,3,1,0,1,0
denneco01,1922,VAM,PCHA,C,3,0,0,0,0
gardihe01,1923,CAT,WCHL,D,2,1,0,1,0
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
fredrfr01,1925,VIC,WCHL,C,4,1,1,2,10
poulisk01,1913,VA1,PCHA,L,3,2,0,2,17
stanlba01,1917,VML,PCHA,R,5,2,0,2,6
gerared01,1921,TRS,NHL,D,1,0,0,0,0
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
headlfe01,1924,MTL,NHL,D,4,0,0,0,0
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
crawfru01,1912,QU1,NHA,R,3,3,0,3,19
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
meekiha01,1924,VIC,WCHL,L,4,0,1,1,2
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
poulisk01,1912,VA1,PCHA,L,3,2,0,2,5
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
walkeja01,1916,SEA,PCHA,C,4,1,2,3,0
mcdonra01,1918,SEA,PCHA,L,5,1,1,2,3
rowebo01,1918,SEA,PCHA,D,5,1,0,1,6
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
dyeba01,1921,TRS,NHL,R,5,9,1,10,3
