playerid,year,ppa,sha
robergo01,1987,3,
bradlbr01,1990,10,
josepch01,1987,6,
sanipev01,1989,2,
lawtobr01,1989,1,
broteaa01,1990,1,
ramagro01,1987,19,2
konrost01,1988,1,1
adamsgr01,1988,1,
bodgedo01,1988,25,1
klimape01,1989,11,
stastpe01,1989,23,
carsoli01,1987,1,1
gartnmi01,1988,9,
cullejo01,1990,29,
libaig01,1988,6,
kontoch01,1987,6,
tuckejo01,1989,6,
lemiejo01,1989,1,1
quinnda01,1990,18,
kennede01,1988,,2
nylunga01,1988,1,
johanca01,1988,7,
iafraal01,1990,11,1
foligmi01,1990,1,
kaspest01,1988,6,2
makelmi01,1989,1,
linseke01,1989,8,
malondo01,1988,2,
zezelpe01,1988,17,
deblolu01,1990,,1
archida01,1989,4,
mcbeawa01,1988,1,
joycebo01,1989,3,
donnemi01,1987,2,
pavesji01,1987,1,
simpscr01,1987,10,1
sheehne01,1987,1,
jonssto01,1988,24,
bassebo01,1988,,1
kurveto01,1990,15,
brownje02,1989,24,
hrdinji01,1990,4,
creigad01,1988,7,
brownro01,1990,10,
krushmi01,1990,3,
sandsto01,1989,20,
coxecr01,1987,1,
paslagr01,1990,3,1
ferrara01,1990,5,
broteaa01,1989,3,
pederba01,1989,7,1
lawlepa01,1987,3,
goulemi01,1989,15,1
manthmo01,1987,15,1
manthmo01,1988,9,
lawtobr01,1988,4,
gingrga01,1987,9,
hullbr01,1987,10,
macdepa01,1989,2,
macivno01,1988,19,
courtru01,1988,2,
proppbr01,1989,9,
chrisda01,1989,7,
ciccadi01,1988,10,1
ruffli01,1988,1,
hardyma01,1987,10,1
wilsoca01,1988,19,
quinnda01,1989,15,1
fentopa01,1990,2,
mcdonhu01,1989,1,
frycemi01,1988,3,
ysebapa01,1990,4,1
larsore01,1988,14,
mckegto01,1990,7,
grahadi01,1987,7,1
hardyma01,1988,5,
zezelpe01,1990,5,1
picarro02,1989,1,1
skrikpe01,1990,5,
butchga01,1990,3,2
tantito01,1989,9,
loisecl01,1990,1,1
mckegto01,1989,3,
poulida02,1989,1,1
crossdo01,1990,21,
hunteda01,1987,1,4
halwado01,1988,1,
thibagi01,1989,2,
allismi01,1987,5,
cunnera01,1989,4,
ruotsre01,1989,9,
tuckejo01,1990,1,
tantito01,1990,5,
bullami01,1988,13,
duguaro01,1987,2,
carpebo01,1988,4,
dineego01,1987,2,
erickbr01,1987,6,
hunteda01,1988,,1
petitmi01,1987,9,1
norwole01,1990,3,
wilsoca01,1990,4,
laughcr01,1987,3,
bennibr01,1989,5,
actonke01,1988,,1
dahlqch01,1990,,1
ledyagr01,1988,6,
frasecu01,1987,2,
mcintjo01,1990,,2
carsoji01,1989,5,
playfla01,1988,,1
samueul01,1990,,2
franclo01,1990,1,1
huberwi01,1987,14,
