coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
martija02c,2001,OTT,NHL,1,,80,38,33,9,,,,
charrgu01c,1991,CAL,NHL,2,,16,6,7,3,,,,
manthsy01c,1935,MTL,NHL,1,,48,11,26,11,,,,
dayha01c,1940,TOR,NHL,1,,48,28,14,6,7,3,4,0
irvindi01c,1937,TOR,NHL,1,,48,24,15,9,7,4,3,0
bouchgu01c,2011,TBL,NHL,1,,82,38,36,8,,,,
reaybi01c,1975,CHI,NHL,1,,80,32,30,18,4,0,4,0
gormato01c,1925,NYA,NHL,1,,36,12,20,4,,,,
querrch01c,1923,TRS,NHL,1,,24,10,14,0,,,,
patrimu01c,1962,NYR,NHL,1,,34,11,19,4,,,,
harrite01c,1975,MNS,NHL,1,,80,20,53,7,,,,
bowmasc01c,1995,DET,NHL,1,,82,62,13,7,19,10,9,0
bowmasc01c,1976,MTL,NHL,1,,80,60,8,12,14,12,2,0
dandule01c,1921,MTL,NHL,2,,17,10,6,1,,,,
milbumi01c,1990,BOS,NHL,1,,80,44,24,12,19,10,9,0
juliecl01c,2003,MTL,NHL,1,,82,41,34,7,11,4,7,0
crawfma01c,2007,LAK,NHL,1,,82,32,43,7,,,,
berenre01c,1980,STL,NHL,1,,80,45,18,17,11,5,6,0
bergemi03c,1985,QUE,NHL,1,,80,43,31,6,3,0,3,0
brookhe01c,1992,NJD,NHL,1,,84,40,37,7,5,1,4,0
nolante01c,2006,NYI,NHL,1,,82,40,30,12,5,1,4,0
ftorero01c,2002,BOS,NHL,1,,73,33,32,8,,,,
garvite01c,1973,DET,NHL,1,,11,2,8,1,,,,
crawfma01c,2003,VAN,NHL,1,,82,43,29,10,7,3,4,0
babcomi01c,2007,DET,NHL,1,,82,54,21,7,22,16,6,0
tortojo01c,2003,TBL,NHL,1,,82,46,28,8,23,16,7,0
smithal03c,1914,OT1,NHA,1,,20,14,6,0,,,,
duttore01c,1939,NYA,NHL,1,,48,15,29,4,3,1,2,0
bowmasc01c,1973,MTL,NHL,1,,78,45,24,9,6,2,4,0
quennjo01c,1999,STL,NHL,1,,82,51,20,11,7,3,4,0
stasivi01c,1969,PHI,NHL,1,,76,17,35,24,,,,
primejo01c,1950,TOR,NHL,1,,70,41,16,13,11,8,2,1
mactacr01c,2002,EDM,NHL,1,,82,36,35,11,6,2,4,0
weilaco01c,1940,BOS,NHL,1,,48,27,8,13,11,8,3,0
demerja01c,1979,QUE,NHL,1,,80,25,44,11,,,,
gretzwa01c,2007,PHO,NHL,1,,82,38,37,7,,,,
muckljo01c,1990,EDM,NHL,1,,80,37,37,6,18,9,9,0
pulfobo01c,1984,CHI,NHL,2,,27,16,7,4,15,9,6,0
beaulan01c,1977,MNS,NHL,2,,32,6,23,3,,,,
slatete01c,1972,LAS,WHA,1,,78,37,35,6,6,2,4,0
murrabr01c,1990,DET,NHL,1,,80,34,38,8,7,3,4,0
tortojo01c,2009,NYR,NHL,1,,82,38,33,11,,,,
murphmi01c,1987,LAK,NHL,1,,27,7,16,4,,,,
patrimu01c,1953,NYR,NHL,2,,30,15,11,4,,,,
bowmasc01c,1986,BUF,NHL,1,,12,3,7,2,,,,
lewisda01c,2002,DET,NHL,1,,82,48,24,10,4,0,4,0
patrile01c,1912,VA1,PCHA,1,,15,10,5,0,3,2,1,0
murphmi01c,1986,LAK,NHL,2,,38,13,21,4,5,1,4,0
abelsi01c,1971,STL,NHL,1,,10,3,6,1,,,,
polanni01c,1983,DET,NHL,1,,80,31,42,7,4,1,3,0
blaketo01c,1960,MTL,NHL,1,,70,41,19,10,6,2,4,0
kaspest01c,1996,BOS,NHL,1,,82,26,47,9,,,,
hlinkiv01c,2000,PIT,NHL,1,,82,42,31,9,18,9,9,0
johnsed01c,1993,PIT,NHL,1,,84,44,27,13,6,2,4,0
wilsoro02c,2010,TOR,NHL,1,,82,37,34,11,,,,
evansja01c,1985,HAR,NHL,1,,80,40,36,4,10,6,4,0
curryal01c,1925,OTS,NHL,1,,36,24,8,4,2,0,1,1
loughcl01c,1935,CHI,NHL,1,,48,21,19,8,2,1,1,0
laviope01c,2008,CAR,NHL,1,,25,12,11,2,,,,
mccambo01c,1989,VAN,NHL,1,,80,25,41,14,,,,
murphmi01c,1996,TOR,NHL,1,,82,30,44,8,,,,
kehoeri01c,2001,PIT,NHL,2,,78,28,42,8,,,,
rossar01c,1943,BOS,NHL,1,,50,19,26,5,,,,
crispte01c,1993,TBL,NHL,1,,84,30,43,11,,,,
bouchfr01c,1942,NYR,NHL,1,,50,11,31,8,,,,
pilouru01c,1961,CHI,NHL,1,,70,31,26,13,12,6,6,0
reaybi01c,1964,CHI,NHL,1,,70,34,28,8,14,7,7,0
arboual01c,1993,NYI,NHL,1,,84,36,36,12,4,0,4,0
gorinbu01c,1986,BOS,NHL,1,,13,5,7,1,,,,
keenami01c,1988,CHI,NHL,1,,80,27,41,12,16,9,7,0
sherofr01c,1980,NYR,NHL,1,,20,4,13,3,,,,
patrile01c,1915,VA1,PCHA,1,,18,5,13,0,,,,
gardihe01c,1928,CHI,NHL,1,,32,5,23,4,,,,
sathegl01c,1976,EDO,WHA,2,,18,9,7,2,5,1,4,0
reaybi01c,1973,CHI,NHL,1,,78,41,14,23,11,6,5,0
francem01c,1971,NYR,NHL,1,,78,48,17,13,16,10,6,0
gordoja01c,1973,MNS,NHL,1,,17,3,8,6,,,,
evansja01c,1977,CLE,NHL,1,,80,22,45,13,,,,
brophjo01c,1987,TOR,NHL,1,,80,21,49,10,6,2,4,0
lindste01c,1980,DET,NHL,1,,20,3,14,3,,,,
bowneri01c,1992,OTT,NHL,1,,84,10,70,4,,,,
muckljo01c,1997,NYR,NHL,2,,25,8,15,2,,,,
irvindi01c,1936,TOR,NHL,1,,48,22,21,5,2,0,2,0
suttebr01c,1999,CAL,NHL,1,,82,31,41,10,,,,
paddojo01c,1993,WIN,NHL,1,,84,24,51,9,,,,
arboual01c,1990,NYI,NHL,1,,80,25,45,10,,,,
arboual01c,1976,NYI,NHL,1,,80,47,21,12,12,8,4,0
brophjo01c,1986,TOR,NHL,1,,80,32,42,6,13,7,6,0
laycoha01c,1971,VAN,NHL,1,,78,20,50,8,,,,
ivanto01c,1950,DET,NHL,1,,70,44,13,13,6,2,4,0
kellyre01c,1967,LAK,NHL,1,,74,31,33,10,7,3,4,0
quinnmi01c,1913,QU1,NHA,1,,20,12,8,0,,,,
duttore01c,1935,NYA,NHL,1,,48,16,25,7,5,2,3,0
bowmasc01c,1969,STL,NHL,1,,76,37,27,12,16,8,8,0
burnspa01c,1994,TOR,NHL,1,,48,21,19,8,7,3,4,0
sherofr01c,1978,NYR,NHL,1,,80,40,29,11,18,11,7,0
mactacr01c,2006,EDM,NHL,1,,82,32,43,7,,,,
mcvieto01c,1979,WIN,NHL,1,,77,19,47,11,,,,
bassejo01c,1977,BIR,WHA,2,interim,3,0,3,0,,,,
melroba01c,1992,LAK,NHL,1,,84,39,35,10,24,13,11,0
mckenke01c,1922,EDE,WCHL,1,,30,19,10,1,4,1,2,1
dudleri01c,1990,BUF,NHL,1,,80,31,30,19,6,2,4,0
kellyre01c,1974,TOR,NHL,1,,80,31,33,16,7,2,5,0
tessior01c,1982,CHI,NHL,1,,80,47,23,10,13,7,6,0
hillmla01c,1977,WIJ,WHA,1,,80,50,28,2,9,8,1,0
muckljo01c,1993,BUF,NHL,1,,84,43,32,9,7,3,4,0
arboual01c,1975,NYI,NHL,1,,80,42,21,17,13,7,6,0
patrily01c,1949,NYR,NHL,1,,70,28,31,11,12,7,5,0
tobinbi01c,1931,CHI,NHL,1,,48,18,19,11,2,1,1,0
kehoeri01c,2002,PIT,NHL,1,,82,27,49,6,,,,
murrate01c,1991,WAS,NHL,1,,80,45,27,8,7,3,4,0
belisda01c,1978,WAS,NHL,1,,80,24,41,15,,,,
