year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1997,NHL,LAK,22,16,3.0,,16,17,8.0,,,,,,5,5,4,,7,4,1,,4,7,2,,7,3,2.0,,4.0,2.0,1.0,,7,6,1,,4,6,0,
1952,NHL,DET,20,5,10.0,,16,11,8.0,,,,,,4,4,2,,6,3,3,,6,1,6,,6,4,2.0,,8.0,2.0,2.0,,6,2,3,,,,,
2007,NHL,SJS,22,13,,6,27,10,,4,,,,,6,5,,1,6,3,,3,10,4,,1,6,4,,2,7.0,5.0,,1,13,0,,2,1,2,,0
1958,NHL,CHI,14,12,9.0,,14,17,4.0,,,,,,3,5,2,,6,4,2,,4,5,4,,6,5,3.0,,6.0,3.0,2.0,,3,7,0,,,,,
1927,NHL,OTS,13,4,5.0,,7,10,5.0,,,,,,,,,,3,4,0,,4,2,4,,5,4,1.0,,4.0,1.0,4.0,,4,3,1,,,,,
2009,NHL,PIT,25,12,,4,22,16,,3,,,,,11,3,,0,8,6,,0,7,5,,1,8,7,,0,2.0,1.0,,3,8,4,,3,3,2,,0
2011,NHL,TBL,25,14,,2,13,22,,6,,,,,5,4,,2,6,7,,0,6,6,,1,5,6,,1,7.0,5.0,,2,7,7,,1,2,1,,1
1982,NHL,PHI,29,8,3.0,,20,15,5.0,,,,,,8,5,0,,5,4,3,,8,3,2,,12,1,2.0,,8.0,2.0,0.0,,6,8,1,,2,0,0,
1987,NHL,NYR,22,13,5.0,,14,21,5.0,,,,,,4,5,3,,4,8,0,,6,6,2,,6,6,1.0,,7.0,4.0,2.0,,8,5,1,,1,0,1,
1998,NHL,EDM,17,19,5.0,,16,18,7.0,,,,,,5,4,0,,7,5,1,,3,8,2,,4,3,4.0,,4.0,8.0,2.0,,5,7,2,,5,2,1,
1985,NHL,TOR,16,21,3.0,,9,27,4.0,,,,,,1,8,0,,4,7,3,,4,5,2,,4,11,0.0,,6.0,6.0,1.0,,6,8,0,,0,3,1,
1916,NHA,MOC,5,5,0.0,,5,5,0.0,,,,,,,,,,,,,,0,2,0,,7,2,0.0,,3.0,5.0,0.0,,0,1,0,,,,,
1995,NHL,DET,36,3,2.0,,26,10,5.0,,,,,,5,4,2,,9,2,0,,13,1,0,,8,2,2.0,,11.0,2.0,0.0,,12,1,1,,4,1,2,
1918,NHL,OTS,8,1,0.0,,4,5,0.0,,,,,,,,,,,,,,2,1,0,,6,4,0.0,,4.0,1.0,0.0,,,,,,,,,
1983,NHL,MNS,22,14,4.0,,17,17,6.0,,,,,,3,7,1,,9,2,2,,6,6,1,,9,5,0.0,,4.0,9.0,2.0,,8,2,4,,,,,
1988,NHL,NYI,19,18,3.0,,9,29,2.0,,,,,,4,5,1,,3,10,1,,3,9,0,,6,7,1.0,,5.0,7.0,1.0,,6,8,1,,1,1,0,
1976,NHL,BOS,27,7,6.0,,22,16,2.0,,,,,,9,3,0,,9,2,1,,5,6,2,,7,5,2.0,,5.0,5.0,2.0,,12,2,1,,2,0,0,
1915,PCHA,PO1,8,2,0.0,,5,3,0.0,,,,,,,,,,,,,,4,1,0,,4,2,0.0,,5.0,2.0,0.0,,,,,,,,,
1993,NHL,CHI,21,16,5.0,,18,20,4.0,,,,,,4,7,2,,8,2,0,,6,5,2,,5,6,2.0,,6.0,7.0,1.0,,6,7,2,,4,2,0,
1954,NHL,CHI,6,21,8.0,,7,19,9.0,,,,,,1,5,2,,2,9,3,,3,7,2,,3,8,4.0,,2.0,6.0,4.0,,2,5,2,,,,,
1950,NHL,NYR,14,11,10.0,,6,18,11.0,,,,,,1,4,3,,1,6,6,,5,4,4,,6,5,2.0,,4.0,4.0,3.0,,3,6,3,,,,,
1996,NHL,DET,20,12,9.0,,18,14,9.0,,,,,,7,4,1,,7,4,2,,6,4,3,,2,5,3.0,,8.0,2.0,3.0,,6,5,3,,2,2,3,
2009,NHL,NYR,18,17,,6,20,16,,5,,,,,8,5,,1,5,8,,0,6,4,,3,6,7,,3,3.0,3.0,,0,6,5,,3,4,1,,1
2005,NHL,CHI,16,19,,6,10,24,,7,,,,,3,8,,0,7,6,,0,3,6,,4,4,8,,2,1.0,3.0,,2,5,7,,3,3,5,,2
1989,NHL,TOR,24,14,2.0,,14,24,2.0,,,,,,6,7,0,,6,7,0,,7,7,1,,8,2,1.0,,6.0,6.0,1.0,,5,9,1,,,,,
2001,NHL,COL,24,12,4.0,1,21,16,4.0,0,,,,,7,6,0,0,6,6,1,0,9,3,3,0,8,3,2.0,1,4.0,2.0,1.0,0,7,6,0,0,4,2,1,0
1981,NHL,VAN,20,8,12.0,,10,25,5.0,,,,,,4,5,3,,7,5,1,,3,7,4,,3,7,3.0,,7.0,3.0,3.0,,4,6,3,,2,0,0,
1994,NHL,NYI,10,11,3.0,,5,17,2.0,,,,,,,,,,,,,,,,,,3,2,1.0,,5.0,6.0,2.0,,2,10,1,,5,9,1,
1932,NHL,DET,17,3,4.0,,8,12,4.0,,,,,,,,,,3,4,0,,5,5,1,,8,1,3.0,,4.0,3.0,4.0,,5,2,0,,,,,
1989,NHL,NYI,15,17,8.0,,16,21,3.0,,,,,,3,6,3,,3,12,0,,9,3,1,,9,3,1.0,,4.0,5.0,3.0,,3,9,3,,,,,
1971,NHL,VAN,14,20,5.0,,6,30,3.0,,,,,,4,7,2,,3,7,2,,2,8,0,,5,6,1.0,,2.0,12.0,1.0,,3,10,2,,1,0,0,
1984,NHL,NJD,13,21,6.0,,9,27,4.0,,,,,,3,6,0,,4,6,2,,5,8,2,,3,9,1.0,,3.0,6.0,3.0,,4,10,1,,0,3,1,
1994,NHL,PHI,16,7,1.0,,12,9,3.0,,,,,,,,,,,,,,,,,,2,4,1.0,,6.0,4.0,1.0,,9,4,2,,10,4,0,
1916,PCHA,SPO,6,3,0.0,,2,12,0.0,,,,,,,,,,,,,,4,4,0,,3,4,0.0,,1.0,6.0,0.0,,0,1,0,,,,,
1930,NHL,MTL,15,3,4.0,,11,7,4.0,,,,,,,,,,3,3,0,,6,1,3,,8,3,0.0,,6.0,1.0,3.0,,3,2,2,,,,,
2008,NHL,CAR,26,14,,1,19,16,,6,,,,,5,2,,2,7,9,,0,6,4,,3,7,6,,0,7.0,6.0,,0,10,1,,2,3,2,,0
1990,NHL,WAS,21,14,5.0,,16,22,2.0,,,,,,7,7,0,,7,7,0,,4,8,1,,6,5,2.0,,4.0,5.0,2.0,,9,4,2,,,,,
1985,NHL,CHI,23,12,5.0,,16,21,3.0,,,,,,4,5,1,,5,5,3,,6,6,0,,9,3,3.0,,8.0,4.0,1.0,,5,8,0,,2,2,0,
1977,NHL,LAK,18,16,6.0,,13,18,9.0,,,,,,4,3,2,,6,4,3,,6,5,1,,5,6,3.0,,3.0,7.0,3.0,,6,7,2,,1,2,1,
1915,NHA,MOC,9,4,0.0,,7,3,1.0,,,,,,,,,,,,,,1,2,0,,4,3,1.0,,6.0,2.0,0.0,,5,0,0,,,,,
1974,NHL,CLF,15,15,10.0,,4,33,3.0,,,,,,2,7,3,,1,9,2,,6,7,1,,3,9,3.0,,4.0,5.0,2.0,,3,8,1,,0,3,1,
1976,WHA,HOU,33,3,4.0,,17,21,2.0,,,,,,5,5,2,,7,2,1,,6,7,1,,10,2,1.0,,9.0,3.0,1.0,,10,4,0,,3,1,0,
1949,NHL,CHI,13,18,4.0,,9,20,6.0,,,,,,2,4,2,,5,4,2,,3,9,2,,4,7,2.0,,3.0,6.0,2.0,,5,8,0,,,,,
1972,NHL,MTL,29,4,6.0,,23,6,10.0,,,,,,7,0,4,,8,3,2,,7,3,3,,10,1,2.0,,9.0,1.0,3.0,,10,2,2,,1,0,0,
1943,NHL,BOS,15,8,2.0,,4,18,3.0,,,,,,0,0,1,,5,6,1,,5,2,2,,3,8,0.0,,3.0,6.0,0.0,,3,4,1,,,,,
1979,NHL,COR,12,20,8.0,,7,28,5.0,,,,,,1,7,2,,4,6,1,,7,8,0,,2,8,4.0,,2.0,6.0,3.0,,3,10,3,,0,3,0,
1965,NHL,DET,20,8,7.0,,11,19,5.0,,,,,,1,3,1,,3,5,3,,11,4,0,,8,2,2.0,,3.0,7.0,3.0,,5,6,2,,0,0,1,
1993,NHL,WAS,17,16,9.0,,22,19,1.0,,,,,,6,7,0,,4,6,1,,7,4,2,,5,7,1.0,,9.0,2.0,2.0,,4,6,4,,4,3,0,
1985,NHL,MNS,21,15,4.0,,17,18,5.0,,,,,,3,5,2,,3,7,4,,7,4,1,,6,8,1.0,,8.0,3.0,1.0,,9,5,0,,2,1,0,
1997,NHL,PHO,19,16,6.0,,16,19,6.0,,,,,,5,5,2,,7,6,0,,5,5,5,,7,4,3.0,,0.0,5.0,1.0,,4,7,1,,7,3,0,
