playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
sleavjo01,,,John,Sleaver,,John,,73,180,R,14340,10056,sleavjo01,1953,1956,,,C,1934,8,18,Canada,ON,Copper Cliff,2001,11,19,USA,FL,Lake Suzy
mcraech01,,,Chris,McRae,,Christopher,,72,200,L,11090,3637,mcraech01,1987,1989,,,L,1965,8,26,Canada,ON,Beaverton,,,,,,
tuttlst01,,,Steve,Tuttle,,Steven Walter,,73,197,R,11674,5506,tuttlst01,1988,1990,,,R,1966,1,5,Canada,BC,Vancouver,,,,,,
imlacbr01,,,Brent,Imlach,,Brent,,68,160,R,13054,10620,imlacbr01,1965,1966,,,C,1946,11,16,Canada,QC,Quebec City,,,,,,
mormijo01,,,Joey,Mormina,,,,78,220,L,20732,62853,mormijo01,2007,2007,,,D,1982,6,29,Canada,QC,Montreal,,,,,,
reddoli01,,,Liam,Reddox,,,,71,177,L,21370,71823,reddoli01,2007,2010,,,L,1986,1,27,Canada,ON,East York,,,,,,
pitlila01,,,Lance,Pitlick,,Lance,,72,205,R,15040,4299,pitlila01,1994,2001,,,D,1967,11,5,USA,MN,Minneapolis,,,,,,
royerga01,,,Gaetan,Royer,,,,75,210,R,20128,24669,royerga01,2001,2001,,,R,1976,3,13,Canada,QC,Donnacona,,,,,,
prattno01,,,Nolan,Pratt,,Nolan,,75,207,L,14985,17930,prattno01,1996,2007,,,D,1975,8,14,Canada,AB,Fort McMurray,,,,,,
corrimi01,,,Mike,Corrigan,,Michael Douglas,,70,175,L,12333,10020,corrimi01,1967,1977,,,R,1946,1,11,Canada,ON,Ottawa,,,,,,
cherrdo01,cherrdo01c,,Don,Cherry,,Donald Stewart,Grapes,71,180,L,12256,952,cherrdo01,1954,1954,,,D,1934,2,5,Canada,ON,Kingston,,,,,,
mottami01,,,Mike,Mottau,,,,72,190,L,18131,29303,mottami01,2000,2011,,,D,1978,3,19,USA,MA,Quincy,,,,,,
hagmani01,,,Niklas,Hagman,,,,72,205,L,19315,42583,hagmani01,2001,2011,,,L,1979,12,5,Finland,,Espoo,,,,,,
mccarto01,,,Tom,McCarthy,,Thomas Patrick Francis,,73,191,L,13598,10047,mccarto01,1956,1960,,,L,1934,9,15,Canada,ON,Toronto,,,,,,
cotchch01,,,Charlie,Cotch,,Charles,,71,175,L,12340,29879,cotchch01,1924,1924,,,L,1902,,,Canada,ON,Sarnia,9999,,,,,
baronma01,,,Marco,Baron,,Marco Joseph,,71,180,L,18420,213,baronma01,1979,1984,,,G,1959,4,8,Canada,QC,Montreal,,,,,,
campbgr01,,,Gregory,Campbell,,,,72,194,L,20534,55300,campbgr01,2003,2011,,,C,1983,12,17,Canada,ON,London,,,,,,
cowanje01,,,Jeff,Cowan,,Jeffrey,,74,205,L,15199,19376,cowanje01,1999,2007,,,L,1976,9,27,Canada,ON,Scarborough,,,,,,
bekarde01,,,Derek,Bekar,,Derek,,75,197,L,11471,27656,bekarde01,1999,2003,,,L,1975,9,15,Canada,BC,Burnaby,,,,,,
pulkkda01,,,Dave,Pulkkinen,,David Joel John,,72,195,R,14058,6821,pulkkda01,1972,1972,,,D,1949,5,18,Canada,ON,Kapuskasing,,,,,,
hurmeja01,,,Jani,Hurme,,Jani,,72,190,L,18309,29109,hurmeja01,1999,2002,,,G,1975,1,7,Finland,,Turku,,,,,,
fonteva01,,,Val,Fonteyne,,Valere Ronald,,70,160,L,12621,1733,fonteva01,1959,1971,1972,1973,L,1933,12,2,Canada,AB,Wetaskiwin,,,,,,
kwiatjo01,,,Joel,Kwiatkowski,,,,74,210,L,10379,26819,kwiatjo01,2000,2007,,,D,1977,3,22,Canada,SK,Kindersley,,,,,,
pateyla01,,,Larry,Patey,,Larry James,,73,185,L,13934,4178,pateyla01,1973,1984,,,C,1953,3,19,Canada,ON,Toronto,,,,,,
trudere01,,,Rene,Trudell,,Rene Joseph,,69,165,R,14578,13296,trudere01,1945,1947,,,R,1919,1,31,Canada,MB,Mariapolis,1984,7,25,,,
zombori01,,,Rick,Zombo,,Richard J.,,73,202,R,11798,5871,zombori01,1984,1995,,,D,1963,5,8,USA,IL,Des Plaines,,,,,,
roweto01,,,Tom,Rowe,,Thomas John,,72,190,R,14191,4682,roweto01,1976,1982,,,R,1956,5,23,USA,MA,Lynn,,,,,,
mannke01,,,Ken,Mann,,Kenneth Ross,,71,200,R,13515,6736,mannke01,1975,1975,,,R,1953,9,5,Canada,ON,Hamilton,,,,,,
tudorro01,,,Rob,Tudor,,Robert Allan,,71,188,R,14580,7440,tudorro01,1978,1982,,,R,1956,6,30,Canada,SK,Cupar,,,,,,
bodakbo01,,,Bob,Bodak,,Robert Peter,,74,200,L,12020,439,bodakbo01,1987,1989,,,L,1961,5,28,Canada,ON,Thunder Bay,,,,,,
beckebo01,,,Bob,Beckett,,Robert Owen,,72,185,L,11946,10628,beckebo01,1956,1963,,,C,1936,4,8,Canada,ON,Unionville,,,,,,
lacroda01,,,Daniel,Lacroix,,Daniel,,74,205,L,10869,2894,lacroda01,1993,1999,,,L,1969,3,11,Canada,QC,Montreal,,,,,,
gardnda01,,,Dave,Gardner,,David Calvin,,72,185,R,12680,1845,gardnda01,1972,1979,,,C,1952,8,23,Canada,ON,Toronto,,,,,,
