name,id,award,year,lgid,note
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Gordie Howe,howego01,Patrick,1966,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Walter Bush,bushwa01h,Patrick,1972,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Robert Ridder,,Patrick,1993,NHL,
Bruce McNall,,Patrick,1992,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Cammi Granato,,Patrick,2006,NHL,
Bill Cleary,,Patrick,1996,NHL,
Ray Miron,,Patrick,2003,NHL,
Dan Kelly,kellyda01,Patrick,1988,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Peter Karmanos,,Patrick,1997,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Craig Patrick,patricr01,Patrick,1999,NHL,
Jim Devellano,,Patrick,2008,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
John MacInnes,,Patrick,1985,NHL,
Tony Rossi,,Patrick,2010,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Fred Cusick,,Patrick,1987,NHL,
Art Berglund,,Patrick,1991,NHL,
Donald Clark,,Patrick,1974,NHL,
John Mayasich,,Patrick,1997,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Stan Fischler,,Patrick,2006,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Len Ceglarski,,Patrick,1989,NHL,
John Bucyk,bucykjo01,Patrick,1976,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Mike Emrick,,Patrick,2003,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
Jeff Sauer,,Patrick,2010,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Gil Stein,,Patrick,1992,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Lou Vairo,,Patrick,1999,NHL,
Jerry York,,Patrick,2009,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
Bob Naegele,,Patrick,2007,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Red Berenson,berenre01,Patrick,2005,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
Tom Fitzgerald,,Patrick,1977,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
Bob Fleming,,Patrick,1994,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
George Leader,,Patrick,1975,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Brian Burke,,Patrick,2007,NHL,
