playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
priceca01,2008,1,MTL,NHL,52,3036,23,16,10,4,1,143,1513,4,219,0,4,,2,0,15,123
potvife01,2001,1,LAK,NHL,71,4071,31,27,8,3,6,157,1686,7,417,3,4,,0,1,15,201
froesbo01,1983,1,PHI,NHL,48,2863,28,13,7,2,2,150,1326,3,154,0,2,,1,0,11,77
nabokev01,2009,1,SJS,NHL,71,4194,44,16,10,2,3,170,2168,15,890,8,7,,1,1,38,407
wamslri01,1989,1,CAL,NHL,36,1969,18,8,6,2,2,107,855,1,49,0,1,,0,0,9,23
hedbejo01,2005,1,DAL,NHL,19,1079,12,4,1,1,0,48,472,,,,,,,,,
farrro01,1973,1,BUF,NHL,11,480,2,4,1,2,0,25,,,,,,,,,,
caseyjo01,1983,1,MNS,NHL,2,84,1,0,0,0,0,6,59,,,,,,,,,
barrato01,1995,1,PIT,NHL,49,2799,29,16,2,5,2,160,1626,10,558,4,5,,2,1,26,337
vanbijo01,1988,1,NYR,NHL,56,3207,28,21,4,4,0,197,1666,2,107,0,1,,1,0,6,55
dipieri01,2011,1,NYI,NHL,8,354,3,2,3,1,0,22,177,,,,,,,,,
frankji01,1936,1,DET,NHL,,,,,,,,,,1,31,0,1,,,0,2,
gossema01,1987,1,QUE,NHL,54,3002,20,28,4,3,2,189,1422,,,,,,,,,
tayloda02,2007,1,LAK,NHL,1,20,0,0,0,0,0,2,10,,,,,,,,,
hrudeke01,1985,1,NYI,NHL,45,2563,19,15,8,2,1,137,1455,2,120,0,2,,0,0,6,59
terrech01,1999,1,NJD,NHL,12,649,2,9,0,2,0,37,299,,,,,,,,,
mckenbi01,1976,1,COR,NHL,5,200,0,2,1,0,0,8,,,,,,,,,,
puppada01,1992,1,BUF,NHL,24,1306,11,5,4,0,0,78,706,,,,,,,,,
hirscco01,2000,1,WAS,NHL,1,20,1,0,0,0,0,0,8,,,,,,,,,
turcoma01,2000,1,DAL,NHL,26,1266,13,6,1,1,3,40,532,,,,,,,,,
skorowa01,1981,1,CHI,NHL,1,60,0,1,0,1,0,5,,,,,,,,,,
fuhrgr01,1997,1,STL,NHL,58,3274,29,21,6,5,3,138,1354,10,616,6,4,,2,0,28,297
holmqle01,1975,1,IND,WHA,19,1079,6,9,3,2,0,54,522,,,,,,,,,
bryzgil01,2006,1,AND,NHL,27,1509,10,8,6,0,1,62,668,5,267,3,1,,0,0,10,128
savarjo01,1911,1,QU1,NHA,1,10,0,0,0,,0,1,,,,,,,,,,
hackeje01,2003,1,PHI,NHL,27,1630,10,10,6,1,3,65,684,,,,,,,,,
takkoka01,1990,1,MNS,NHL,2,119,0,2,0,1,0,12,74,,,,,,,,,
trembvi01,1979,1,TOR,NHL,10,329,2,1,0,1,0,28,,,,,,,,,,
scottro01,1987,1,NYR,NHL,2,90,1,1,0,0,0,6,41,,,,,,,,,
tugnuro01,1987,1,QUE,NHL,6,284,2,3,0,0,0,16,123,,,,,,,,,
lehmahu01,1926,1,CHI,NHL,44,2797,19,22,3,,5,116,,2,120,0,1,1,,0,10,
mclenja01,1995,1,NYI,NHL,13,636,3,9,1,1,0,39,342,,,,,,,,,
mccoofr01,1945,1,TOR,NHL,22,1320,10,9,3,,0,81,,,,,,,,,,
hebersa01,1916,1,OT1,NHA,1,60,0,1,0,,0,8,,,,,,,,,,
hebersa01,1922,1,SAC,WCHL,18,1218,4,12,2,,0,79,,,,,,,,,,
myreph01,1980,1,PHI,NHL,16,900,6,5,4,1,0,61,,,,,,,,,,
lumleha01,1949,1,DET,NHL,63,3780,33,16,14,,7,148,,14,908,8,6,,,3,28,
bannemu01,1985,1,CHI,NHL,48,2689,20,19,6,2,1,201,1538,2,81,0,1,,0,0,9,40
bakerst01,1981,1,NYR,NHL,6,328,1,5,0,0,0,33,,,,,,,,,,
bowerjo01,1959,1,TOR,NHL,66,3960,34,24,8,,5,180,,10,645,4,6,,,0,31,
hausead01,2005,1,LAK,NHL,1,51,0,0,0,0,0,6,24,,,,,,,,,
hnilimi01,2000,1,ATL,NHL,36,1879,12,19,2,1,2,105,951,,,,,,,,,
sarjege01,1995,1,SJS,NHL,4,171,0,2,1,1,0,14,87,,,,,,,,,
conacch01,1934,1,TOR,NHL,1,3,0,0,0,,0,0,,,,,,,,,,
adamsjo02,1974,1,WAS,NHL,8,400,0,7,0,0,0,46,,,,,,,,,,
wamslri01,1992,1,TOR,NHL,3,160,0,3,0,0,0,15,91,,,,,,,,,
basseha01,1955,1,CHI,NHL,12,720,2,9,1,,1,42,,,,,,,,,,
wilsodu01,1974,2,NYR,NHL,3,180,1,2,0,0,0,13,,,,,,,,,,
rhodeda01,1990,1,TOR,NHL,1,60,1,0,0,0,0,1,26,,,,,,,,,
melocgi01,1980,1,MNS,NHL,38,2215,17,14,6,1,2,120,,13,802,8,5,,1,0,47,
aebisda01,2002,1,COL,NHL,22,1235,7,12,0,4,1,50,593,,,,,,,,,
beaurst01,1989,1,WIN,NHL,19,1079,7,8,3,4,0,59,570,4,238,1,3,,0,0,12,105
gelinja01,1950,1,BOS,NHL,70,4200,22,30,18,,4,197,,4,260,1,2,,,1,7,
smithbi01,1983,1,NYI,NHL,42,2279,23,13,2,0,2,130,1252,21,1190,12,8,,0,0,54,567
jenseda02,1984,1,PHI,NHL,1,60,0,1,0,0,0,7,30,,,,,,,,,
tugnuro01,2002,1,DAL,NHL,31,1701,15,10,5,0,4,70,672,,,,,,,,,
broderi01,1980,1,VAN,NHL,52,3024,17,18,16,2,0,177,,3,185,0,3,,0,0,13,
theodjo01,2010,1,MIN,NHL,32,1793,15,11,3,3,1,81,963,,,,,,,,,
holtbbr01,2010,1,WAS,NHL,14,736,10,2,2,0,2,22,332,,,,,,,,,
storrja01,1996,1,LAK,NHL,5,265,2,1,1,1,0,11,147,,,,,,,,,
chevral01,1988,2,CHI,NHL,27,1573,13,11,2,2,0,92,740,16,1013,9,7,,1,0,44,484
hanlogl01,1987,1,DET,NHL,47,2623,22,17,5,4,4,141,1292,8,431,4,3,,1,1,22,171
garrejo01,1974,1,MFS,WHA,58,3294,30,23,2,3,2,180,1890,12,726,6,6,,1,1,41,406
paillma01,1964,1,NYR,NHL,39,2262,10,21,7,1,0,135,,,,,,,,,,
theodjo01,1997,1,MTL,NHL,,,,,,,,,,3,120,0,1,,1,0,1,35
whiddbo01,1973,1,CLC,WHA,22,1232,7,12,3,0,1,80,680,,,,,,,,,
lamotma01,1999,1,CHI,NHL,2,116,1,1,0,0,0,10,50,,,,,,,,,
johnsed01,1966,1,BOS,NHL,34,1880,8,21,2,1,0,116,,,,,,,,,,
myreph01,1975,1,ATF,NHL,37,2129,16,16,4,0,1,122,,,,,,,,,,
riggide01,1959,1,DET,NHL,9,540,2,6,1,,1,32,,,,,,,,,,
innesga01,1978,2,WAS,NHL,37,2107,14,14,8,2,0,130,,,,,,,,,,
grantdo01,1973,1,DET,NHL,37,2018,15,16,2,0,1,140,,,,,,,,,,
rhodeda01,1995,2,OTT,NHL,36,2123,10,22,4,1,2,98,1041,,,,,,,,,
conneal01,1934,1,MTM,NHL,48,2970,24,19,5,,9,92,,7,430,5,0,2,,2,8,
tugnuro01,1994,1,MTL,NHL,7,346,1,3,1,0,0,18,172,,,,,,,,,
tabarri01,1992,2,WAS,NHL,6,343,3,2,0,1,2,10,162,4,304,1,3,,0,0,14,160
hodgech01,1958,1,MTL,NHL,2,120,1,1,0,,0,6,,,,,,,,,,
thibajo01,1997,1,MTL,NHL,47,2652,19,15,8,1,2,109,1109,2,43,0,0,,1,0,4,16
gigueje01,2001,1,ANA,NHL,53,3127,20,25,6,3,4,111,1384,,,,,,,,,
wetzeca01,1964,1,DET,NHL,2,33,0,1,0,0,0,4,,,,,,,,,,
johnsed01,1972,1,BOS,NHL,45,2510,24,17,1,3,5,137,,3,160,1,2,,0,0,9,
caseyjo01,1991,1,MNS,NHL,52,2911,19,23,5,6,2,165,1401,7,437,3,4,,1,0,22,225
loprepe01,1977,1,MNS,NHL,53,3065,12,35,6,1,2,216,,,,,,,,,,
stewach01,1925,1,BOS,NHL,35,2173,16,14,4,,6,80,,,,,,,,,,
sauvebo01,1976,1,BUF,NHL,4,184,1,2,0,0,0,11,,,,,,,,,,
potvife01,2002,1,LAK,NHL,42,2367,17,20,3,3,3,105,987,,,,,,,,,
rutheji01,1982,1,DET,NHL,1,60,0,1,0,0,0,7,39,,,,,,,,,
fountmi01,1999,1,OTT,NHL,1,16,0,0,0,0,0,1,6,,,,,,,,,
gillan01,1967,1,BOS,NHL,5,270,3,2,0,0,1,13,,,,,,,,,,
