playerid,year,stint,tmid,s,g,gdg
yorkmi01,2006,1,NYI,3,1,1
brylise01,2007,1,NJD,1,0,0
keslery01,2011,1,VAN,1,5,1
shanabr01,2008,1,NJD,1,1,1
mitchjo02,2008,1,TOR,2,1,1
latengu01,2009,1,MTL,1,0,0
kubalto01,2010,1,CBS,1,0,0
gomezsc01,2011,1,MTL,0,1,0
setogde01,2008,1,SJS,2,0,0
sourash01,2011,1,DAL,0,1,0
antroni01,2008,1,TOR,1,0,0
marchto01,2007,1,AND,1,0,0
fishemi01,2010,2,NAS,1,0,0
devrigr01,2005,1,ATL,2,0,0
pruchpe01,2005,1,NYR,5,2,2
nilssro01,2009,1,EDM,6,1,0
clowery01,2011,1,SJS,5,11,4
royde01,2008,1,BUF,9,4,1
cartean01,2005,1,VAN,1,0,0
bouchpi02,2006,1,MIN,6,1,1
chriser01,2010,1,NYR,8,5,3
hudleji01,2007,1,DET,8,4,1
rolstbr01,2010,1,NJD,2,1,1
fiddlve01,2009,1,PHO,1,0,0
foligni01,2008,1,OTT,2,0,0
satanmi01,2009,1,BOS,4,2,1
torrera01,2010,1,VAN,1,1,1
jokinju01,2008,1,TBL,9,3,0
fleisto01,2006,1,WAS,1,0,0
kaneev01,2011,1,WPG,1,2,1
boyleda01,2010,1,SJS,3,3,0
jokinju01,2006,1,DAL,12,5,2
malkiev01,2007,1,PIT,5,0,0
ruzicst01,2006,1,PHI,1,0,0
boothda01,2007,1,FLO,1,0,0
lehtije01,2009,1,DAL,4,1,0
bergepa01,2005,1,BOS,9,2,1
brashdo01,2007,1,WAS,1,0,0
lydmato01,2010,1,AND,1,0,0
kulemni01,2008,1,TOR,9,3,1
kovalil01,2007,1,ATL,10,4,2
kozlovi01,2008,1,WAS,5,1,1
wolskwo01,2006,1,COL,6,3,0
bernist01,2008,1,VAN,1,0,0
molleos01,2008,1,LAK,1,0,0
gonchse01,2007,1,PIT,1,0,0
barkeca01,2007,1,CHI,1,0,0
prospva01,2011,1,CBS,0,1,0
poulima01,2008,1,EDM,3,1,0
steenal01,2011,1,STL,0,4,0
nashri01,2006,1,CBS,5,1,0
kopecto01,2009,1,CHI,3,1,0
ryanbo01,2008,1,AND,6,1,1
clearda01,2007,1,DET,1,0,0
backsni02,2011,1,WAS,0,2,0
morribr01,2010,1,CAL,2,0,0
brulegi01,2011,1,PHO,1,3,0
staplti01,2008,1,TOR,1,1,1
johnser01,2010,1,STL,2,0,0
stollja01,2009,1,LAK,6,2,2
johnsry01,2008,1,VAN,1,0,0
higgich01,2010,1,FLO,2,0,0
dupuipa01,2011,1,PIT,1,3,1
stillco01,2005,1,CAR,3,1,1
hedmavi01,2011,1,TBL,0,1,0
whitnra01,2005,1,CAR,5,4,0
vermean01,2010,1,CBS,5,2,1
plekato01,2007,1,MTL,4,0,0
bergepa01,2008,1,BOS,7,0,0
laperia01,2007,1,COL,1,0,0
dawesni01,2007,1,NYR,9,5,2
brindro01,2005,1,CAR,4,1,1
pyattta01,2008,1,VAN,2,0,0
perezal01,2006,1,MTL,2,0,0
oreilry01,2010,1,COL,2,1,1
vrbatra01,2007,1,PHO,8,5,1
cluttca01,2009,1,MIN,1,0,0
cammami01,2005,1,LAK,1,0,0
eratma01,2007,1,NAS,5,2,2
wellwky01,2006,1,TOR,4,1,1
morribr01,2008,1,AND,1,0,0
pominja01,2009,1,BUF,9,5,2
kulemni01,2010,1,TOR,4,0,0
samsose01,2005,1,BOS,3,0,0
kozlovy01,2008,1,ATL,8,6,3
willsbr01,2007,1,LAK,1,0,0
radulal01,2006,1,NAS,6,3,2
kotalal01,2005,1,BUF,6,2,1
alfreda01,2006,1,OTT,2,0,0
svatoma01,2009,1,COL,7,4,0
stastpa01,2007,1,COL,1,0,0
langro01,2008,1,MTL,1,0,0
kaberto01,2008,1,TOR,3,1,0
gagnesi01,2009,1,PHI,1,0,0
stillco01,2009,1,FLO,6,2,2
brierda01,2007,1,PHI,7,3,2
maddejo01,2007,1,NJD,2,0,0
maddejo01,2009,1,CHI,2,0,0
steenal01,2009,1,STL,1,0,0
yandlke01,2009,1,PHO,1,0,0
isbisbr01,2005,1,BOS,1,0,0
grabomi01,2010,1,TOR,6,2,1
calvema01,2010,1,CBS,3,0,0
chriser01,2011,2,MIN,5,9,2
mitchto01,2009,1,SJS,1,0,0
vanekth01,2011,1,BUF,3,8,0
callary01,2008,1,NYR,3,1,1
cullema01,2006,1,NYR,8,3,2
cammami01,2006,1,LAK,6,2,0
