year,hofid,name,category
2008,andergl01h,Glenn Anderson,Player
1958,irvindi01h,Dick Irvin,Player
1963,seibeea01h,Earl Seibert,Player
1962,brownwa02h,Walter Brown,Builder
1947,roberjo02h,John Robertson,Builder
1965,barryma01h,Marty Barry,Player
1978,tuttwi01h,William Tutt,Builder
1959,adamsja01h,Jack Adams,Player
2009,yzermst01h,Steve Yzerman,Player
1970,dyeba01h,Babe Dye,Player
1983,sindeha01h,Harry Sinden,Builder
1992,allenke01h,Keith Allen,Builder
1972,holmeha01h,Hap Holmes,Player
1987,giacoed01h,Ed Giacomin,Player
1969,norribr01h,Bruce Norris,Builder
1967,storere01h,Red Storey,Referee/Linesman
2005,kharlva01h,Valeri Kharlamov,Player
1967,brodatu01h,Turk Broda,Player
1961,rankifr01h,Frank Rankin,Player
1962,wilsoph01h,Phat Wilson,Player
1992,mcdonla01h,Lanny McDonald,Player
1961,brownge03h,George Brown,Builder
1993,lapraed01h,Edgar Laprade,Player
1963,goodfeb01h,Ebbie Goodfellow,Player
1978,bickejo01h,John Bickell,Builder
1962,stanlba01h,Barney Stanley,Player
1945,gerared01h,Eddie Gerard,Player
1998,conacro01h,Roy Conacher,Player
1972,belivje01h,Jean Beliveau,Player
1964,durnabi01h,Bill Durnan,Player
1994,conacli01h,Lionel Conacher,Player
2001,fetisvi01h,Viacheslav Fetisov,Player
1965,mosiebi01h,Bill Mosienko,Player
1999,vanhean01h,Andy Van Hellemond,Referee/Linesman
1962,hylanha01h,Harry Hyland,Player
2000,bushwa01h,Walter Bush,Builder
1964,bentldo01h,Doug Bentley,Player
1972,howego01h,Gordie Howe,Player
1958,norrija02h,James Norris Sr.,Builder
2008,larioig01h,Igor Larionov,Player
2004,fletccl01h,Cliff Fletcher,Builder
2005,neelyca01h,Cam Neely,Player
1949,rossar01h,Art Ross,Player
1996,salmibo01h,Borje Salming,Player
1973,harvedo01h,Doug Harvey,Player
1996,bauerbo01h,Bobby Bauer,Player
1952,stewane01h,Nels Stewart,Player
1966,kennete01h,Ted Kennedy,Player
1950,davidal01h,Scotty Davidson,Player
1985,olmstbe01h,Bert Olmstead,Player
1972,smithho01h,Hooley Smith,Player
1980,butteja01h,Jack Butterfield,Builder
2001,hawerda01h,Dale Hawerchuk,Player
1993,damicjo01h,John D'Amico,Referee/Linesman
2008,chynoed01h,Ed Chynoweth,Builder
1945,stuarho01h,Hod Stuart,Player
2004,bourqra01h,Raymond Bourque,Player
1995,robinla01h,Larry Robinson,Player
1988,hayesge01h,George Hayes,Referee/Linesman
2004,murphla01h,Larry Murphy,Player
2007,gregoji01h,Jim Gregory,Builder
1958,conneal01h,Alec Connell,Player
1947,sutheja01h,James Sutherland,Builder
1997,lemiema01h,Mario Lemieux,Player
1947,hewitwi01h,William Hewitt,Builder
1958,mcnamge02h,George McNamara,Player
1992,mathefr01h,Frank Mathers,Builder
1947,nighbfr01h,Frank Nighbor,Player
1979,richahe01h,Henri Richard,Player
1985,ratelje01h,Jean Ratelle,Player
1997,sathegl01h,Glen Sather,Builder
1975,pilotpi01h,Pierre Pilote,Player
1961,hainsge01h,George Hainsworth,Player
1959,dennecy01h,Cy Denneny,Player
2007,stevesc01h,Scott Stevens,Player
1962,gilmobi01h,Billy Gilmour,Player
2003,fuhrgr01h,Grant Fuhr,Player
1979,orrbo01h,Bobby Orr,Player
1997,trottbr01h,Bryan Trottier,Player
1945,mcgeefr01h,Frank McGee,Player
1987,clarkbo01h,Bobby Clarke,Player
1961,waghofr01h,Fred Waghorne,Builder
1966,brimsfr01h,Frank Brimsek,Player
1962,simpsjo01h,Joe Simpson,Player
1961,lesuepe01h,Percy LeSueur,Player
1971,sawchte01h,Terry Sawchuk,Player
1990,poilebu01h,Bud Poile,Builder
1978,bathgan01h,Andy Bathgate,Player
1961,dayha01h,Hap Day,Player
1947,bowieru01h,Russell Bowie,Player
1962,schrisw01h,Sweeney Schriner,Player
2007,messima01h,Mark Messier,Player
1988,esposto01h,Tony Esposito,Player
1966,lachel01h,Elmer Lach,Player
1987,pavelma03h,Matt Pavelich,Referee/Linesman
1984,imlacpu01h,Punch Imlach,Builder
1998,goulemi01h,Michel Goulet,Player
1995,cookbu01h,Bun Cook,Player
2009,hullbr01h,Brett Hull,Player
