playerid,year,stint,tmid,w,l,sa,ga
aubinje01,2006,1,TOR,1,1,11,3
brustba01,2006,1,LAK,1,1,5,1
hillejo01,2009,1,AND,3,4,27,10
huetcr01,2008,1,CHI,2,2,12,5
denisma01,2006,1,TBL,4,1,20,2
norrefr01,2006,1,CBS,3,3,22,8
grahajo01,2007,1,CAR,1,0,3,2
kiprumi01,2010,1,CAL,8,4,41,12
josepcu01,2006,1,PHO,2,1,13,2
hedbejo01,2009,1,ATL,4,2,21,5
conklty01,2005,1,EDM,0,1,2,2
macdojo01,2006,1,DET,0,1,7,3
tellqmi01,2006,2,PHO,3,1,16,4
thibajo01,2005,1,PIT,1,1,12,3
divisre01,2005,1,STL,0,1,3,2
ellisda01,2007,1,NAS,2,1,9,4
garonma01,2008,1,EDM,1,0,3,1
eschero01,2005,1,PHI,1,2,8,4
ramoka01,2008,1,TBL,1,3,13,5
bryzgil01,2008,1,PHO,2,3,20,10
fleurma01,2011,1,PIT,9,2,39,9
lehtoka01,2006,1,ATL,7,4,30,10
niemian02,2011,1,SJS,8,4,40,9
sabouda01,2008,1,PIT,3,2,19,5
luongro01,2007,1,VAN,6,8,54,15
rasktu01,2010,1,BOS,1,1,5,2
thomati01,2007,1,BOS,3,4,18,6
bouchbr01,2009,1,PHI,1,2,7,4
masonch02,2008,1,STL,3,4,18,7
quickjo01,2010,1,LAK,10,0,44,8
rolosdw01,2006,1,EDM,3,2,21,6
smithmi02,2010,1,TBL,1,0,4,0
millery01,2005,1,BUF,3,2,17,5
khabini01,2008,1,CHI,2,5,19,9
lalimpa01,2005,1,STL,0,2,5,3
kiprumi01,2009,1,CAL,2,7,27,15
bobrose01,2011,1,PHI,1,2,8,4
mclenja01,2005,1,FLO,0,1,4,2
leclapa01,2009,1,OTT,3,1,10,5
garonma01,2010,1,CBS,1,3,12,4
osgooch01,2005,1,DET,2,1,8,2
toskave01,2007,1,TOR,2,3,15,6
bouchbr01,2005,1,PHO,1,0,3,0
luongro01,2011,1,VAN,6,6,42,17
turcoma01,2008,1,DAL,5,6,43,16
andercr01,2008,1,FLO,0,4,11,7
fleurma01,2006,1,PIT,9,5,39,9
cloutda01,2005,1,VAN,0,1,2,2
hedbejo01,2005,1,DAL,4,0,17,3
auldal01,2011,1,OTT,0,1,4,3
garnemi01,2005,1,ATL,0,2,8,4
garonma01,2011,1,TBL,1,1,6,1
lalimpa01,2007,1,CHI,3,0,9,2
budajpe01,2011,1,MTL,0,4,15,7
hedbejo01,2007,1,ATL,5,3,31,7
auldal01,2009,1,DAL,2,2,15,2
toivoha01,2006,1,BOS,1,1,8,3
sabouda01,2007,1,PIT,4,1,26,6
toivoha01,2007,1,STL,1,2,9,2
turcoma01,2010,1,CHI,2,2,13,7
irvinle01,2011,1,CAL,0,1,4,2
wardca01,2005,1,CAR,1,0,3,0
elliobr01,2010,2,COL,2,1,10,1
thibajo01,2006,1,PIT,1,1,5,3
macdojo01,2008,1,NYI,3,3,15,6
aubinje01,2007,1,LAK,1,1,4,2
wardca01,2009,1,CAR,1,3,13,7
budajpe01,2007,1,COL,1,2,9,4
hillejo01,2008,1,AND,5,1,31,5
luongro01,2008,1,VAN,3,4,29,8
bironma01,2008,1,PHI,2,3,17,5
gigueje01,2005,1,ANA,3,7,31,12
sanfocu01,2011,1,CBS,2,3,15,5
mcelhcu01,2009,2,AND,1,2,8,4
priceca01,2010,1,MTL,3,2,24,6
reimeja01,2010,1,TOR,1,3,11,3
millery01,2011,1,BUF,5,4,34,11
backsni01,2010,1,MIN,1,4,17,8
huetcr01,2007,2,WAS,2,0,5,0
conklty01,2011,1,DET,1,0,3,0
smithmi02,2009,1,TBL,1,3,14,5
tellqmi01,2005,1,TOR,1,1,5,2
leclapa01,2007,1,CBS,3,4,23,10
toskave01,2006,1,SJS,0,1,3,3
sabouda01,2006,1,VAN,0,1,4,2
quickjo01,2009,1,LAK,8,6,51,17
kolziol01,2006,1,WAS,1,5,17,9
grahajo01,2006,1,CAR,0,1,3,2
burkese01,2006,1,LAK,2,2,22,11
macdojo01,2010,1,DET,1,2,9,2
labarja01,2011,1,PHO,0,2,11,7
rasktu01,2009,1,BOS,5,4,33,10
conklty01,2008,1,DET,2,2,13,4
auldal01,2008,1,OTT,2,4,25,9
cassifr01,2006,1,WAS,0,1,3,2
holmqjo01,2007,1,TBL,1,0,4,1
fleurma01,2008,1,PIT,3,4,22,6
clemmsc01,2005,1,NJD,1,1,7,3
bironma01,2009,1,NYI,2,1,8,3
bouchbr01,2006,1,CHI,0,2,4,4
ellisda01,2009,1,NAS,2,1,10,2
andercr01,2011,1,OTT,6,1,25,7
backsni01,2011,1,MIN,5,6,32,15
nabokev01,2007,1,SJS,6,6,40,18
nabokev01,2008,1,SJS,5,4,32,11
rinnepe01,2011,1,NAS,4,5,30,9
