id,lgid,teamid,franchid,name,park
181,NL,BSN,ATL,Бостонские ворачьи,"Южный конец, участок III"
203,NL,CL4,CLV,Кливленд Спайдеры,Лига Парк I
130,NA,BR1,ECK,Бруклин Экфорс,Союзные площадки
190,NL,CHN,CHC,Чикаго Блэкхокс,Парк у озера I/Парк у озера II
187,NL,CHN,CHC,Чикагские сиротки,Западный парк II
125,FL,NEW,NEW,Ньюарк Пеппер,
79,AL,ML4,MIL,Милвоки Брюэрс,Стадион графства
159,NL,BFN,BUF,Баффало Бильз,Олимпийский парк I
227,NL,LS3,LOU,Луизвилл Колонелс,Экслеп-Парк I
204,NL,CL4,CLV,Кливленд Спайдеры,Национальный парк Лига
189,NL,CHN,CHC,Чикаго Блэкхокс,Парк озера I
158,NL,ATL,ATL,Атланта Брейвз,Тернер Филд
2,AA,BL2,BLO,Балтимор Ориолс,Ориол Парк
34,AA,TL1,TOL,Толедские синие штанины,Лיגה-парк
103,AL,TEX,TEX,Техас Рейнджеры,Американкуст-поле
214,NL,HAR,HAR,Хартфорд Дарк Блюз,"Стадион ""Хартфорд Балл Клуб"""
213,NL,FLO,FLA,Майами Марлинс,"Стадион ""Сол-Лайф"""
157,NL,ATL,ATL,Атланта Брейвз,Стадион Атланта-Фултон Каунти
311,UA,SLU,SLM,Сент-Луис Маранс,
137,NA,ELI,RES,Элизабет принимает решение,Вэвелри-Фейрграундс
237,NL,NY1,SFG,Нью-Йорк Джайантс,Поле Пло
178,NL,BSN,ATL,Бостонские бразцы,"Южный конец, участок III"
221,NL,IN3,IND,Индианаполис Хоуизерз,Атлетический парк I
13,AA,CN2,CIN,Цинциннати Ред Стокингс,Банк Стрит Гроундс
212,NL,FLO,FLA,Майами Марлинс,"Стадион ""Профессионал Плейер"""
22,AA,NY4,NYP,Нью-Йорк Метлс,Парколо-Грундс И Вест-Диямонд
243,NL,NY3,NYU,Нью-Йорк Мьютэлс,Площади Унион (Бруклин)
203,NL,CL4,CLV,Кливленд Спайдеры,Лига Парк I
266,NL,SDN,SDP,Сан-Диего Падрес,Стадион Джека Моррисси
127,FL,SLF,SLI,Сент-Луис Терьерсы,
204,NL,CL4,CLV,Кливленд Спайдеры,Национальный парк Лига
237,NL,NY1,SFG,Нью-Йорк Джайантс,Поле Пло
5,AA,BR3,LAD,Бруклин Атланты,Вашингтон-парк I
40,AL,BAL,BAL,Балтимор Ориолс,Стадион «Мемориал»
99,AL,SLA,BAL,Сент-Луис Браунс,Спортивный парк III
244,NL,NYN,NYM,Нью-Йорк Метс,Цитифайлд
231,NL,MIL,MIL,Милвоки Брюэрс,Милллер Парк
62,AL,CLE,CLE,Кливлендские сны,Лиговый парк II
275,NL,SL3,SBS,Сент-Луис Браун Стокингс,Спортивный парк I
252,NL,PHI,PHI,Филадельфия Филлис,Филадельфийские бейсбольные площадки
164,NL,BRO,LAD,Бруклинские братуги,Вашингтон Парк III
57,AL,CLE,CLE,Кливленд Индианс,Джейкобс-филд
214,NL,HAR,HAR,Хартфорд Дарк Блюз,"Стадион ""Хартфорд Балл Клуб"""
205,NL,CN1,CNR,"""Цинциннати Редс""",Площади Авеню
135,NA,CH2,CNA,Чикаго Блэкхокс,23-я улица Граундс
137,NA,ELI,RES,Элизабет принимает решение,Вэвелри-Фейрграундс
45,AL,BOS,BOS,Бостон Ред Сокс,Фенвей-Парк II
227,NL,LS3,LOU,Луизвилл Колонелс,Экслеп-Парк I
29,AA,RC2,ROC,Бронкос Рочестера,Кульвер-филд I
165,NL,BRO,LAD,Бруклин Доджерс,Эббетс-филд
176,NL,BSN,ATL,Бостонские бразцы,Поляны Браков
229,NL,MIA,FLA,Майами Марлинс,Парк Марлинс
152,NA,WS4,NAT,Вашингтон Нэшнлз,Национальный стадион
120,FL,BUF,BFL,Баффало Бильс,
236,NL,MON,WSN,Монреаль Экспоз,Стадион Олимпийский/Хирам Битхорн
150,NA,TRO,TRO,Трой Хаймейкерс,Место для белеющих
73,AL,LAA,ANA,Лос-Анджелес Энджелс,Уриндж-филд (Лос-Анджелес)
306,UA,CHU,CPI,Чикаго/Питтсбург (Союзная лига),
248,NL,PHI,PHI,Филадельфия Филлис,Бакер-булл
225,NL,LAN,LAD,Лос-Анджелес Доджерс,Лос-Анджелесский мемориальный стадион
13,AA,CN2,CIN,Цинциннати Ред Стокингс,Банк Стрит Гроундс
100,AL,SLA,BAL,Сент-Луис Браунс,Парк Спортсмена IV
32,AA,SL4,STL,Сент-Луис Браунс,Спортивный парк I
245,NL,NYN,NYM,Нью-Йорк Метс,Поле Пло
104,AL,TEX,TEX,Техас Рейнджеры,Арлингтон Стэдиум
113,AL,WS1,MIN,Вашингтон Сенаторы,Гриффит-стадион I
190,NL,CHN,CHC,Чикаго Блэкхокс,Парк у озера I/Парк у озера II
10,AA,CL3,CLV,Кливленд Блюз,Национальный парк II
254,NL,PHI,PHI,Филадельфия Филлис,Стадион «Ветераны»
