hofid,yearid,votedby,ballots,needed,votes,inducted,category
brownmo01h,1938,АССО,262.0,197.0,54.0,Да,Игрок
medwijo01h,1958,АССО,266.0,200.0,50.0,Да,Игрок
hoopeha01h,1948,АССО,121.0,91.0,2.0,Да,Игрок
stephri01h,1958,АССО,266.0,200.0,1.0,Да,Игрок
larsedo01h,1980,АССО,385.0,289.0,31.0,Да,Игрок
gossari01h,2007,АССО,545.0,409.0,388.0,Да,Игрок
hodgegi01h,1981,АССО,401.0,301.0,241.0,Да,Игрок
wilsoha01h,1952,АССО,234.0,176.0,21.0,Да,Игрок
piazzmi01h,2013,АССО,569.0,427.0,329.0,Да,Игрок
trillma01h,1995,АССО,460.0,345.0,0.0,Да,Игрок
grimebu01h,1948,АССО,121.0,91.0,7.0,Да,Игрок
allendi01h,1989,АССО,447.0,336.0,35.0,Да,Игрок
harribu01h,1960,АССО,269.0,202.0,31.0,Да,Менеджер
foxne01h,1983,АССО,374.0,281.0,173.0,Да,Игрок
cuyleki01h,1955,АССО,251.0,189.0,35.0,Да,Игрок
flanami01h,1998,АССО,473.0,355.0,2.0,Да,Игрок
peckiro01h,1942,АССО,233.0,175.0,2.0,Да,Игрок
hodgegi01h,1980,АССО,385.0,289.0,230.0,Да,Игрок
camildo01h,1948,АССО,121.0,91.0,1.0,Да,Игрок
gossari01h,2002,АССО,472.0,354.0,203.0,Да,Игрок
hernake01h,2003,АССО,496.0,372.0,30.0,Да,Игрок
marioma01h,1968,АССО,283.0,213.0,89.0,Да,Игрок
burnsge01h,1950,АССО,168.0,126.0,2.0,Да,Игрок
grimsro02h,1988,АССО,427.0,321.0,0.0,Да,Игрок
lombaer01h,1950,АССО,168.0,126.0,3.0,Да,Игрок
roepr01h,1971,АССО,360.0,270.0,3.0,Да,Игрок
scottev01h,1942,АССО,233.0,175.0,1.0,Да,Игрок
huggimi01h,1945,АССО,247.0,186.0,133.0,Да,Менеджер
francjo01h,2011,АССО,581.0,436.0,27.0,Да,Игрок
griffcl01h,1942,АССО,233.0,175.0,71.0,Да,Пионер/Исполнительный
wanerll01h,1949,АССО,153.0,115.0,3.0,Да,Игрок
comisch01h,1936,ветераны,78.0,59.0,6.0,Да,Игрок
bondsbo01h,1997,АССО,473.0,353.0,20.0,Да,Игрок
minosmi01h,1993,АССО,423.0,318.0,67.0,Да,Игрок
newhoha01h,1966,АССО,302.0,227.0,32.0,Да,Игрок
mazerbi01h,1986,АССО,425.0,319.0,100.0,Да,Игрок
ferrewe01h,1948,АССО,121.0,91.0,1.0,Да,Игрок
bresnro01h,1945,АССО,247.0,186.0,133.0,Да,Игрок
garvest01h,2005,АССО,516.0,387.0,106.0,Да,Игрок
boyercl02h,1978,АССО,379.0,285.0,1.0,Да,Игрок
fieldce01h,2004,АССО,506.0,380.0,1.0,Да,Игрок
wrighgl01h,1953,АССО,264.0,198.0,3.0,Да,Игрок
griffcl01h,1937,АССО,201.0,151.0,4.0,Да,Пионер/Исполнительный
hermabi01h,1948,АССО,121.0,91.0,1.0,Да,Игрок
cronijo01h,1954,АССО,252.0,189.0,85.0,Да,Игрок
griffke01h,1997,АССО,473.0,353.0,22.0,Да,Игрок
ellioju01h,1958,АССО,266.0,200.0,1.0,Да,Игрок
shockur01h,1948,АССО,121.0,91.0,1.0,Да,Игрок
shockur01h,1939,АССО,274.0,206.0,1.0,Да,Игрок
walshed01h,1945,АССО,247.0,186.0,137.0,Да,Игрок
slaugen01h,1969,АССО,340.0,255.0,128.0,Да,Игрок
yawketo99h,1980,ветераны,,,,Да,Пионер/Исполнительный
carribi02h,1939,АССО,274.0,206.0,2.0,Да,Игрок
galvipu01h,1965,ветераны,,,,Да,Игрок
snidedu01h,1972,АССО,396.0,297.0,84.0,Да,Игрок
walkedi02h,1969,АССО,340.0,255.0,9.0,Да,Игрок
benchjo01h,1989,АССО,447.0,336.0,431.0,Да,Игрок
schoere01h,1979,АССО,432.0,324.0,159.0,Да,Игрок
shockur01h,1938,АССО,262.0,197.0,1.0,Да,Игрок
lazzeto01h,1958,АССО,266.0,200.0,80.0,Да,Игрок
floodcu01h,1977,АССО,383.0,288.0,16.0,Да,Игрок
bunniji01h,1983,АССО,374.0,281.0,138.0,Да,Игрок
flickel01h,1938,АССО,262.0,197.0,1.0,Да,Игрок
stanked01h,1960,АССО,269.0,202.0,3.0,Да,Игрок
fisheed02h,1979,АССО,432.0,324.0,0.0,Да,Игрок
shockur01h,1949,АССО,153.0,115.0,2.0,Да,Игрок
hoernjo01h,1983,АССО,374.0,281.0,0.0,Да,Игрок
randowi01h,1998,АССО,473.0,355.0,5.0,Да,Игрок
sherdbi01h,1960,АССО,269.0,202.0,2.0,Да,Игрок
howarfr01h,1979,АССО,432.0,324.0,6.0,Да,Игрок
milancl01h,1938,АССО,262.0,197.0,1.0,Да,Игрок
hoopeha01h,1937,АССО,201.0,151.0,6.0,Да,Игрок
gowdyha01h,1955,АССО,251.0,189.0,90.0,Да,Игрок
heilmha01h,1939,АССО,274.0,206.0,8.0,Да,Игрок
raineti01h,2008,АССО,543.0,408.0,132.0,Да,Игрок
schalra01h,1946,Голосование за номинацию,202.0,,36.0,Да,Игрок
ruelmu01h,1951,АССО,226.0,170.0,1.0,Да,Игрок
wallabo01h,1953,ветераны,,,,Да,Игрок
meusebo01h,1945,АССО,247.0,186.0,1.0,Да,Игрок
altroni01h,1953,АССО,264.0,198.0,1.0,Да,Игрок
combsea01h,1970,ветераны,,,,Да,Игрок
mcmilro01h,1972,АССО,396.0,297.0,9.0,Да,Игрок
gelbech01h,1949,АССО,153.0,115.0,2.0,Да,Игрок
sherdbi01h,1958,АССО,266.0,200.0,2.0,Да,Игрок
