provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
53,Prov. Famous Ma, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
75,Prov. Humble Op, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
142,Prov. Expert Li, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:20,7,
194,Prov. Just Need, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:20,7,
234,Prov. Driven Ne, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
245,Prov. Expert Op, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
261,Prov. Giant Key, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
312,Prov. Boston Li, , ,,,,,"13.10.1999 г., 10:41",12.10.2000 10:41,9,
326,Prov. Computer, , ,,,,,"13.10.1999 г., 10:41",12.10.2000 10:41,5,
349,Prov. Expert Sa, , ,,,,,"13.10.1999 г., 10:41",12.10.2000 10:41,8,
362,Prov. Giant Lig, , ,,,,,"13.10.1999 г., 10:41",12.10.2000 10:41,6,
367,Prov. Giant Que, , ,,,,,"13.10.1999 г., 10:41",12.10.2000 10:41,6,
377,Prov. Humble Qu, , ,,,,,"13.10.1999 г., 10:41",12.10.2000 10:41,7,
380,Prov. Humble Tr, , ,,,,,"13.10.1999 г., 10:41",12.10.2000 10:41,8,
386,Prov. Imperial, , ,,,,,"13.10.1999 г., 10:41",12.10.2000 10:41,9,
395,Prov. Just Oper, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
396,Prov. Just Petr, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,6,
397,Prov. Just Ques, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
426,Prov. Computer, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,7,
436,Prov. Driven Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
442,Prov. Expert Li, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
456,Prov. Famous Pe, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,9,
462,Prov. Giant Lig, , ,,,,,13.10.1999 10:41,12.10.2000 10:41,8,
489,Prov. Imperial, , ,,,,,13.10.1999 10:41,2000-10-12 10:41:24,9,
