corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
4,Корп. Апекс Нидлворк Инк., , ,,,,,12 октября 2004 г. в 10:41,6,
7,Corp. Апекс КвестсИнк., , ,,,,,12 октября 2004 г. в 10:41,8,
9,Corporация «Апекс Сайл Мэйкерс Инк.», , ,,,,,12 октября 2004 г. в 10:41,3,
10,Корп. Апекс Транспорт Инк., , ,,,,,12 октября 2004 г. в 10:41,1,
11,Корп. Бостонские каменные камни Инк., , ,,,,,12 октября 2004 г. в 10:41,5,
17,Корп. Бостон Квестс Инк., , ,,,,,12 октября 2004 г. в 10:41,1,
28,Корп. Компьютер Ресторанс Инк., , ,,,,,12 октября 2004 г. в 10:41,8,
30,Корп. Компьютер Транспорт Инк., , ,,,,,12 октября 2004 г. в 10:41,1,
32,"Corp. ""Осветительные технологии""", , ,,,,,12 октября 2004 г. в 10:41,1,
52,Корп. Фамус Лайтинг Инк., , ,,,,,12 октября 2004 г. в 10:41,7,
66,Корп. «Гигант Нефть», , ,,,,,12 октября 2004 г. в 10:41,8,
73,Корп. Уминый Машинери Инк., , ,,,,,12 октября 2004 г. в 10:41,3,
74,Корп. Умильная вышивка Инк., , ,,,,,12 октября 2004 г. в 10:41,7,
75,"Корп. ""Умный ОпераИнк.""", , ,,,,,12 октября 2004 г. в 10:41,1,
79,"Корп. ""Умные судоремонтники"" Инк.", , ,,,,,12 октября 2004 г. в 10:41,8,
81,Корп. Имперские каменные бриллианты Инк., , ,,,,,12 октября 2004 г. в 10:41,6,
94,Корп. Просто Наэглеверк Инк., , ,,,,,12 октября 2004 г. в 10:41,4,
95,Корпорация. Просто ОпераИнк., , ,,,,,12 октября 2004 г. в 10:41,2,
102,Corp. Apex Lighting Co., , ,,,,,12 октября 2004 г. в 10:41,5,
108,Корп. Апекс Ресторанс Ко., , ,,,,,12 октября 2004 г. в 10:41,2,
111,Корп. Бостонские каменные ключи, , ,,,,,12 октября 2004 г. в 10:41,2,
115,Бостонская оперная компания, , ,,,,,12 октября 2004 г. в 10:41,7,
123,Корп. Компьютерная Машинерия, , ,,,,,12 октября 2004 г. в 10:41,4,
