raceid,driverid,lap,position,time,milliseconds
930,1,24,3,1:31.712,91712
237,30,18,2,1:27.804,87804
16,5,18,12,1:15.352,75352
186,48,19,19,1:57.947,117947
148,23,60,1,1:19.091,79091
40,18,74,11,1:17.279,77279
864,819,6,23,1:34.036,94036
187,55,34,10,1:47.395,107395
879,18,32,3,1:21.099,81099
42,2,12,4,1:14.685,74685
861,3,35,14,1:58.259,118259
106,23,10,9,1:53.551,113551
191,25,11,9,1:37.047,97047
853,817,35,16,1:32.300,92300
125,11,35,11,1:43.473,103473
111,30,51,1,1:24.230,84230
86,17,28,6,1:57.588,117588
959,822,45,7,1:21.121,81121
25,2,49,13,1:39.352,99352
861,20,33,4,1:56.613,116613
215,55,48,3,1:27.993,87993
20,18,15,20,1:36.922,96922
898,807,1,5,1:59.320,119320
140,35,6,13,1:40.178,100178
910,8,59,5,1:29.701,89701
880,818,40,7,1:31.923,91923
220,30,4,6,1:15.579,75579
40,3,74,12,1:17.407,77407
212,35,34,1,1:24.109,84109
70,13,32,1,1:13.586,73586
904,16,12,16,1:34.453,94453
186,70,9,6,1:57.403,117403
979,835,57,14,1:22.123,82123
45,19,47,12,1:36.298,96298
856,155,3,13,1:48.467,108467
341,807,51,16,1:27.343,87343
347,155,8,10,1:21.012,81012
59,24,7,13,1:19.001,79001
58,21,16,2,1:17.468,77468
230,77,42,5,1:52.246,112246
224,49,56,8,1:36.398,96398
45,15,58,13,1:44.943,104943
202,49,27,5,1:22.359,82359
31,7,1,20,5:22.148,322148
231,49,12,8,1:25.041,85041
188,57,8,2,1:22.711,82711
860,815,53,7,1:31.475,91475
872,18,31,2,1:28.926,88926
950,830,48,10,1:42.535,102535
237,65,22,8,1:28.944,88944
219,50,9,19,1:28.227,88227
117,35,61,9,1:18.294,78294
348,15,24,15,1:29.620,89620
2,21,23,17,2:04.766,124766
898,824,48,18,1:47.020,107020
74,25,22,6,1:25.799,85799
161,21,53,9,1:29.421,89421
35,1,6,4,1:19.636,79636
66,11,24,18,1:38.095,98095
897,3,53,3,1:44.986,104986
848,1,19,4,1:44.248,104248
349,5,36,19,2:20.463,140463
