constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
21035,675,180,44.0,1,1,4
21091,678,167,0.0,11,11,0
24759,859,10,69.0,6,6,0
21735,638,34,1.0,9,9,0
10234,437,27,2.0,6,6,0
22463,576,73,0.0,12,12,0
6460,66,4,160.0,1,1,7
23345,555,68,0.0,15,15,0
165,33,5,34.0,6,6,1
24796,862,131,26.0,5,5,1
8924,363,49,0.0,19,19,0
22155,615,34,14.0,4,4,0
9033,369,1,141.0,1,1,10
24572,844,3,0.0,10,10,0
8897,362,25,10.0,5,5,0
22862,560,66,0.0,13,13,0
100,27,6,105.0,1,1,5
18872,760,167,0.0,6,6,0
8772,356,6,9.0,1,1,1
25224,888,6,180.0,3,3,2
23546,533,56,6.0,7,7,0
73,25,1,58.0,3,3,2
18844,756,32,0.0,5,5,0
23633,537,65,0.0,14,14,0
19905,727,172,54.0,1,1,6
6297,106,6,254.0,1,1,15
2501,231,28,0.0,11,11,0
7679,323,47,0.0,19,19,0
9966,423,52,0.0,16,16,0
21561,645,187,15.0,2,2,0
6131,123,4,88.0,4,4,1
25815,43,7,9.0,5,5,0
23030,570,204,9.0,7,7,0
24250,338,4,18.0,4,4,0
2421,224,1,2.0,4,4,0
9191,374,21,6.0,4,4,0
22804,587,66,0.0,15,15,0
19617,737,34,6.0,7,7,0
10655,463,4,68.0,2,2,4
26718,967,4,8.0,9,9,0
9116,370,21,13.0,6,6,0
22408,602,79,0.0,14,14,0
8479,318,33,1.0,13,13,0
23613,536,57,0.0,16,16,0
22777,586,6,54.0,1,1,4
5722,150,3,43.0,3,3,2
8756,15,3,34.5,6,6,0
19879,725,179,0.0,16,16,0
21052,676,11,8.0,9,9,0
23998,513,25,3.0,4,4,0
10060,426,3,23.0,4,4,1
23520,531,65,0.0,19,19,0
9425,387,21,23.0,5,5,0
8511,319,36,0.0,17,17,0
23468,529,54,0.0,10,10,0
11488,510,25,12.0,5,5,0
2471,229,6,25.0,2,2,0
9339,382,25,5.0,8,8,0
2218,206,20,1.0,9,9,0
23539,532,64,0.0,19,19,0
5671,146,17,13.0,4,4,0
2572,238,1,45.0,4,4,0
9630,400,45,0.0,15,15,0
7684,324,22,10.0,5,5,0
26720,967,15,2.0,10,10,0
5655,144,22,1.0,7,7,0
21897,620,37,1.0,5,5,0
25886,49,12,0.0,10,10,0
698,84,17,11.0,9,9,0
25138,880,131,10.0,4,4,0
10325,442,34,9.0,6,6,1
2127,198,15,4.0,7,7,0
21686,633,180,3.0,5,5,0
25908,51,12,1.0,10,10,0
10623,461,4,56.0,2,2,3
11102,487,34,25.0,2,2,2
24397,349,15,27.0,8,8,0
10329,442,52,0.0,12,12,0
8650,7,9,56.5,2,2,1
9700,405,25,2.0,6,6,0
25106,877,131,136.0,5,5,1
6399,60,9,8.0,8,8,0
10598,459,54,0.0,13,13,0
26543,956,1,32.0,7,7,0
23080,572,57,2.0,12,12,0
186,35,4,80.0,4,4,2
22749,584,75,1.0,11,11,0
11204,492,34,43.0,2,2,3
23417,559,34,27.0,5,5,0
4809,287,18,7.0,8,8,0
24088,518,60,0.0,16,16,0
25174,883,5,7.0,7,7,0
5752,153,21,1.0,10,10,0
9720,406,26,0.0,10,10,0
23502,531,3,3.0,9,9,0
19108,753,106,0.0,11,11,0
2517,233,1,32.0,4,4,0
22806,587,57,1.0,13,13,0
22766,585,66,0.0,14,14,0
25595,262,29,3.0,8,8,0
