raceid,driverid,stop,lap,time,duration,milliseconds
846,4,1,17,14:25:41,25.352,25352
862,4,2,27,15:50:50,20.136,20136
928,8,2,34,15:03:09,22.453,22453
971,817,1,13,18:24:59,25.312,25312
878,13,1,26,13:49:03,21.520,21520
929,831,3,41,19:13:54,26.210,26210
895,807,1,10,15:20:27,23.383,23383
888,16,2,24,14:44:00,20.204,20204
909,20,1,14,14:23:46,19.607,19607
866,818,2,43,15:01:05,23.163,23163
929,4,1,13,18:26:08,25.370,25370
844,808,1,8,15:16:06,21.422,21422
937,826,1,9,14:24:46,22.796,22796
874,10,2,40,16:12:57,21.520,21520
850,30,3,56,15:35:53,19.930,19930
858,13,2,40,18:14:54,20.035,20035
917,825,3,47,15:03:59,24.131,24131
939,830,2,36,21:16:29,30.844,30844
893,154,1,15,20:32:38,29.702,29702
895,4,1,13,15:25:26,22.645,22645
945,4,1,1,17:05:39,44.990,44990
883,813,2,23,15:43:49,22.220,22220
956,4,4,29,14:40:38,18.194,18194
954,154,1,17,14:26:26,23.680,23680
859,17,1,18,14:26:46,20.755,20755
882,4,1,6,15:14:28,19.719,19719
845,3,1,11,14:20:17,20.647,20647
852,15,1,13,14:30:20,22.159,22159
976,4,1,12,17:26:36,21.217,21217
888,824,2,18,14:34:30,20.371,20371
942,828,1,16,14:36:37,29.728,29728
853,5,1,21,14:38:01,23.298,23298
903,20,1,12,15:25:00,22.570,22570
913,16,1,8,20:19:52,29.887,29887
876,39,1,26,15:45:08,24.544,24544
888,16,1,5,14:12:09,19.910,19910
881,20,4,42,17:18:37,20.757,20757
917,807,2,36,14:49:47,23.323,23323
886,822,1,14,14:22:18,22.242,22242
927,154,3,34,16:07:29,26.014,26014
958,836,1,9,14:16:53,23.486,23486
875,154,1,13,15:27:00,21.681,21681
898,18,1,20,13:42:04,24.589,24589
868,811,1,14,13:26:49,25.983,25983
855,13,2,22,15:41:00,21.214,21214
873,13,1,1,20:06:31,31.958,31958
966,8,1,20,13:32:40,22.398,22398
884,807,4,35,14:57:53,24.001,24001
895,814,2,26,15:47:38,23.858,23858
949,1,2,28,18:50:13,25.030,25030
901,822,1,14,16:29:48,25.020,25020
916,18,2,28,14:56:05,23.546,23546
860,815,1,24,17:41:45,23.882,23882
964,830,1,10,14:20:15,22.855,22855
890,13,2,31,14:50:01,21.753,21753
891,823,1,15,14:33:51,24.968,24968
914,822,3,38,16:40:55,25.052,25052
858,1,2,40,18:14:22,19.350,19350
892,815,1,22,14:36:45,25.933,25933
843,816,1,20,15:39:50,22.901,22901
854,15,2,19,20:43:14,33.317,33317
936,815,5,45,15:17:15,32.181,32181
885,821,1,28,14:42:09,25.364,25364
979,814,1,34,14:55:06,22.399,22399
942,20,3,43,15:30:04,24.158,24158
913,820,1,16,20:36:06,30.751,30751
982,807,4,12,20:33:56,30.725,30725
902,154,1,13,18:26:50,25.192,25192
899,815,1,19,14:28:47,22.591,22591
928,813,3,48,15:29:49,17.912,17912
950,830,1,4,14:10:54,30.034,30034
918,818,1,13,17:27:37,22.919,22919
843,5,1,19,15:37:31,22.485,22485
943,826,1,21,13:32:58,22.559,22559
939,807,1,11,20:24:36,30.868,30868
