qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
6875,956,835,4,30,18,1:07.965,,
2928,270,70,32,12,21,1:25.557,,
6619,942,831,15,12,17,2:03.194,,
1825,207,15,18,21,17,1:34.120,,
5587,886,18,1,5,14,1:24.021,1:30.068,
6581,940,831,15,12,18,1:35.760,,
2036,224,22,17,11,8,1:34.474,,
2895,269,109,22,5,14,1:22.369,,
7247,974,154,210,8,8,1:13.786,1:13.203,1:13.349
6524,938,1,131,44,1,1:24.251,1:23.383,1:23.397
2526,254,77,6,28,5,1:14.974,,
2962,272,71,3,0,3,1:16.830,,
387,36,14,9,14,19,1:28.579,,
2187,240,63,25,4,12,1:22.416,,
2509,253,84,27,25,12,1:21.541,,
5247,871,808,207,21,20,1:51.967,,
5532,884,20,9,1,3,1:22.158,1:21.602,1:21.054
841,57,23,7,7,11,1:31.470,1:30.944,
4084,90,18,16,9,4,1:24.998,,
4432,71,39,17,19,12,1:44.357,1:32.735,
7257,974,840,3,18,18,1:14.893,,
4187,95,22,6,2,7,1:14.716,,
3154,9,8,6,4,9,1:31.869,1:41.730,1:34.710
6248,916,826,5,26,14,1:38.936,1:38.699,
2095,227,30,6,1,3,1:20.149,,
5182,869,17,9,2,3,1:16.500,1:39.382,1:41.496
669,49,25,3,17,15,1:47.522,1:47.394,
4814,852,16,10,14,15,2:06.000,2:07.777,
3804,110,17,19,14,3,1:13.851,,
1788,203,14,1,7,2,1:48.845,,
4270,99,22,6,2,10,1:14.478,,
6745,950,835,4,30,19,1:39.528,,
3374,339,17,9,6,1,1:51.886,1:48.210,1:49.327
7396,981,835,4,30,17,1:40.646,,
880,59,15,7,8,6,1:14.883,1:14.211,1:15.857
5167,868,155,15,14,12,1:46.649,1:57.071,
4063,123,43,7,21,3,1:32.419,,
5386,877,817,5,16,17,1:43.280,1:42.765,
5201,869,10,206,24,22,1:19.291,,
1862,209,14,1,10,10,1:26.799,,
20,18,11,8,18,20,1:28.208,,
6894,957,826,5,26,15,1:32.553,1:32.306,
7319,977,836,15,94,20,1:07.011,,
5674,891,815,1,6,13,2:02.425,1:49.304,
755,53,14,9,14,13,1:33.678,1:32.850,
7265,975,817,9,3,6,1:13.543,1:12.810,1:12.557
476,40,23,7,11,20,1:18.539,,
4971,860,20,9,1,6,1:26.773,1:25.982,1:25.668
5678,891,813,3,16,17,2:03.072,,
2697,261,101,31,31,24,1:28.151,,
3887,114,14,1,5,6,1:15.700,,
3783,108,22,6,2,2,1:27.418,,
2778,265,77,6,28,1,1:43.582,,
4958,859,815,15,17,17,1:14.430,1:14.182,
1621,176,25,22,10,9,1:18.334,,
150,25,13,6,2,2,1:15.024,1:15.041,1:16.490
2049,225,71,3,5,1,1:18.111,,
2327,245,89,29,10,22,1:32.995,,
6827,954,826,5,26,13,1:14.829,1:14.457,
309,33,1,1,22,1,1:18.071,1:17.462,1:18.404
3807,110,23,3,4,6,1:14.124,,
1851,208,50,25,18,21,1:18.885,,
3953,117,43,7,21,13,1:17.068,,
1765,200,73,25,20,22,1:34.910,,
6077,908,13,3,19,18,1:45.695,,
3708,352,811,164,21,23,1:37.270,,
3321,17,4,4,7,16,1:41.667,,
950,62,2,2,16,10,1:11.891,1:11.718,1:15.280
2684,261,87,25,4,11,1:23.981,,
5226,870,37,164,22,23,1:25.916,,
776,54,22,11,11,12,1:35.526,1:34.683,
3566,347,20,9,5,1,1:15.152,1:14.249,1:13.791
2442,250,83,18,23,17,1:59.256,,
6262,917,8,6,7,10,1:11.193,1:11.188,1:11.099
186,26,3,3,7,18,1:21.668,,
2063,225,44,27,9,15,1:20.426,,
768,54,30,6,5,4,1:35.810,1:34.574,1:34.668
2785,265,57,1,7,8,1:45.487,,
2135,229,71,3,5,2,1:20.866,,
404,37,11,8,22,14,1:36.430,1:35.945,
6454,933,813,208,13,11,1:11.661,1:10.374,
2386,248,65,22,2,9,1:46.315,,
5633,888,818,5,18,16,1:31.629,1:31.104,
4301,101,30,6,1,1,1:13.306,,
3914,115,35,16,16,14,1:17.347,,
6234,915,820,206,4,21,1:43.649,,
32,19,10,7,12,10,1:35.891,1:35.000,1:39.656
4979,860,811,3,19,14,1:27.004,1:26.663,
4093,90,43,7,16,13,1:27.823,,
5607,887,13,6,4,12,1:32.241,1:31.779,
4990,861,1,1,4,1,1:37.813,1:37.106,1:36.219
2244,242,50,31,12,17,1:32.156,,
4410,107,15,7,16,10,1:11.483,,
4130,92,14,1,5,10,1:31.719,,
4948,859,13,6,6,7,1:14.269,1:13.291,1:13.068
4616,844,808,4,10,7,1:27.475,1:26.654,1:26.296
5869,900,822,3,77,10,1:31.601,1:43.852,1:48.147
