constructorresultsid,raceid,constructorid,points,status
2278,231,6,0.0,
12917,561,32,0.0,
2016,207,17,0.0,
5572,456,25,2.0,
14164,844,9,43.0,
261,42,12,0.0,
10938,703,183,1.0,
14740,894,208,33.0,
12932,562,204,0.0,
4905,409,21,0.0,
1496,160,21,0.0,
3880,6,7,0.0,
2900,280,32,0.0,
1990,205,24,0.0,
2324,236,6,10.0,
9906,758,170,6.0,
5685,463,55,0.0,
2116,216,18,0.0,
1069,121,3,12.0,
4475,381,21,0.0,
5976,481,53,0.0,
12206,609,34,3.0,
463,61,7,3.0,
5358,441,21,0.0,
11834,655,82,2.0,
13176,546,59,4.0,
6081,488,25,2.0,
3857,4,6,3.0,
5820,472,1,0.0,
13891,526,57,0.0,
10018,748,112,0.0,
1195,132,18,0.0,
3747,332,33,0.0,
5834,473,21,0.0,
3289,307,25,0.0,
3777,334,27,0.0,
14501,872,6,27.0,
14011,346,3,11.0,
5132,426,51,0.0,
5027,419,3,6.0,
15380,963,5,0.0,
787,92,1,0.0,
498,64,9,1.0,
12491,600,64,0.0,
6359,505,4,0.0,
12921,561,64,0.0,
13851,524,25,1.0,
11188,682,66,8.0,
10797,717,183,0.0,
11772,649,66,0.0,
5751,467,45,0.0,
3531,321,3,4.0,
14896,907,5,0.0,
266,43,11,1.0,
3753,332,44,0.0,
11275,668,196,2.0,
13564,537,59,6.0,
11075,690,176,0.0,
3213,302,18,0.0,
2799,273,27,4.0,
2019,208,22,7.0,
4391,376,45,0.0,
2890,280,1,4.0,
4957,413,25,0.0,
2062,212,3,10.0,
6169,493,6,0.0,
5062,421,27,0.0,
1079,122,1,8.0,
759,90,4,8.0,
5327,439,34,0.0,
6420,509,51,0.0,
13371,558,6,0.0,
2921,282,18,0.0,
15219,949,131,40.0,
4099,361,34,0.0,
14866,905,6,12.0,
14096,353,10,8.0,
5019,418,18,0.0,
1695,178,16,0.0,
10245,744,174,0.0,
3798,335,32,0.0,
