driverstandingsid,raceid,driverid,points,position,positiontext,wins
21691,456,196,0.0,15,15,0
22469,478,201,0.0,28,28,0
19963,404,145,0.0,20,20,0
12594,99,30,90.0,1,1,9
44439,822,717,0.0,73,73,0
7015,297,105,5.0,9,9,0
56879,570,251,0.0,39,39,0
47267,781,592,0.0,56,56,0
10421,249,94,0.0,18,18,0
19080,375,110,0.0,25,25,0
66958,915,821,0.0,20,20,0
6808,290,123,0.0,13,13,0
67928,963,835,1.0,17,17,0
53930,678,381,0.0,36,36,0
22048,466,95,10.0,13,13,0
18574,366,112,0.0,31,31,0
58482,512,178,0.0,9,9,0
57282,531,178,3.0,11,11,0
49974,751,515,0.0,31,31,0
43943,830,772,0.0,75,75,0
18317,360,118,4.0,12,12,0
64614,851,67,12.0,13,13,0
58436,559,233,12.0,11,11,0
67110,929,18,0.0,17,17,0
58623,517,163,0.0,20,20,0
11843,128,21,0.0,20,20,0
65184,869,13,23.0,14,14,0
18123,15,9,9.0,14,14,0
276,31,15,26.0,8,8,0
66342,266,56,1.0,24,24,0
3840,78,33,0.0,18,18,0
11102,178,30,26.0,1,1,2
3282,168,41,1.0,15,15,0
59342,510,158,0.0,27,27,0
46120,793,589,0.0,15,15,0
49874,750,501,0.0,64,64,0
55478,595,313,0.0,37,37,0
10716,210,75,0.0,14,14,0
62109,759,483,0.0,23,23,0
6960,295,100,1.0,13,13,0
53376,639,334,0.0,38,38,0
11467,145,23,12.0,4,4,1
57073,574,208,0.0,47,47,0
5246,234,56,9.0,10,10,0
43904,830,660,0.0,24,24,0
45043,813,555,1.5,17,17,0
57175,528,175,1.0,10,10,0
63704,728,418,0.0,27,27,0
19555,390,105,4.0,6,6,0
51217,704,341,17.0,4,4,0
52911,658,304,8.0,4,4,0
21342,446,183,0.0,24,24,0
16416,335,81,0.0,33,33,0
50784,711,309,0.0,23,23,0
64420,843,15,0.0,16,16,0
64730,853,155,27.0,11,11,0
9495,280,71,28.0,3,3,0
66060,258,94,0.0,13,13,0
65773,890,820,0.0,22,22,0
62439,763,556,0.0,43,43,0
9542,282,87,10.0,6,6,0
12460,92,14,4.0,9,9,0
13766,43,3,5.0,11,11,0
47243,781,541,0.0,48,48,0
19019,373,156,0.0,16,16,0
21699,456,160,0.0,29,29,0
43496,838,792,0.0,64,64,0
