targetid,raceid,driverid,win
65855,894,815,0
51444,708,386,1
44232,819,518,0
19531,389,166,0
49773,748,522,0
13179,69,31,0
53909,678,374,0
63664,727,446,0
66355,266,108,0
48170,741,435,0
12602,99,11,0
67908,962,831,0
56121,581,238,0
3232,166,30,0
54148,627,238,0
57428,535,241,0
49160,769,560,0
62442,763,527,0
12393,122,42,0
45001,812,804,0
65084,866,813,0
57368,533,244,0
22564,480,170,0
46491,798,662,0
54235,629,339,0
65556,881,3,0
65885,895,817,0
57771,544,223,0
62475,763,484,0
59186,506,187,0
11144,180,44,0
51849,804,692,0
67517,941,830,0
57868,547,178,0
43602,839,630,0
48104,739,480,0
19891,402,166,0
64633,851,812,0
52552,681,340,0
43881,829,670,0
13995,52,29,0
58227,555,263,0
58803,523,219,0
46567,786,427,0
54615,651,314,0
11030,223,14,0
11834,128,37,0
46201,795,498,0
9417,277,104,0
5102,227,30,0
43279,835,793,0
50269,755,503,0
20355,417,176,0
56455,589,200,0
65258,872,808,0
23015,491,137,0
50276,755,505,0
43413,837,661,0
6996,296,92,0
13874,47,20,0
63627,727,408,0
19990,405,160,0
19518,388,84,0
18440,363,156,0
64037,348,9,0
12937,59,18,0
48955,698,360,0
23114,492,206,0
18952,371,131,0
