title_id,title,type,pub_id,price,advance,royalty,ytd_sales,notes,pubdate
BU2075,Вы можете бороться со стрессом от компьютера!,бизнес,736,2.99,10125.0,24.0,18722.0,Последние медицинские и психологические техники для работы с электронным офисом. Простые для понимания объяснения.,1991-06-30 00:00:00
PS2091,Гнев — враг или друг?,психология,736,10.95,2275.0,12.0,2045.0,Тщательно исследованное изучение последствий сильных эмоций для организма. Включены таблицы метаболизма.,1991-06-15 00:00:00
PS2106,Жизнь без страха,психология,736,7.0,6000.0,10.0,111.0,"Новый упражнения, медитации и диетические приемы, которые могут помочь снизить шок от повседневных взаимодействий. Популярная аудитория. Включены примерные меню, видео с упражнениями доступно отдельно.",1991-10-05 00:00:00
PS3333,Длительное лишение данных: четыре кейса,психология,736,19.99,2000.0,10.0,4072.0,"Что происходит, когда данные закончились? Поиск оценок последствий нехватки информации.",1991-06-12 00:00:00
PS7777,Эмоциональная безопасность: новый алгоритм,психология,736,7.99,4000.0,10.0,3336.0,Защита себя и своих близких от излишнего эмоционального стресса в современном мире. Использование компьютера и пищевых добавок подчеркивается.,1991-06-12 00:00:00
TC7777,"Суши, кто есть кто?",Трад-кук,877,14.99,8000.0,10.0,4095.0,Детализированные инструкции по приготовлению настоящего японского суши в вашем свободное время.,1991-06-12 00:00:00
PC1035,Но удобно ли это для пользователя?,популярный состав,1389,22.95,7000.0,16.0,8780.0,Обзор программного обеспечения для начинающих пользователей с акцентом на «доброжелательность» каждого из них.,1991-06-30 00:00:00
MC3021,Гурмет-микраоволновая печь,Мод_кук,877,2.99,15000.0,24.0,22246.0,"Традиционные французские изысканные рецепты, адаптированные для современной микроволновой печи.",1991-06-18 00:00:00
PC9999,Нет-этикет,популярный состав,1389,,,,,Необходимо чтение для компьютерной конференцсвязи.,2014-11-07 10:39:37
MC3026,Психология компьютерного приготовления пищи,непредecided,877,,,,,,2014-11-07 10:39:37
MC2222,Кулинарные изыски Силиконовой долины,Мод_кук,877,19.99,0.0,12.0,2032.0,"Любимые рецепты быстрых, простых и элегантных блюд.",1991-06-09 00:00:00
PC8888,Тайн Silikonовой долины,популярный состав,1389,20.0,8000.0,10.0,4095.0,Исследовательская работа по мукракингу крупнейших производителей компьютерного оборудования и программного обеспечения в мире.,1994-06-12 00:00:00
BU1032,Стрессовый Эксперт. Гид по базам данных,бизнес,1389,19.99,5000.0,10.0,4095.0,Обзор доступных систем баз данных с упором на распространенные бизнес-приложения. Иллюстрация,1991-06-12 00:00:00
BU1111,Программирование на компьютере: скрытые балансы,бизнес,1389,11.95,5000.0,10.0,3876.0,Советы по использованию ваших электронных ресурсов для достижения максимальной эффективности.,1991-06-09 00:00:00
TC3218,"Лук, чеснок и лук-порей: секреты приготовления блюдов средиземноморским стилем",Трад-кук,877,20.95,7000.0,10.0,375.0,"Изобилующая цветовыми иллюстрациями, эта книга станет прекрасным подарком для друга, интересующегося кулинарией.",1991-10-21 00:00:00
TC4203,Пятьдесят лет в кухнях Букингемского дворца,Трад-кук,877,11.95,4000.0,14.0,15096.0,"Более анекдотов от любимого повара королевы, описывающих жизнь среди британской королевской семьи. Рецепты, техники и трогательные истории из первых рук.",1991-06-12 00:00:00
BU7832,Безотносительно компьютеров,бизнес,1389,19.99,5000.0,10.0,4095.0,"Аннотированный анализ того, что могут компьютеры для вас: руководство для критически настроенного пользователя без излишеств.",1991-06-22 00:00:00
PS1372,"Пользователи, страдающие компьютерной фобией, и те, кто ее не испытывает: вариации поведения",психология,877,21.59,7000.0,10.0,375.0,"Для специалиста эта книга, изучающая разницу между теми, кто ненавидит и боится компьютеры, и теми, кто не любит их, является обязательным руководством.",1991-10-21 00:00:00
