payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
57,500,1999-09-02T00:00:00,4484.0,0,
85,625,1999-09-02T00:00:00,3332.0,0,
184,913,1999-09-02T00:00:00,1382.0,0,
205,960,1999-09-02T00:00:00,4938.0,0,
402,1411,1999-09-02T00:00:00,4486.0,0,
567,1692,1999-09-02T00:00:00,4580.0,0,
577,1705,1999-09-02T00:00:00,4835.0,0,
614,1779,1999-09-02T00:00:00,4056.0,0,
623,1794,1999-09-02T00:00:00,147.0,0,
653,1834,1999-09-02T00:00:00,3668.0,0,
714,1927,1999-09-02T00:00:00,1115.0,0,
730,1949,1999-09-02T00:00:00,1482.0,0,
817,2078,1999-09-02T00:00:00,6573.0,0,
986,2324,1999-09-02T00:00:00,4915.0,0,
1041,2391,1999-09-02T00:00:00,3054.0,0,
1172,2576,1999-09-02T00:00:00,3005.0,0,
1333,2777,1999-09-02T00:00:00,693.0,0,
1341,2786,1999-09-02T00:00:00,3278.0,0,
1689,3208,1999-09-02T00:00:00,11859.0,0,
1908,3463,1999-09-02T00:00:00,4808.0,0,
2537,4146,1999-09-02T00:00:00,2796.0,0,
2661,4278,1999-09-02T00:00:00,10661.0,0,
3763,5423,1999-09-02T00:00:00,11464.0,0,
3820,5483,1999-09-02T00:00:00,16949.0,0,
4169,5838,1999-09-02T00:00:00,9389.0,0,
4210,5881,1999-09-02T00:00:00,11384.0,0,
4255,5926,1999-09-02T00:00:00,3504.0,0,
4291,5962,1999-09-02T00:00:00,28367.0,0,
4376,6049,1999-09-02T00:00:00,10853.0,0,
4493,6168,1999-09-02T00:00:00,25104.0,0,
4515,6190,1999-09-02T00:00:00,26635.0,0,
4834,6511,1999-09-02T00:00:00,11722.0,0,
4845,6522,1999-09-02T00:00:00,13507.0,0,
5110,6788,1999-09-02T00:00:00,4684.0,0,
5491,7170,1999-09-02T00:00:00,7277.0,0,
5535,7215,1999-09-02T00:00:00,10369.0,0,
5767,7447,1999-09-02T00:00:00,14236.0,0,
6004,7685,1999-09-02T00:00:00,33326.0,0,
6221,7902,1999-09-02T00:00:00,7380.0,0,
6227,7908,1999-09-02T00:00:00,27327.0,0,
6345,8026,1999-09-02T00:00:00,26363.0,0,
6360,8041,1999-09-02T00:00:00,19067.0,0,
6363,8044,1999-09-02T00:00:00,32034.0,0,
6451,8132,1999-09-02T00:00:00,10326.0,0,
6532,8213,1999-09-02T00:00:00,13087.0,0,
6802,8483,1999-09-02T00:00:00,26104.0,0,
7384,9065,1999-09-02T00:00:00,32607.0,0,
7408,9089,1999-09-02T00:00:00,12364.0,0,
7654,9335,1999-09-02T00:00:00,48123.0,0,
7807,9488,1999-09-02T00:00:00,31588.0,0,
8435,978,1999-10-03T00:00:00,1037.0,0,
8572,1455,1999-10-03T00:00:00,5372.0,0,
8809,2080,1999-10-03T00:00:00,25.0,0,
8871,2195,1999-10-03T00:00:00,2443.0,0,
9552,3365,1999-10-03T00:00:00,2243.0,0,
9674,3547,1999-10-03T00:00:00,4458.0,0,
9912,3889,1999-10-03T00:00:00,4249.0,0,
9920,3902,1999-10-03T00:00:00,4903.0,0,
9975,3974,1999-10-03T00:00:00,6497.0,0,
10360,4483,1999-10-03T00:00:00,427.0,0,
10372,4496,1999-10-03T00:00:00,1301.0,0,
10639,4836,1999-10-03T00:00:00,6937.0,0,
10734,4941,1999-10-03T00:00:00,5288.0,0,
10975,5225,1999-10-03T00:00:00,128.0,0,
11241,5534,1999-10-03T00:00:00,1153.0,0,
11415,5742,1999-10-03T00:00:00,2537.0,0,
11502,5840,1999-10-03T00:00:00,8174.0,0,
11673,6026,1999-10-03T00:00:00,7896.0,0,
11674,6027,1999-10-03T00:00:00,6736.0,0,
11819,6184,1999-10-03T00:00:00,8470.0,0,
12421,6827,1999-10-03T00:00:00,13595.0,0,
12489,6898,1999-10-03T00:00:00,11447.0,0,
12846,7269,1999-10-03T00:00:00,15131.0,0,
12882,7306,1999-10-03T00:00:00,4122.0,0,
12976,7404,1999-10-03T00:00:00,2917.0,0,
13440,7876,1999-10-03T00:00:00,10968.0,0,
13811,8252,1999-10-03T00:00:00,11932.0,0,
13936,8378,1999-10-03T00:00:00,9586.0,0,
14218,8662,1999-10-03T00:00:00,23174.0,0,
14219,8663,1999-10-03T00:00:00,23355.0,0,
14220,8664,1999-10-03T00:00:00,6127.0,0,
14263,8707,1999-10-03T00:00:00,20025.0,0,
14519,8964,1999-10-03T00:00:00,11783.0,0,
14728,9174,1999-10-03T00:00:00,19765.0,0,
14762,9208,1999-10-03T00:00:00,14019.0,0,
14780,9226,1999-10-03T00:00:00,12582.0,0,
15214,9660,1999-10-03T00:00:00,29279.0,0,
15269,9715,1999-10-03T00:00:00,42307.0,0,
