orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10400,EASTC,1,01.01.1997 г. 00:00:00,1997-01-29 00:00:00,1997-01-16 00:00:00,3,83.93,Восточное соединение,35 короля Георга,Лондон,,WX3 6ФВ,Великобритания
10401,RATTC,1,01.01.1997 г. 00:00:00,1997-01-29 00:00:00,1997-01-10 00:00:00,1,12.51,Рэттлснэк Каньон Гроцири,2817 Милтон-драйв,Албукирки,НМ,87110,США
10403,ERNSH,4,1997-01-03 00:00:00,1997-01-31 00:00:00,1997-01-09 00:00:00,3,73.79,Эрхард Хендель,Кирхгассе 6,Грац,,8010,Австрия
10404,MAGAA,2,1997-01-03 00:00:00,1997-01-31 00:00:00,1997-01-08 00:00:00,1,155.97,Магазины объединены,"Вия Ludovico il Moro, 22",Бергамо,,24100,Италия
10406,QUEEN,7,1997-01-07 00:00:00,1997-02-18 00:00:00,13.01.1997 г. 00:00,1,108.04,Королева Кulinар,"Алмеда дос Канриос, 891",Сан-Паулу,Спасибо,05487-020,Бразилия
10408,FOLIG,8,1997-01-08 00:00:00,1997-02-05 00:00:00,1997-01-14 00:00:00,1,11.26,Фоли-гурумандес,"184, улица Турньи",Лилль,,59000,Франция
10409,OCEAN,3,1997-01-09 00:00:00,1997-02-06 00:00:00,1997-01-14 00:00:00,1,29.83,Окано Атлантико Лтда.,"Инж. Густаво Монкада 8585, 20-й этаж",Буенос-Айрес,,1010,Аргентина
10411,BOTTM,9,1997-01-10 00:00:00,1997-02-07 00:00:00,1997-01-21 00:00:00,3,23.65,Рынки Bottom-Dollar,Бульвар Цауассен 23,Цауссен,Б,Т2Ф 8М4,Канада
10413,LAMAI,3,1997-01-14 00:00:00,1997-02-11 00:00:00,1997-01-16 00:00:00,2,95.66,Дом Азии,"1, улица Альсас-Лотарингия",Тулуза,,31000,Франция
10414,FAMIA,2,1997-01-14 00:00:00,1997-02-11 00:00:00,1997-01-17 00:00:00,3,21.48,Семья Аркибалд,"Руа Орс, 92",Сан-Паулу,Спасибо,05442-030,Бразилия
10416,WARTH,8,1997-01-16 00:00:00,13.02.1997 г. 00:00:00,1997-01-27 00:00:00,3,22.72,Вариан Гэрку,"Торикату, 38",Улу,,90110,Финляндия
10417,SIMOB,4,1997-01-16 00:00:00,13.02.1997 г. 00:00:00,1997-01-28 00:00:00,3,70.29,Бистро Симонс,"Виндблетт, тридцать четыре",Копенгаген,,1734,Дания
10418,QUICK,4,1997-01-17 00:00:00,1997-02-14 00:00:00,1997-01-24 00:00:00,1,17.55,Стоп,"Тауэрштрассе, 10",Куневальде,,1307,Германия
10420,WELLI,3,1997-01-21 00:00:00,1997-02-18 00:00:00,1997-01-27 00:00:00,1,44.12,Wellington Импортатор,"Руа do Mercado, 12",Резенде,Спасибо,08737-363,Бразилия
10421,QUEDE,8,1997-01-21 00:00:00,1997-03-04 00:00:00,1997-01-27 00:00:00,1,99.23,Кончика,"Улица Хлебопекарной, 12",Рио-де-Жанейро,РЖ,02389-673,Бразилия
10422,FRANS,2,1997-01-22 00:00:00,1997-02-19 00:00:00,1997-01-31 00:00:00,1,3.02,Франчи С.п.а.,"Виа Монте Белло, 34",Турин,,10100,Италия
10424,MEREP,7,1997-01-23 00:00:00,1997-02-20 00:00:00,1997-01-27 00:00:00,2,370.61,Мре Паиларде,43 улица Сен-Лоран,Монреаль,Квебек,1К3,Канада
10428,REGGC,7,1997-01-28 00:00:00,1997-02-25 00:00:00,1997-02-04 00:00:00,1,11.09,Реггиани Кейсифики,Проведенская дорога №124,Регγιο-Эмилия,,42100,Италия
10429,HUNGO,3,1997-01-29 00:00:00,12.03.1997 г.,1997-02-07 00:00:00,2,56.63,Голодный сова круглосуточный магазин,8 Джонуштабской дороги,Корк,Корк,,Ирландия
10430,ERNSH,4,1997-01-30 00:00:00,13.02.1997 г. 00:00:00,1997-02-03 00:00:00,1,458.78,Эрхард Хендель,Кирхгассе 6,Грац,,8010,Австрия
10431,BOTTM,4,1997-01-30 00:00:00,13.02.1997 г. 00:00:00,1997-02-07 00:00:00,2,44.17,Рынки Bottom-Dollar,Бульвар Цауассен 23,Цауссен,Б,Т2Ф 8М4,Канада
10432,SPLIR,3,1997-01-31 00:00:00,1997-02-14 00:00:00,1997-02-07 00:00:00,2,4.34,Пиво и эль Split Rail,П.О. hộp 555,Ландер,ВЭ,82520,США
10436,BLONP,3,1997-02-05 00:00:00,1997-03-05 00:00:00,1997-02-11 00:00:00,2,156.66,Блондел пре и сын,24-е место Клибера,Страсбург,,67000,Франция
10438,TOMSP,3,1997-02-06 00:00:00,1997-03-06 00:00:00,1997-02-14 00:00:00,2,8.24,Тому,"Луисенштрассе, 48",Мёнстер,,44087,Германия
10439,MEREP,6,1997-02-07 00:00:00,1997-03-07 00:00:00,1997-02-10 00:00:00,3,4.07,Мре Паиларде,43 улица Сен-Лоран,Монреаль,Квебек,1К3,Канада
10440,SAVEA,4,1997-02-10 00:00:00,1997-03-10 00:00:00,1997-02-28 00:00:00,2,86.53,"Рынки ""Сберегайте-багато""",187 Саффолк-лен.,Боис,АИД,83720,США
10441,OLDWO,3,1997-02-10 00:00:00,1997-03-24 00:00:00,1997-03-14 00:00:00,2,73.02,Старый Мир деликатесы,"улица Беринга, 2743",Анкоридж,АК,99508,США
10444,BERGS,3,1997-02-12 00:00:00,12.03.1997 г.,1997-02-21 00:00:00,3,3.5,Берглундс СнаббКП,Бергуувсген 8,Луле,,С-958-22,Швеция
10446,TOMSP,6,1997-02-14 00:00:00,1997-03-14 00:00:00,1997-02-19 00:00:00,1,14.68,Тому,"Луисенштрассе, 48",Мёнстер,,44087,Германия
10447,RICAR,4,1997-02-14 00:00:00,1997-03-14 00:00:00,1997-03-07 00:00:00,2,68.66,Рикардо Адокикадос,"Авеню Копакабана, 267",Рио-де-Жанейро,РЖ,02389-890,Бразилия
10448,RANCH,4,1997-02-17 00:00:00,17.03.1997 г. 00:00:00,1997-02-24 00:00:00,2,38.82,Ранчо-Гранде,Авенида дель Либертадор 900,Буенос-Айрес,,1010,Аргентина
10449,BLONP,3,1997-02-18 00:00:00,18.03.1997 г.,1997-02-27 00:00:00,2,53.3,Блондел пре и сын,24-е место Клибера,Страсбург,,67000,Франция
10450,VICTE,8,1997-02-19 00:00:00,1997-03-19 00:00:00,1997-03-11 00:00:00,2,7.23,Пища на складе,"Улица Коммерса, 2",Лион,,69004,Франция
10453,AROUT,1,1997-02-21 00:00:00,1997-03-21 00:00:00,1997-02-26 00:00:00,2,25.36,По кругу,Брук-Ферм Стратфорд Сент-Мэри,Колчестер,Эссекс,CO7 6JX,Великобритания
10454,LAMAI,4,1997-02-21 00:00:00,1997-03-21 00:00:00,1997-02-25 00:00:00,3,2.74,Дом Азии,"1, улица Альсас-Лотарингия",Тулуза,,31000,Франция
10456,KOENE,8,1997-02-25 00:00:00,1997-04-08 00:00:00,1997-02-28 00:00:00,2,8.12,Книльцо Эссен,"Маубельштрассе, 90",Бранденбург,,14776,Германия
