corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
30,Corp. Computer TransitInc., , ,,,,,2004-10-12T10:41:26,1,
130,Corp. Computer TransitCo., , ,,,,,2004-10-12T10:41:26,6,
199,Corp. Just Sail MakersCo., , ,,,,,2004-10-12T10:41:26,2,
244,Corp. Expert NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,1,
281,Corp. Imperial Key StonesCorp., , ,,,,,2004-10-12T10:41:26,1,
297,Corp. Just QuestsCorp., , ,,,,,2004-10-12T10:41:26,7,
342,Corp. Expert LightingLtd., , ,,,,,2004-10-12T10:41:26,5,
371,Corp. Humble Key StonesLtd., , ,,,,,2004-10-12T10:41:26,3,
375,Corp. Humble OperaLtd., , ,,,,,2004-10-12T10:41:26,5,
390,Corp. Imperial TransitLtd., , ,,,,,2004-10-12T10:41:26,3,
459,Corp. Famous Sail MakersAg., , ,,,,,2004-10-12T10:41:26,2,
463,Corp. Giant MachineryAg., , ,,,,,2004-10-12T10:41:26,1,
467,Corp. Giant QuestsAg., , ,,,,,2004-10-12T10:41:26,7,
472,Corp. Humble LightingAg., , ,,,,,2004-10-12T10:41:26,4,
474,Corp. Humble NeedleworkAg., , ,,,,,2004-10-12T10:41:26,2,
496,Corp. Just PetroleumAg., , ,,,,,2004-10-12T10:41:26,3,
499,Corp. Just Sail MakersAg., , ,,,,,2004-10-12T10:41:26,4,
33,Corp. Driven MachineryInc., , ,,,,,2004-10-12T10:41:26,1,
36,Corp. Driven PetroleumInc., , ,,,,,2004-10-12T10:41:26,7,
72,Corp. Humble LightingInc., , ,,,,,2004-10-12T10:41:26,4,
225,Corp. Computer OperaCorp., , ,,,,,2004-10-12T10:41:26,7,
422,Corp. Computer LightingAg., , ,,,,,2004-10-12T10:41:26,6,
435,Corp. Driven OperaAg., , ,,,,,2004-10-12T10:41:26,3,
438,Corp. Driven RestaurantsAg., , ,,,,,2004-10-12T10:41:26,5,
486,Corp. Imperial PetroleumAg., , ,,,,,2004-10-12T10:41:26,5,
495,Corp. Just OperaAg., , ,,,,,2004-10-12T10:41:26,3,
126,Corp. Computer PetroleumCo., , ,,,,,2004-10-12T10:41:26,6,
147,Corp. Expert QuestsCo., , ,,,,,2004-10-12T10:41:26,3,
195,Corp. Just OperaCo., , ,,,,,2004-10-12T10:41:26,3,
280,Corp. Humble TransitCorp., , ,,,,,2004-10-12T10:41:26,5,
317,Corp. Boston QuestsLtd., , ,,,,,2004-10-12T10:41:26,7,
343,Corp. Expert MachineryLtd., , ,,,,,2004-10-12T10:41:26,7,
344,Corp. Expert NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,4,
346,Corp. Expert PetroleumLtd., , ,,,,,2004-10-12T10:41:26,5,
352,Corp. Famous LightingLtd., , ,,,,,2004-10-12T10:41:26,1,
368,Corp. Giant RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,1,
483,Corp. Imperial MachineryAg., , ,,,,,2004-10-12T10:41:26,6,
45,Corp. Expert OperaInc., , ,,,,,2004-10-12T10:41:26,1,
470,Corp. Giant TransitAg., , ,,,,,2004-10-12T10:41:26,8,
97,Corp. Just QuestsInc., , ,,,,,2004-10-12T10:41:26,7,
150,Corp. Expert TransitCo., , ,,,,,2004-10-12T10:41:26,3,
415,Corp. Boston OperaAg., , ,,,,,2004-10-12T10:41:26,2,
451,Corp. Famous Key StonesAg., , ,,,,,2004-10-12T10:41:26,2,
278,Corp. Humble RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,1,
337,Corp. Driven QuestsLtd., , ,,,,,2004-10-12T10:41:26,7,
301,Corp. Apex Key StonesLtd., , ,,,,,2004-10-12T10:41:26,5,
171,Corp. Humble Key StonesCo., , ,,,,,2004-10-12T10:41:26,5,
207,Corp. Apex QuestsCorp., , ,,,,,2004-10-12T10:41:26,3,
305,Corp. Apex OperaLtd., , ,,,,,2004-10-12T10:41:26,6,
464,Corp. Giant NeedleworkAg., , ,,,,,2004-10-12T10:41:26,5,
78,Corp. Humble RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
484,Corp. Imperial NeedleworkAg., , ,,,,,2004-10-12T10:41:26,2,
137,Corp. Driven QuestsCo., , ,,,,,2004-10-12T10:41:26,5,
68,Corp. Giant RestaurantsInc., , ,,,,,2004-10-12T10:41:26,7,
5,Corp. Apex OperaInc., , ,,,,,2004-10-12T10:41:26,3,
260,Corp. Famous TransitCorp., , ,,,,,2004-10-12T10:41:26,7,
294,Corp. Just NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,5,
58,Corp. Famous RestaurantsInc., , ,,,,,2004-10-12T10:41:26,3,
138,Corp. Driven RestaurantsCo., , ,,,,,2004-10-12T10:41:26,8,
460,Corp. Famous TransitAg., , ,,,,,2004-10-12T10:41:26,4,
347,Corp. Expert QuestsLtd., , ,,,,,2004-10-12T10:41:26,1,
54,Corp. Famous NeedleworkInc., , ,,,,,2004-10-12T10:41:26,2,
236,Corp. Driven PetroleumCorp., , ,,,,,2004-10-12T10:41:26,2,
186,Corp. Imperial PetroleumCo., , ,,,,,2004-10-12T10:41:26,8,
40,Corp. Driven TransitInc., , ,,,,,2004-10-12T10:41:26,2,
238,Corp. Driven RestaurantsCorp., , ,,,,,2004-10-12T10:41:26,4,
34,Corp. Driven NeedleworkInc., , ,,,,,2004-10-12T10:41:26,1,
48,Corp. Expert RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
308,Corp. Apex RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,8,
386,Corp. Imperial PetroleumLtd., , ,,,,,2004-10-12T10:41:26,2,
273,Corp. Humble MachineryCorp., , ,,,,,2004-10-12T10:41:26,2,
23,Corp. Computer MachineryInc., , ,,,,,2004-10-12T10:41:26,6,
440,Corp. Driven TransitAg., , ,,,,,2004-10-12T10:41:26,4,
121,Corp. Computer Key StonesCo., , ,,,,,2004-10-12T10:41:26,2,
60,Corp. Famous TransitInc., , ,,,,,2004-10-12T10:41:26,4,
323,Corp. Computer MachineryLtd., , ,,,,,2004-10-12T10:41:26,5,
144,Corp. Expert NeedleworkCo., , ,,,,,2004-10-12T10:41:26,5,
50,Corp. Expert TransitInc., , ,,,,,2004-10-12T10:41:26,6,
263,Corp. Giant MachineryCorp., , ,,,,,2004-10-12T10:41:26,4,
100,Corp. Just TransitInc., , ,,,,,2004-10-12T10:41:26,1,
332,Corp. Driven LightingLtd., , ,,,,,2004-10-12T10:41:26,7,
447,Corp. Expert QuestsAg., , ,,,,,2004-10-12T10:41:26,3,
417,Corp. Boston QuestsAg., , ,,,,,2004-10-12T10:41:26,6,
274,Corp. Humble NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,5,
480,Corp. Humble TransitAg., , ,,,,,2004-10-12T10:41:26,1,
287,Corp. Imperial QuestsCorp., , ,,,,,2004-10-12T10:41:26,1,
197,Corp. Just QuestsCo., , ,,,,,2004-10-12T10:41:26,6,
450,Corp. Expert TransitAg., , ,,,,,2004-10-12T10:41:26,2,
63,Corp. Giant MachineryInc., , ,,,,,2004-10-12T10:41:26,5,
296,Corp. Just PetroleumCorp., , ,,,,,2004-10-12T10:41:26,8,
491,Corp. Just Key StonesAg., , ,,,,,2004-10-12T10:41:26,8,
55,Corp. Famous OperaInc., , ,,,,,2004-10-12T10:41:26,7,
173,Corp. Humble MachineryCo., , ,,,,,2004-10-12T10:41:26,5,
159,Corp. Famous Sail MakersCo., , ,,,,,2004-10-12T10:41:26,2,
