year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1993,NHL,SJS,19,13,10.0,,14,22,6.0,,,,,,3,9,1,,7,4,3,,2,7,3,,4,2,4.0,,6,8,1.0,,8,3,3,,3,2,1,
2006,NHL,LAK,16,16,,9,11,25,,5,,,,,4,8,,2,5,6,,2,5,8,,1,3,8,,1,4,2,,4,5,6,,4,1,3,,0
1999,NHL,FLO,26,9,4.0,2,17,18,2.0,4,,,,,6,3,1,2,7,3,1,0,7,4,1,1,9,4,1.0,0,5,6,0.0,2,7,6,1,0,2,1,1,1
1981,NHL,NYI,33,3,4.0,,21,13,6.0,,,,,,8,1,2,,6,5,2,,7,5,1,,9,2,1.0,,12,1,1.0,,11,1,2,,1,1,1,
1958,NHL,MTL,21,8,6.0,,18,10,7.0,,,,,,7,2,2,,6,5,1,,8,2,2,,5,2,6.0,,7,4,1.0,,6,3,1,,,,,
1927,NHL,MTL,12,7,3.0,,14,4,4.0,,,,,,,,,,3,1,1,,8,0,3,,7,3,0.0,,2,4,3.0,,6,3,0,,,,,
1997,NHL,VAN,15,22,4.0,,10,21,10.0,,,,,,3,8,2,,6,6,1,,2,9,3,,3,9,2.0,,4,1,1.0,,4,6,4,,3,4,1,
2003,NHL,OTT,23,8,5.0,5,20,15,5.0,1,,,,,5,2,0,1,4,6,2,2,9,2,3,0,10,4,2.0,0,7,2,2.0,2,7,6,1,1,1,1,0,0
2002,NHL,TBL,22,9,7.0,3,14,16,9.0,2,,,,,7,1,2,0,5,6,1,1,5,6,2,2,5,6,2.0,1,5,3,3.0,1,8,1,6,0,1,2,0,0
2007,NHL,OTT,22,15,,4,21,16,,4,,,,,9,1,,0,7,5,,2,9,3,,2,7,7,,0,4,7,,2,6,6,,2,1,2,,0
2008,NHL,CAL,27,10,,4,19,20,,2,,,,,6,3,,1,8,6,,0,8,2,,3,8,3,,0,7,4,,2,6,9,,0,3,3,,0
1965,NHL,BOS,15,17,3.0,,6,26,3.0,,,,,,0,3,0,,5,5,2,,1,12,1,,5,8,1.0,,4,6,2.0,,5,9,0,,1,0,0,
1975,NHL,TOR,23,12,5.0,,11,19,10.0,,,,,,5,4,1,,4,3,6,,5,6,1,,7,6,2.0,,7,6,1.0,,6,4,4,,0,2,0,
2006,NHL,SJS,25,12,,4,26,14,,1,,,,,9,4,,0,10,3,,0,7,7,,0,7,3,,1,5,7,,1,10,2,,2,3,0,,1
1974,NHL,NYR,21,11,8.0,,16,18,6.0,,,,,,5,3,2,,5,5,2,,6,3,4,,9,4,1.0,,6,4,4.0,,5,9,0,,1,1,1,
2005,NHL,BOS,16,15,,10,13,22,,6,,,,,5,5,,3,3,8,,2,6,5,,1,8,4,,2,2,2,,2,4,9,,3,1,4,,3
1925,WCHL,VIC,8,3,4.0,,7,8,0.0,,,,,,,,,,,,,,2,5,2,,4,3,2.0,,7,2,0.0,,2,1,0,,,,,
1984,NHL,NJD,13,21,6.0,,9,27,4.0,,,,,,3,6,0,,4,6,2,,5,8,2,,3,9,1.0,,3,6,3.0,,4,10,1,,0,3,1,
