playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
gilleba01,,,Barney,Gillerain,,Arthur Charles,,70,160,R,,,,,,,,R,1887,5,27,Canada,ON,Brockville,,,,,,
hrdinji01,,,Jiri,Hrdina,,Jiri,,72,195,L,10670,2386,hrdinji01,1987,1991,,,C,1958,1,5,Czech Republic,,Prague,,,,,,
reigled01,,,Ed,Reigle,,Edmund,Rags,69,180,L,14104,12075,reigled01,1950,1950,,,D,1924,6,19,Canada,MB,Winnipeg,2003,11,20,,,
bozonph01,,,Philippe,Bozon,,Philippe,,70,185,L,10151,540,bozonph01,1991,1994,,,L,1966,11,30,France,,Chamonix,,,,,,
arboujo01,,,John,Arbour,,John Gilbert,,71,195,L,11861,98,arboujo01,1965,1971,1972,1976,D,1945,9,28,Canada,ON,Niagara Falls,,,,,,
lindgpe01,,,Perttu,Lindgren,,,,72,185,L,,84345,lindgpe01,2009,2009,,,C,1987,8,26,Finland,,Tampere,,,,,,
scheljo01,,,John,Schella,,John Edward,,72,180,R,14236,4800,scheljo01,1970,1971,1972,1977,D,1947,5,9,Canada,ON,Port Arthur,,,,,,
adduori01,,,Rick,Adduono,,Rick Norman,,71,182,L,11815,6474,adduori01,1975,1979,1978,1978,C,1955,1,25,Canada,ON,Fort William,,,,,,
parkeje01,,,Jeff,Parker,,Jeffrey Lee,,75,194,R,13926,4155,parkeje01,1986,1990,,,R,1964,9,7,USA,MN,St. Paul,,,,,,
nyquigu01,,,Gustav,Nyquist,,,,70,169,,,,nyquigu01,2011,2011,,,L,1989,9,1,,,,,,,,,
fosteku01,,,Kurtis,Foster,,,,77,218,R,19595,31189,fosteku01,2002,2011,,,D,1981,11,24,Canada,ON,Carp,,,,,,
kleinsc01,,,Scot,Kleinendorst,,Scot B.,,75,215,L,13208,2746,kleinsc01,1982,1989,,,D,1960,1,16,USA,MN,Grand Rapids,,,,,,
mathidw01,,,Dwight,Mathiasen,,Dwight,,73,190,R,13564,3456,mathidw01,1985,1987,,,R,1963,5,12,Canada,MB,Brandon,,,,,,
almasre01,,,Red,Almas,,Ralph Clayton,,69,160,R,18415,11434,almasre01,1946,1952,,,G,1924,4,26,Canada,SK,Saskatoon,2001,5,13,Canada,SK,Regina
,legergi01c,,Gilles,Leger,,Gilles,,,,,,61621,legergi99c,,,,,,1941,7,16,Canada,ON,Cornwall,,,,,,
mcanete01,,,Ted,McAneeley,,Edward Joseph,,69,185,L,13582,3496,mcanete01,1972,1974,1975,1975,D,1950,11,7,Canada,BC,Cranbrook,,,,,,
bacasja01,,,Jason,Bacashihua,,,Cash,71,177,L,20281,56777,bacasja01,2005,2006,,,G,1982,9,20,USA,MI,Garden City,,,,,,
jamesco01,,,Connor,James,,,,70,180,R,20817,54753,jamesco01,2005,2008,,,L,1982,8,25,Canada,AB,Calgary,,,,,,
morinwa01,,,Wayne,Morin,,Wayne,,70,185,R,,11953,morinwa01,,,1976,1976,D,1955,5,13,Canada,BC,Progress,,,,,,
dallmma01,,,Marty,Dallman,,Martin,,70,180,R,12403,1240,dallmma01,1987,1988,,,C,1963,2,15,Canada,ON,Niagara Falls,,,,,,
johnscr01,,,Craig,Johnson,,Craig,,74,200,L,10725,12125,johnscr01,1994,2003,,,L,1972,3,18,USA,MN,St. Paul,,,,,,
smithro03,,,Ross,Smith,,Ross,,72,185,L,,10220,smithro03,,,1974,1974,L,1953,11,20,Canada,AB,Fawcett,,,,,,
kavanpa01,,,Pat,Kavanagh,,,,75,192,R,11252,25855,kavanpa01,2000,2005,,,R,1979,3,14,Canada,ON,Ottawa,,,,,,
ortmeje01,,,Jed,Ortmeyer,,,,72,197,R,21199,49567,ortmeje01,2003,2011,,,R,1978,9,3,USA,NE,Omaha,,,,,,
gunnaca01,,,Carl,Gunnarsson,,,,74,189,L,,94563,gunnaca01,2009,2011,,,D,1986,11,9,Sweden,,Orebro,,,,,,
quackbi01,,quackbi01h,Bill,Quackenbush,,Hubert George,,71,190,L,P197602,4424,quackbi01,1942,1955,,,D,1922,3,2,Canada,ON,Toronto,1999,9,12,USA,PA,Newtown
