playerid,year,ppa,sha
murphla01,1990,19,
simpscr01,1987,10,1
hunteda01,1987,1,4
manthmo01,1988,9,
bodgedo01,1988,25,1
josepch01,1987,6,
foligmi01,1990,1,
coxecr01,1987,1,
dineego01,1988,2,
hrdinji01,1990,4,
brookbo01,1989,1,2
skrikpe01,1990,5,
norwole01,1990,3,
ciccadi01,1988,10,1
larsore01,1988,14,
jonssto01,1988,24,
makelmi01,1989,1,
libaig01,1988,6,
brownro01,1990,10,
bennibr01,1989,5,
bullami01,1988,13,
quinnda01,1989,15,1
sanipev01,1989,2,
ysebapa01,1990,4,1
sandsto01,1989,20,
crossdo01,1990,21,
ramagro01,1987,19,2
gingrga01,1987,9,
tuckejo01,1989,6,
wilsoca01,1987,9,3
poulida02,1989,1,1
goulemi01,1989,15,1
tuckejo01,1990,1,
hardyma01,1987,10,1
bassebo01,1988,,1
samueul01,1990,,2
kennede01,1988,,2
stastpe01,1989,23,
chrisda01,1989,7,
huntema01,1990,4,
sheehne01,1987,1,
maroima01,1988,3,
gartnmi01,1989,14,1
klimape01,1989,11,
wilsoca01,1988,19,
macivno01,1988,19,
lawlepa01,1987,3,
petitmi01,1990,16,
macdepa01,1989,2,
cyrpa01,1987,1,
huberwi01,1987,14,
donnemi01,1987,2,
dineego01,1987,2,
ledyagr01,1988,6,
pederma01,1990,7,
adamsgr01,1989,1,
hardyma01,1988,5,
dahlqch01,1990,,1
butchga01,1990,3,2
ledyagr01,1987,5,
kurveto01,1990,15,
archida01,1989,4,
carpebo01,1988,4,
ruotsre01,1989,9,
hullbr01,1987,10,
franclo01,1990,1,1
paslagr01,1990,3,1
momesse01,1990,1,
charbjo01,1988,1,
murphla01,1988,22,
erickbr01,1987,6,
courtru01,1988,2,
cullejo01,1990,29,
robergo01,1987,3,
duguaro01,1987,2,
mcbeawa01,1988,1,
zezelpe01,1988,17,
smaildo01,1990,1,1
frycemi01,1988,3,
mcintjo01,1990,,2
kontoch01,1987,6,
grahadi01,1987,7,1
vaiveri01,1988,15,
laughcr01,1987,3,
quinnda01,1990,18,
johanca01,1988,7,
ruffli01,1988,1,
mckegto01,1990,7,
krushmi01,1990,3,
