year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1992,DSF,C,PIT,NHL,NJD,NHL,4,1,0,23,13,
2005,CQF,H,SJS,NHL,NAS,NHL,4,1,0,17,10,
1993,CQF,A,NYR,NHL,NYI,NHL,4,0,0,22,3,
1989,DSF,A,BOS,NHL,HAR,NHL,4,3,0,23,21,
2005,CQF,G,ANA,NHL,CAL,NHL,4,3,0,17,16,
2005,CSF,I,BUF,NHL,OTT,NHL,4,1,0,16,13,
2011,CSF,I,NYR,NHL,WAS,NHL,4,3,0,15,13,
1978,Pre,C,TOR,NHL,ATF,NHL,2,0,0,9,5,
1979,SF,N,NYI,NHL,BUF,NHL,4,2,0,22,17,
1948,SCF,C,TOR,NHL,DET,NHL,4,0,0,12,5,
1988,DSF,G,CAL,NHL,VAN,NHL,4,3,0,26,20,
1987,DSF,D,WAS,NHL,PHI,NHL,4,3,0,31,25,
1917,SCF,,TOA,NHL,VML,PCHA,3,2,0,18,21,
1999,SCF,O,NJD,NHL,DAL,NHL,4,2,0,15,9,
1951,SF,B,MTL,NHL,BOS,NHL,4,3,0,18,12,
2010,CQF,H,NAS,NHL,AND,NHL,4,2,0,22,20,
1957,SF,A,MTL,NHL,DET,NHL,4,0,0,19,6,
2001,CQF,E,DET,NHL,VAN,NHL,4,2,0,22,16,
1941,QF,B,BOS,NHL,CHI,NHL,2,1,0,5,7,
1975,SF,,HOU,WHA,NEW,WHA,4,3,0,19,21,
1977,QF,,QUN,WHA,HOU,WHA,4,2,0,29,16,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
1927,SF,D,NYR,NHL,BOS,NHL,1,0,1,5,2,TG
1970,SF,E,MTL,NHL,MNS,NHL,4,2,0,27,19,
2005,CSF,J,CAR,NHL,NJD,NHL,4,1,0,17,10,
1936,SCF,E,DET,NHL,NYR,NHL,3,2,0,9,8,
1969,SF,F,STL,NHL,PIT,NHL,4,2,0,19,10,
1993,CSF,I,NYR,NHL,WAS,NHL,4,1,0,20,12,
1979,Pre,H,NYR,NHL,ATF,NHL,3,1,0,14,8,
2003,CQF,G,CAL,NHL,VAN,NHL,4,3,0,19,16,
2007,CQF,D,NYR,NHL,NJD,NHL,4,1,0,19,12,
1929,SF,D,MTL,NHL,NYR,NHL,2,0,0,4,1,
2010,SCF,O,BOS,NHL,VAN,NHL,4,3,0,23,8,
1916,F,,MOC,NHA,OT1,NHA,1,1,0,7,6,TG
1929,QF,C,NYR,NHL,OTS,NHL,1,0,1,6,3,TG
1956,SCF,C,MTL,NHL,BOS,NHL,4,1,0,15,6,
1938,QF,B,TOR,NHL,NYA,NHL,2,0,0,6,0,
1934,SF,D,MTM,NHL,NYR,NHL,1,0,1,5,4,TG
1987,DSF,H,EDM,NHL,WIN,NHL,4,1,0,25,17,
1918,F,,MTL,NHL,OTS,NHL,4,1,0,26,18,
1937,QF,C,CHI,NHL,MTL,NHL,2,1,0,11,8,
1986,DSF,D,NYI,NHL,WAS,NHL,4,3,0,19,19,
1921,F,,TRS,NHL,OTS,NHL,1,0,1,5,4,TG
1924,F,,VIC,WCHL,CAT,WCHL,1,0,1,3,1,TG
1997,CQF,A,OTT,NHL,NJD,NHL,4,2,0,13,12,
1982,DSF,A,BOS,NHL,QUE,NHL,3,1,0,11,8,
1929,SCF,E,MTL,NHL,BOS,NHL,2,0,0,7,3,
2011,CQF,B,WAS,NHL,BOS,NHL,4,3,0,16,15,
1944,SCF,C,TOR,NHL,DET,NHL,4,3,0,9,9,
1982,CF,M,NYI,NHL,BOS,NHL,4,2,0,30,21,
1985,DF,L,CAL,NHL,EDM,NHL,4,3,0,25,24,
2003,CQF,A,TBL,NHL,NYI,NHL,4,1,0,12,5,
1987,DSF,C,NJD,NHL,NYI,NHL,4,2,0,23,18,
1943,SF,A,MTL,NHL,TOR,NHL,4,1,0,23,6,
1927,SCF,E,NYR,NHL,MTM,NHL,3,2,0,5,6,
1995,CSF,J,PIT,NHL,NYR,NHL,4,1,0,21,15,
1991,DSF,H,EDM,NHL,LAK,NHL,4,2,0,23,18,
1953,SF,A,DET,NHL,TOR,NHL,4,1,0,15,8,
1981,DSF,H,VAN,NHL,CAL,NHL,3,0,0,10,5,
1990,DSF,G,LAK,NHL,VAN,NHL,4,2,0,26,16,
1999,CQF,E,SJS,NHL,STL,NHL,4,3,0,20,22,
1999,CQF,F,DAL,NHL,EDM,NHL,4,1,0,14,11,
1982,CF,N,EDM,NHL,CHI,NHL,4,0,0,25,11,
