playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
lockhho01,1916,1,TOB,NHA,12,720,7,5,0,,1,69,,,,,,,,,,
whitmka01,1994,1,VAN,NHL,11,558,0,6,2,1,0,37,279,1,20,0,0,,0,0,2,18
fitzpma01,1990,1,NYI,NHL,2,120,1,1,0,0,0,6,60,,,,,,,,,
takkoka01,1989,1,MNS,NHL,21,1012,4,12,0,4,0,68,482,1,4,0,0,,0,0,0,0
bachry01,1998,1,LAK,NHL,3,108,0,3,0,0,0,8,66,,,,,,,,,
lowro01,1972,1,TOR,NHL,42,2343,12,24,4,1,1,152,,,,,,,,,,
niemian02,2010,1,SJS,NHL,60,3524,35,18,6,2,6,140,1741,18,1044,8,9,,1,0,56,538
emeryra01,2010,1,AND,NHL,10,527,7,2,0,2,0,20,272,6,319,2,3,,1,0,17,165
lairdbi01,1922,1,REG,WCHL,28,1701,16,12,0,,3,83,,2,150,0,1,1,,0,4,
passmst01,1999,1,CHI,NHL,24,1388,7,12,3,4,1,63,654,,,,,,,,,
hackeje01,1998,2,MTL,NHL,53,3091,24,20,9,2,5,117,1360,,,,,,,,,
wetzeca01,1972,1,MFS,WHA,1,60,0,1,0,0,0,3,35,,,,,,,,,
vernomi01,2000,1,CAL,NHL,41,2246,12,23,5,3,3,121,1034,,,,,,,,,
beverbi01,1936,1,MTM,NHL,21,1290,12,6,3,,1,47,,5,300,2,3,,,0,11,
janasst01,1979,1,MNS,NHL,1,60,0,0,1,0,0,2,,,,,,,,,,
vachoro01,1973,1,LAK,NHL,65,3751,28,26,10,5,5,175,,4,240,0,4,,2,0,7,
cloutda01,1999,1,TBL,NHL,52,2492,9,30,3,3,0,145,1258,,,,,,,,,
whitmka01,2000,1,BOS,NHL,5,203,1,2,0,0,0,18,94,,,,,,,,,
gardnge01,1973,1,LAS,WHA,2,120,0,2,0,0,0,13,65,,,,,,,,,
lowro01,1977,1,DET,NHL,32,1816,9,12,9,2,1,102,,4,240,1,3,,0,0,17,
hallgl01,1970,1,STL,NHL,32,1761,13,11,8,1,2,71,,3,180,0,3,,0,0,9,
caseyjo01,1989,1,MNS,NHL,61,3407,31,22,4,5,3,183,1757,7,415,3,4,,0,1,21,219
belanyv01,1974,1,STL,NHL,11,640,6,3,2,0,1,29,,,,,,,,,,
millegr01,1980,1,PIT,NHL,63,3721,25,27,10,6,0,258,,5,325,2,3,,1,0,19,
vezinge01,1911,1,MOC,NHA,18,1109,8,10,0,,0,66,,,,,,,,,,
nabokev01,2005,1,SJS,NHL,45,2575,16,19,7,2,1,133,1160,1,12,0,0,,0,0,1,4
enrotjh01,2010,1,BUF,NHL,14,769,9,2,2,0,1,35,377,1,17,0,0,,0,0,1,8
riggipa01,1987,1,PIT,NHL,22,1169,7,8,4,1,0,76,580,,,,,,,,,
mccarja01,1973,1,MFS,WHA,2,42,0,0,0,0,0,5,26,,,,,,,,,
sauvebo01,1981,2,DET,NHL,41,2365,11,25,4,5,0,165,,,,,,,,,,
hackema01,2011,1,MIN,NHL,12,556,3,6,0,3,0,22,282,,,,,,,,,
edwarro01,1970,1,DET,NHL,37,2104,11,19,7,0,0,119,,,,,,,,,,
littlne01,2003,1,PHI,NHL,1,33,0,1,0,0,0,2,8,,,,,,,,,
hallgl01,1965,1,CHI,NHL,64,3747,34,21,7,0,4,164,,6,347,2,4,,0,0,22,
wortero01,1929,2,NYA,NHL,36,2270,11,21,4,,2,135,,,,,,,,,,
forbeja01,1928,1,NYA,NHL,1,60,1,0,0,,0,3,,,,,,,,,,
hasekdo01,1998,1,BUF,NHL,64,3817,30,18,14,2,9,119,1877,19,1217,13,6,,2,2,36,587
couturi01,1974,1,CHC,WHA,1,60,0,1,0,0,0,5,36,,,,,,,,,
soetado01,1981,1,WIN,NHL,39,2157,13,14,8,1,2,155,,2,120,1,1,,0,0,8,
hanlogl01,1982,1,STL,NHL,14,671,3,8,1,2,0,50,414,,,,,,,,,
smithga01,1965,1,TOR,NHL,3,118,0,2,0,0,0,7,,,,,,,,,,
storrja01,1996,1,LAK,NHL,5,265,2,1,1,1,0,11,147,,,,,,,,,
theodjo01,2009,1,WAS,NHL,47,2586,30,7,7,1,1,121,1352,2,81,0,1,,0,0,5,40
eschero01,2002,1,PHI,NHL,30,1638,12,9,3,2,2,60,647,1,30,0,0,,0,0,1,14
hodgech01,1970,1,VAN,NHL,35,1967,15,13,5,0,0,112,,,,,,,,,,
masonch02,2006,1,NAS,NHL,40,2342,24,11,4,5,5,93,1244,,,,,,,,,
osgooch01,2003,1,STL,NHL,67,3861,31,25,8,3,3,144,1604,5,287,1,4,,0,0,12,109
hodsoke01,2002,1,TBL,NHL,7,283,0,3,1,1,0,12,101,,,,,,,,,
eliotda01,1988,1,BUF,NHL,2,67,0,0,0,0,0,7,43,,,,,,,,,
puppada01,1994,1,TBL,NHL,36,2013,14,19,2,4,1,90,946,,,,,,,,,
brodeke01,1973,1,BOS,NHL,5,300,2,2,1,1,0,16,,,,,,,,,,
tenoha01,1938,1,DET,NHL,5,300,2,3,0,,0,15,,,,,,,,,,
wamslri01,1989,1,CAL,NHL,36,1969,18,8,6,2,2,107,855,1,49,0,1,,0,0,9,23
veisomi01,1976,1,CHI,NHL,3,180,1,2,0,0,0,13,,,,,,,,,,
junkijo01,1973,1,NYJ,WHA,53,3122,21,25,4,3,1,197,1762,,,,,,,,,
