year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1923,PCHA,SEA,SEA,,,1,PF,30,14,16,0.0,,28,,,84,99,Seattle Metropolitans,,,,,,,,
1980,NHL,STL,STL,CC,SM,1,QF,80,45,18,17.0,,107,,,352,281,St. Louis Blues,1657,34,85,359,12,61,338,16
1998,NHL,BOS,BOS,EC,NE,3,CSF,82,39,30,13.0,,91,,,214,181,Boston Bruins,1182,6,65,368,9,33,305,3
1977,NHL,PHI,PHI,CC,PT,2,SF,80,45,20,15.0,,105,,,296,200,Philadelphia Flyers,1668,6,51,219,5,66,340,18
1963,NHL,BOS,BOS,,,6,,70,18,40,12.0,,48,,,170,212,Boston Bruins,858,,28,220,4,45,242,3
1910,NHA,QU1,BKN,,,5,,16,4,12,0.0,,8,,,65,97,Quebec Bulldogs,,,,,,,,
2005,NHL,PIT,PIT,EC,AT,5,,82,22,46,,14,58,1,6,244,316,Pittsburgh Penguins,1559,20,94,495,16,113,533,13
2002,NHL,EDM,EDM,WC,NW,4,CQF,82,36,26,11.0,9,92,,,231,230,Edmonton Oilers,1203,16,56,386,8,61,351,13
1934,NHL,BOS,BOS,,AM,1,SF,48,26,16,6.0,,58,,,129,112,Boston Bruins,379,,,,,,,
1981,NHL,LAK,LAK,CC,SM,4,DF,80,24,41,15.0,,63,,,314,369,Los Angeles Kings,1730,10,75,355,11,89,310,7
2009,NHL,PIT,PIT,EC,AT,2,CSF,82,47,28,,7,101,8,2,257,237,Pittsburgh Penguins,1195,12,56,326,8,52,327,7
1935,NHL,NYA,BKN,,CA,3,SF,48,16,25,7.0,,39,,,109,122,New York Americans,392,,,,,,,
1949,NHL,DET,DET,,,1,SC,70,37,19,14.0,,88,,,229,164,Detroit Red Wings,736,,,,,,,
2006,NHL,OTT,OTT,EC,NE,2,F,82,48,25,,9,105,2,6,288,222,Ottawa Senators,1173,12,72,403,12,61,394,17
1919,PCHA,VML,VMR,,,2,PF,22,11,11,0.0,,22,,,75,65,Vancouver Millionaires,,,,,,,,
1942,NHL,TOR,TOR,,,3,SF,50,22,19,9.0,,53,,,198,159,Toronto Maple Leafs,421,,,,,,,
1980,NHL,PHI,PHI,CC,PT,2,QF,80,41,24,15.0,,97,,,313,249,Philadelphia Flyers,2621,40,75,278,4,85,432,10
1973,WHA,QUN,COL,,EW,5,,78,38,36,4.0,,80,,,306,280,Quebec Nordiques,909,18,61,280,6,44,194,1
2001,NHL,NYR,NYR,EC,AT,4,,82,36,38,4.0,4,80,,,227,258,New York Rangers,1753,10,48,326,5,80,398,8
1970,NHL,NYR,NYR,,ED,2,SF,78,49,18,11.0,,109,,,259,177,New York Rangers,952,8,60,234,3,41,253,5
1994,NHL,PIT,PIT,EC,NE,2,CSF,48,29,16,3.0,,61,,,181,158,Pittsburgh Penguins,1036,10,42,221,4,46,229,8
1987,NHL,BOS,BOS,WA,AD,2,F,80,44,30,6.0,,94,,,300,251,Boston Bruins,2443,36,74,446,10,70,425,14
1940,NHL,DET,DET,,,3,F,48,21,16,11.0,,53,,,112,102,Detroit Red Wings,337,,,,,,,
1946,NHL,MTL,MTL,,,1,F,60,34,16,10.0,,78,,,189,138,Montreal Canadiens,561,,,,,,,
