year,hofid,name,category
1975,bucklfr01h,Frank Buckland,Builder
1976,quackbi01h,Bill Quackenbush,Player
2006,roypa01h,Patrick Roy,Player
2002,gillicl01h,Clark Gillies,Player
1945,mcgeefr01h,Frank McGee,Player
1961,conacch01h,Charlie Conacher,Player
1977,cattajo01h,Joseph Cattarinich,Builder
1988,oconnbu01h,Buddy O'Connor,Player
2007,stevesc01h,Scott Stevens,Player
1950,lalonne01h,Newsy Lalonde,Player
1992,allenke01h,Keith Allen,Builder
1960,walkeja01h,Jack Walker,Player
2001,hawerda01h,Dale Hawerchuk,Player
1965,mosiebi01h,Bill Mosienko,Player
1991,pulfobo01h,Bob Pulford,Player
1962,smithfr01h,Frank Smith,Builder
1966,bouchbu01h,Butch Bouchard,Player
2004,bourqra01h,Raymond Bourque,Player
1975,drillgo01h,Gordie Drillon,Player
1988,snideed01h,Edward Snider,Builder
1965,marshja02h,Jack Marshall,Player
1980,butteja01h,Jack Butterfield,Builder
1962,watsoha01h,Harry Watson,Player
1978,plantja01h,Jacques Plante,Player
1962,westwha01h,Harry Westwick,Player
1961,lesuepe01h,Percy LeSueur,Player
1987,laperja01h,Jacques Laperriere,Player
1993,damicjo01h,John D'Amico,Referee/Linesman
1961,rankifr01h,Frank Rankin,Player
1964,siebeba01h,Babe Siebert,Player
1966,kennete01h,Ted Kennedy,Player
1973,smithto01h,Tommy Smith,Player
1964,campban01h,Angus Campbell,Builder
1985,ratelje01h,Jean Ratelle,Player
1964,bentldo01h,Doug Bentley,Player
1958,dudlege01h,George Dudley,Builder
1985,pilouru01h,Rudy Pilous,Builder
1988,laflegu01h,Guy Lafleur,Player
2000,mullejo01h,Joe Mullen,Player
1974,dundeto01h,Tommy Dunderdale,Player
1961,seibeol01h,Oliver Seibert,Player
1991,bowmasc01h,Scotty Bowman,Builder
1970,dyeba01h,Babe Dye,Player
1999,gretzwa01h,Wayne Gretzky,Player
1972,adamswe01h,Weston Adams,Builder
1980,lumleha01h,Harry Lumley,Player
1980,patrily01h,Lynn Patrick,Player
2007,macinal01h,Al MacInnis,Player
1961,halljo01h,Joe Hall,Player
1962,stanlba01h,Barney Stanley,Player
1983,hullbo01h,Bobby Hull,Player
1998,conacro01h,Roy Conacher,Player
1949,bainda01h,Dan Bain,Player
1950,triheha01h,Harry Trihey,Player
1958,fredrfr01h,Frank Fredrickson,Player
1967,storere01h,Red Storey,Referee/Linesman
1965,hornere01h,Red Horner,Player
1985,mariujo01h,John Mariucci,Builder
1945,gardich01h,Charlie Gardiner,Player
2010,granaca01h,Cammi Granato,Player
1977,delveal01h,Alex Delvecchio,Player
1973,harvedo01h,Doug Harvey,Player
1995,cookbu01h,Bun Cook,Player
2001,patricr01h,Craig Patrick,Builder
1988,parkbr01h,Brad Park,Player
1992,gainebo01h,Bob Gainey,Player
1982,ullmano01h,Norm Ullman,Player
1986,keonda01h,Dave Keon,Player
1950,griffsi01h,Si Griffis,Player
1961,waghofr01h,Fred Waghorne,Builder
1960,selkefr01h,Frank Selke,Builder
1962,camerha01h,Harry Cameron,Player
1997,sathegl01h,Glen Sather,Builder
1989,sittlda01h,Darryl Sittler,Player
1978,bickejo01h,John Bickell,Builder
1985,olmstbe01h,Bert Olmstead,Player
2003,fuhrgr01h,Grant Fuhr,Player
1973,udvarfr01h,Frank Udvari,Referee/Linesman
1999,vanhean01h,Andy Van Hellemond,Referee/Linesman
1947,joliaau01h,Aurel Joliat,Player
1958,raymodo01h,Donat Raymond,Builder
1962,darraja01h,Jack Darragh,Player
1984,parenbe01h,Bernie Parent,Player
2000,savarde01h,Denis Savard,Player
1996,salmibo01h,Borje Salming,Player
1958,gardihe01h,Herb Gardiner,Player
2009,leetcbr01h,Brian Leetch,Player
1962,simpsjo01h,Joe Simpson,Player
1975,hallgl01h,Glenn Hall,Player
1966,reardke01h,Ken Reardon,Player
1992,dumarwo01h,Woody Dumart,Player
1972,smithho01h,Hooley Smith,Player
1966,prattba01h,Babe Pratt,Player
1978,pronoma01h,Marcel Pronovost,Player
1962,lavioja01h,Jack Laviolette,Player
1978,pollosa01h,Sam Pollock,Builder
1981,stanlal01h,Allan Stanley,Player
1961,dayha01h,Hap Day,Player
1972,belivje01h,Jean Beliveau,Player
1952,mackami01h,Mickey MacKay,Player
1947,caldefr01h,Frank Calder,Builder
1947,roberjo02h,John Robertson,Builder
1974,coultar01h,Art Coulter,Player
1947,sutheja01h,James Sutherland,Builder
1952,cookbi01h,Bill Cook,Player
1978,tuttwi01h,William Tutt,Builder
