coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
quinnpa01c,1991,VAN,NHL,1,,80,42,26,12,13,6,7,0
muckljo01c,1998,NYR,NHL,1,,82,33,38,11,,,,
babcomi01c,2011,DET,NHL,1,,82,48,28,6,5,1,4,0
howelha01c,1974,SDM,WHA,1,,78,43,31,4,10,4,6,0
boivile01c,1975,STL,NHL,3,,43,17,17,9,3,1,2,0
gulutgl01c,2011,DAL,NHL,1,,82,42,35,5,,,,
arboual01c,1979,NYI,NHL,1,,80,39,28,13,21,15,6,0
lowro01c,1996,EDM,NHL,1,,82,36,37,9,12,5,7,0
lalonne01c,1919,MTL,NHL,1,,24,13,11,0,,,,
crawfma01c,1998,VAN,NHL,2,,37,8,23,6,,,,
dayha01c,1949,TOR,NHL,1,,70,31,27,12,7,3,4,0
livined01c,1916,TBS,NHA,1,,14,7,7,0,,,,
pronoma01c,1977,BUF,NHL,1,,80,44,19,17,8,3,5,0
demerja01c,1983,STL,NHL,1,,80,32,41,7,11,6,5,0
imlacpu01c,1958,TOR,NHL,2,,50,22,20,8,12,5,7,0
oreilte01c,1987,BOS,NHL,1,,80,44,30,6,23,12,10,1
carlyra01c,2008,AND,NHL,1,,82,42,33,7,13,7,6,0
arboual01c,1976,NYI,NHL,1,,80,47,21,12,12,8,4,0
holmgpa01c,1989,PHI,NHL,1,,80,30,39,11,,,,
hartlbo01c,2002,ATL,NHL,3,,39,19,15,5,,,,
bowmasc01c,1975,MTL,NHL,1,,80,58,11,11,13,12,1,0
patrile01c,1920,VA2,PCHA,1,,24,10,13,1,,,,
gillda01c,1926,OTS,NHL,1,,44,30,10,4,6,3,0,3
conacch01c,1947,CHI,NHL,2,,32,13,15,4,,,,
talboje01c,1972,STL,NHL,2,,65,30,28,7,5,1,4,0
sathegl01c,1988,EDM,NHL,1,,80,38,34,8,7,3,4,0
arboual01c,1992,NYI,NHL,1,,84,40,37,7,18,9,9,0
kingda01c,2000,CBS,NHL,1,,82,28,45,9,,,,
saccojo01c,2011,COL,NHL,1,,82,41,35,6,,,,
pindebo01c,1921,SMJ,WCHL,1,,24,5,19,0,,,,
patrile01c,1922,VC1,PCHA,1,,30,16,14,0,2,1,1,0
nealeha01c,1984,VAN,NHL,2,,60,21,32,7,,,,
kellyre01c,1967,LAK,NHL,1,,74,31,33,10,7,3,4,0
sullire01c,1974,WAS,NHL,2,,18,2,16,0,,,,
nealeha01c,1973,MFS,WHA,1,,76,42,32,2,11,6,5,0
martija02c,1986,STL,NHL,1,,80,32,33,15,6,2,4,0
duttore01c,1938,NYA,NHL,1,,48,17,21,10,2,0,2,0
bowmasc01c,1970,STL,NHL,2,,28,13,10,5,6,2,4,0
crawfma01c,1996,COL,NHL,1,,82,49,24,9,17,10,7,0
patrifr01c,1925,VMR,WCHL,1,,30,10,18,2,,,,
holmgpa01c,1992,HAR,NHL,1,,84,26,52,6,,,,
granato01c,2003,COL,NHL,1,,82,40,29,13,11,6,5,0
hanlogl01c,2006,WAS,NHL,1,,82,28,40,14,,,,
smythco01c,1930,TOR,NHL,1,,2,1,0,1,,,,
nealeha01c,1979,VAN,NHL,1,,80,27,37,16,4,1,3,0
murrate01c,1999,FLO,NHL,1,,82,43,33,6,4,0,4,0
cherrdo01c,1979,COR,NHL,1,,80,19,48,13,,,,
neilsro01c,1997,PHI,NHL,2,,21,10,9,2,5,1,4,0
evansja01c,1987,HAR,NHL,1,,54,22,25,7,,,,
hullbo01c,1974,WIJ,WHA,2,,13,4,9,0,,,,
francem01c,1969,NYR,NHL,1,,76,38,22,16,6,2,4,0
campbco01c,1996,NYR,NHL,1,,82,38,34,10,15,9,6,0
savaged01c,1916,PO1,PCHA,1,,24,9,15,0,,,,
ruelcl01c,1970,MTL,NHL,1,,23,11,8,4,,,,
crispte01c,1994,TBL,NHL,1,,48,17,28,3,,,,
skinnji01c,1957,DET,NHL,1,,37,13,17,7,,,,
patrile01c,1935,NYR,NHL,1,,48,19,17,12,,,,
bowmasc01c,1974,MTL,NHL,1,,80,47,14,19,11,6,5,0
sindeha01c,1966,BOS,NHL,1,,70,17,43,10,,,,
trotzba01c,1999,NAS,NHL,1,,82,28,47,7,,,,
kurteor01c,1976,VAN,NHL,2,,45,16,19,10,,,,
quinnpa01c,1978,PHI,NHL,2,,30,18,8,4,8,3,5,0
mckenke01c,1922,EDE,WCHL,1,,30,19,10,1,4,1,2,1
sathegl01c,1993,EDM,NHL,2,,60,22,27,11,,,,
dudleri01c,1989,BUF,NHL,1,,80,45,27,8,6,2,4,0
schmimi01c,1954,BOS,NHL,2,,40,13,12,15,5,1,4,0
francem01c,1970,NYR,NHL,1,,78,49,18,11,13,7,6,0
dayha01c,1946,TOR,NHL,1,,60,31,19,10,11,8,3,0
watsobr01c,1980,EDM,NHL,1,,18,4,9,5,,,,
watsoph01c,1962,BOS,NHL,1,,14,1,8,5,,,,
murrabr01c,1990,DET,NHL,1,,80,34,38,8,7,3,4,0
smithal03c,1915,OT1,NHA,1,,24,13,11,0,,,,
dineebi01c,1975,HOU,WHA,1,,80,53,27,0,17,8,9,0
barkldo01c,1975,DET,NHL,1,,26,7,15,4,,,,
smithfl01c,1978,CIN,WHA,1,,80,33,41,6,3,1,2,0
bouchfr01c,1943,NYR,NHL,1,,50,6,39,5,,,,
schmimi01c,1960,BOS,NHL,1,,70,15,42,13,,,,
nolante01c,2007,NYI,NHL,3,,71,28,34,9,,,,
creigfr01c,1974,ATF,NHL,2,,28,12,11,5,,,,
schmimi01c,1964,BOS,NHL,1,,70,21,43,6,,,,
irvindi01c,1938,TOR,NHL,1,,48,19,20,9,10,5,5,0
schmimi01c,1965,BOS,NHL,1,,70,21,43,6,,,,
wattto01c,1986,VAN,NHL,1,,80,29,43,8,,,,
ftorero01c,1988,LAK,NHL,1,,80,42,31,7,11,4,7,0
rollial01c,1976,PHR,WHA,1,,80,28,48,4,,,,
crozijo01c,1975,CAC,WHA,1,,80,41,35,4,10,5,5,0
pulfobo01c,1978,CHI,NHL,1,,80,29,36,15,4,0,4,0
johnsed01c,1994,PIT,NHL,1,,48,29,16,3,12,5,7,0
guidobe01c,1974,KCS,NHL,1,,80,15,54,11,,,,
sonmogl01c,1977,BIR,WHA,1,,77,36,38,3,5,1,4,0
tippeda01c,2002,DAL,NHL,1,,82,46,21,15,12,6,6,0
arboual01c,1970,STL,NHL,1,,50,21,15,14,,,,
schmimi01c,1957,BOS,NHL,1,,70,27,28,15,12,6,6,0
arboual01c,1982,NYI,NHL,1,,80,42,26,12,20,15,5,0
constke01c,2001,NJD,NHL,2,,31,20,9,2,6,2,4,0
juliecl01c,2011,BOS,NHL,1,,82,49,29,4,7,3,4,0
neilsro01c,1991,NYR,NHL,1,,80,50,25,5,13,6,7,0
