playerid,year,stint,tmid,s,g,gdg
dawesni01,2008,1,NYR,5,1,0
toewsjo01,2008,1,CHI,10,6,2
knublmi01,2005,1,PHI,2,0,0
oreilry01,2010,1,COL,2,1,1
gagnesi01,2011,1,LAK,0,3,0
ebbetan01,2009,3,MIN,2,1,0
korpila01,2010,1,PHO,4,0,0
pruchpe01,2005,1,NYR,5,2,2
jonesda01,2009,1,COL,1,0,0
potito01,2007,1,WAS,1,0,0
chriser01,2011,1,NYR,1,3,0
charazd01,2010,1,BOS,1,0,0
kenneti01,2009,1,BUF,1,0,0
taffeje01,2009,1,FLO,1,0,0
whitnra01,2006,1,CAR,5,0,0
brulegi01,2006,1,CBS,1,0,0
kubinpa01,2007,1,TOR,1,0,0
grabomi01,2011,1,TOR,0,3,0
hagmani01,2008,1,TOR,5,1,1
clearda01,2011,1,DET,0,1,0
zherdni01,2006,1,CBS,8,2,1
stewach02,2011,1,STL,0,1,0
picaral02,2006,1,CBS,1,0,0
alfreda01,2008,1,OTT,9,5,0
antroni01,2009,1,ATL,2,0,0
robidst01,2009,1,DAL,4,1,1
ovechal01,2009,1,WAS,9,2,1
gomezsc01,2005,1,NJD,3,2,1
wellwky01,2010,1,SJS,2,0,0
tlustji01,2011,1,CAR,0,1,0
keslery01,2005,1,VAN,2,0,0
kaberto01,2011,2,MTL,0,1,0
kovalil01,2007,1,ATL,10,4,2
burroal01,2007,1,VAN,1,0,0
ribeimi01,2010,1,DAL,10,6,1
kovalil01,2011,1,NJD,11,14,7
webersh01,2009,1,NAS,1,0,0
cluttca01,2010,1,MIN,1,0,0
sjostfr01,2007,2,NYR,2,1,0
stajama01,2011,1,CAL,0,1,0
zubovse01,2005,1,DAL,12,7,4
hemskal01,2009,1,EDM,4,2,1
letowtr01,2005,1,CBS,4,2,1
stalbvi01,2010,1,CHI,2,2,2
callary01,2011,1,NYR,2,4,2
richabr01,2009,1,DAL,16,4,0
getzlry01,2006,1,AND,12,5,2
gagnesa01,2007,1,EDM,17,5,4
havlama01,2008,1,CHI,3,0,0
moulsma01,2009,1,NYI,7,4,2
bourqre01,2005,1,CHI,5,1,0
staffdr01,2008,1,BUF,11,4,0
lundmja01,2009,1,CAL,4,2,2
dupuipa01,2009,1,PIT,1,1,0
brunean01,2006,1,COL,1,0,0
seabrbr01,2009,1,CHI,1,1,1
zettehe01,2005,1,DET,4,2,0
brylise01,2007,1,NJD,1,0,0
paveljo01,2006,1,SJS,3,3,0
tambeje01,2006,1,NYI,1,0,0
wolskwo01,2006,1,COL,6,3,0
knublmi01,2010,1,WAS,2,1,1
backsni02,2007,1,WAS,2,1,0
fedotru01,2006,1,TBL,2,0,0
sturmma01,2006,1,BOS,11,4,2
sykorpe01,2005,1,ANA,1,0,0
heatlda01,2007,1,OTT,4,0,0
burmial01,2010,1,ATL,3,1,1
cammami01,2011,2,CAL,2,4,1
niedero01,2006,1,AND,2,0,0
prongch01,2008,1,AND,1,0,0
subbapk01,2010,1,MTL,2,0,0
froloal01,2005,1,LAK,4,3,1
bernist01,2007,1,SJS,1,0,0
tavarjo01,2009,1,NYI,8,3,1
lydmato01,2010,1,AND,1,0,0
vanekth01,2009,1,BUF,5,2,0
lapiema01,2009,1,MTL,3,1,1
zajactr01,2007,1,NJD,1,0,0
alfreda01,2006,1,OTT,2,0,0
hejdumi01,2008,1,COL,13,6,1
stuarbr01,2005,2,BOS,1,0,0
staaler01,2010,1,CAR,1,0,0
hilbean01,2005,2,PIT,1,0,0
ruutuja01,2007,1,PIT,6,3,1
carteje01,2008,1,PHI,5,0,0
kovalal01,2008,1,MTL,8,4,2
vasicjo01,2007,1,NYI,1,0,0
giontbr01,2005,1,NJD,10,4,1
osullpa01,2008,2,EDM,2,1,1
selante01,2010,1,AND,3,0,0
recchma01,2007,1,PIT,1,0,0
pirjela01,2005,1,PIT,1,0,0
novotji01,2007,1,CBS,2,0,0
frolimi01,2009,1,FLO,5,1,0
