playerid,year,stint,tmid,w,l,sa,ga
elliobr01,2011,1,STL,1,3,14,5
turcoma01,2006,1,DAL,8,4,46,11
schneco01,2010,1,VAN,1,0,3,0
clemmsc01,2006,1,NJD,0,2,6,3
lenevda01,2005,1,PHO,0,1,3,1
andercr01,2011,1,OTT,6,1,25,7
niittan01,2009,1,TBL,3,4,23,5
hardijo01,2011,1,MIN,5,3,23,5
neuvimi01,2010,1,WAS,3,3,21,6
rasktu01,2011,1,BOS,2,2,14,6
labarja01,2011,1,PHO,0,2,11,7
macdojo01,2006,2,BOS,0,1,3,2
bishobe01,2008,1,STL,0,1,4,2
masonch02,2005,1,NAS,2,0,5,0
niittan01,2007,1,PHI,1,0,3,0
niemian02,2010,1,SJS,3,5,28,8
niemian02,2011,1,SJS,8,4,40,9
theodjo01,2007,1,COL,6,1,28,6
hillejo01,2007,1,AND,2,1,12,5
smithmi02,2006,1,DAL,1,0,3,0
legacma01,2006,1,STL,5,3,25,7
johnsbr02,2009,1,PIT,2,0,6,0
rolosdw01,2006,1,EDM,3,2,21,6
cloutda01,2005,1,VAN,0,1,2,2
enrotjh01,2010,1,BUF,3,0,19,5
varlasi01,2011,1,COL,8,0,24,2
sanfocu01,2007,1,VAN,0,1,4,2
khabini01,2007,1,CHI,2,4,19,7
lundqhe01,2009,1,NYR,3,3,22,7
niittan01,2005,1,PHI,3,4,24,10
hasekdo01,2005,1,OTT,2,4,16,6
rolosdw01,2010,1,NYI,0,1,3,2
mcelhcu01,2009,1,CAL,1,0,4,2
theodjo01,2010,1,MIN,2,1,15,7
thomati01,2011,1,BOS,7,1,26,6
garonma01,2010,1,CBS,1,3,12,4
halakja01,2011,1,STL,3,7,32,9
andercr01,2009,1,COL,7,4,51,16
gerbema01,2006,1,OTT,1,2,10,3
huetcr01,2008,1,CHI,2,2,12,5
masonch02,2006,1,NAS,4,2,20,6
danisya01,2009,1,NJD,0,1,3,3
montoal01,2010,1,NYI,0,2,9,3
conklty01,2010,1,STL,0,2,7,6
toivoha01,2006,1,BOS,1,1,8,3
priceca01,2007,1,MTL,3,2,22,4
conklty01,2009,1,STL,2,2,10,5
gerbema01,2007,1,OTT,2,2,16,5
scrivbe01,2011,1,TOR,1,1,5,2
masonst01,2010,1,CBS,4,5,31,10
karlshe01,2010,1,CAL,1,3,11,5
ramoka01,2008,1,TBL,1,3,13,5
wardca01,2010,1,CAR,5,4,25,6
fernama01,2006,1,MIN,7,1,32,9
dipieri01,2005,1,NYI,8,3,41,12
brodema01,2010,1,NJD,1,1,9,2
nabokev01,2008,1,SJS,5,4,32,11
andercr01,2010,2,OTT,2,1,12,1
schneco01,2008,1,VAN,0,1,3,3
theodjo01,2006,1,COL,2,0,6,0
kiprumi01,2008,1,CAL,3,2,14,3
conklty01,2008,1,DET,2,2,13,4
lalimpa01,2008,1,BUF,0,3,10,4
rolosdw01,2007,1,EDM,5,4,37,10
garnemi01,2005,1,ATL,0,2,8,4
belfoed01,2006,1,FLO,1,5,25,9
hardijo01,2005,1,MIN,1,0,3,1
toskave01,2009,1,TOR,1,1,4,2
ersbeer01,2009,1,LAK,1,2,16,7
leighmi01,2009,2,PHI,1,0,2,0
markkju01,2005,1,EDM,1,3,16,8
