name,id,award,year,lgid,note
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Cammi Granato,,Patrick,2006,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Joe Mullen,mullejo01,Patrick,1994,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Keith Allen,allenke01,Patrick,1987,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
William Tutt,tuttwi01h,Patrick,1977,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Mark Johnson,johnsma02,Patrick,2010,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
William Wirtz,wirtzwi01h,Patrick,1977,NHL,
Thomas Lockhart,lockhth01h,Patrick,1967,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Gary Bettman,,Patrick,2000,NHL,
John Halligan,,Patrick,2006,NHL,
Tony Rossi,,Patrick,2010,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Jack Riley,rileyja01,Patrick,1985,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Ed Snider,snideed01h,Patrick,1979,NHL,
Jim Devellano,,Patrick,2008,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
George Gund,,Patrick,1995,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Clarence Campbell,campbcl01h,Patrick,1971,NHL,
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
Fred Cusick,,Patrick,1987,NHL,
Al Arbour,arboual01,Patrick,1991,NHL,
Stan Fischler,,Patrick,2006,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Gil Stein,,Patrick,1992,NHL,
Bruce McNall,,Patrick,1992,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Willie O'Ree,oreewi01,Patrick,2002,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Jerry York,,Patrick,2009,NHL,
Mike Emrick,,Patrick,2003,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Phil Housley,houslph01,Patrick,2007,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Marcel Dionne,dionnma01,Patrick,2005,NHL,
Ray Miron,,Patrick,2003,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
Red Dutton,duttore01,Patrick,1992,NHL,
Murray Armstrong,armstmu01,Patrick,1976,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Donald Clark,,Patrick,1974,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Peter Karmanos,,Patrick,1997,NHL,
Bill Cleary,,Patrick,1996,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
