playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
bostrhe01,1923,VAM,PCHA,D,2,1,0,1,0
duncaar01,1921,VML,PCHA,D,5,0,1,1,9
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
coutubi01,1916,MOC,NHA,D,4,0,0,0,36
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
benedcl01,1919,OTS,NHL,G,5,0,0,0,0
coutubi01,1923,MTL,NHL,D,4,0,0,0,0
dinsmch01,1925,MTM,NHL,F,4,0,0,0,2
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
mackami01,1922,VAM,PCHA,L,4,1,0,1,4
keatsdu01,1922,EDE,WCHL,C,2,0,0,0,4
anderjo03,1925,VIC,WCHL,L,1,0,0,0,0
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
frasego01,1924,VIC,WCHL,D,4,2,1,3,6
brucemo01,1919,OTS,NHL,F,5,0,0,0,0
cleghod01,1918,MTL,NHL,C,5,2,0,2,9
adamsbi01,1920,VML,PCHA,R,4,0,0,0,0
parkeer01,1921,VML,PCHA,R,5,0,3,3,0
grahale01,1914,OT1,NHA,L,3,1,0,1,0
nighbfr01,1920,OTS,NHL,C,5,0,1,1,0
patrile01,1913,VA1,PCHA,D,3,2,0,2,5
skinnal01,1917,TOA,NHL,R,5,8,2,10,0
lehmahu01,1922,VAM,PCHA,G,4,0,0,0,0
mackeja01,1919,OTS,NHL,F,5,0,0,0,0
broadpu01,1925,MTM,NHL,R,4,1,0,1,20
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
bouchge01,1922,OTS,NHL,D,6,2,1,3,6
carpeed01,1916,SEA,PCHA,D,4,0,0,0,3
camerha01,1917,TOA,NHL,D,5,3,1,4,0
marksja01,1912,QU1,NHA,R,3,2,0,2,2
harrism01,1915,PO1,PCHA,L,5,4,2,6,23
bouchbi01,1924,MTL,NHL,R,4,1,1,2,13
prodggo01,1912,VA1,PCHA,R,2,1,0,1,2
murramu01,1918,SEA,PCHA,D,5,2,0,2,6
reidch01,1923,CAT,WCHL,G,2,0,0,0,0
broadpu01,1922,OTS,NHL,R,6,6,1,7,12
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
mummeha01,1912,QU1,NHA,D,3,1,0,1,7
noblere01,1925,MTM,NHL,D,4,0,0,0,4
foystfr01,1925,VIC,WCHL,L,4,0,0,0,2
cookll01,1914,VML,PCHA,D,3,3,0,3,9
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
siebeba01,1925,MTM,NHL,L,4,1,2,3,4
meekiha01,1925,VIC,WCHL,L,4,0,0,0,6
bostrhe01,1922,EDE,WCHL,D,1,0,0,0,0
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
ronansk01,1915,MOC,NHA,R,4,1,0,1,6
wilsocu01,1918,SEA,PCHA,R,5,1,3,4,6
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
broadpu01,1920,OTS,NHL,R,4,2,0,2,0
lehmahu01,1921,VML,PCHA,G,5,0,0,0,0
malonjo01,1912,QU1,NHA,C,3,2,0,2,2
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
berlilo01,1915,MOC,NHA,L,2,0,0,0,0
loughcl01,1925,VIC,WCHL,D,4,1,0,1,8
rothssa01,1925,MTM,NHL,F,4,0,0,0,0
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
bouchfr01,1923,VAM,PCHA,C,2,1,1,2,2
wilsocu01,1923,CAT,WCHL,L,2,0,0,0,2
morenho01,1924,MTL,NHL,C,4,4,1,5,4
foystfr01,1924,VIC,WCHL,C,4,1,0,1,0
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
mcdonra01,1917,VML,PCHA,L,3,2,1,3,9
poulisk01,1915,MOC,NHA,C,5,1,1,2,6
holmeha01,1924,VIC,WCHL,G,4,0,0,0,0
bensobo01,1923,CAT,WCHL,D,2,0,0,0,0
dennecy01,1919,OTS,NHL,L,5,0,2,2,3
halljo01,1918,MTL,NHL,D,5,0,0,0,6
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
gerared01,1922,OTS,NHL,D,6,1,0,1,4
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
munrodu01,1925,MTM,NHL,D,4,1,0,1,6
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
denneco01,1922,VAM,PCHA,C,3,0,0,0,0
joliaau01,1923,MTL,NHL,L,4,3,1,4,6
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
mackeja01,1920,OTS,NHL,F,4,0,0,0,0
anderer02,1923,CAT,WCHL,R,2,0,0,0,2
skinnal01,1923,VAM,PCHA,R,2,0,0,0,0
