orderid,productid,unitprice,quantity,discount
10384,20,64.8,28,0.0
10524,10,31.0,2,0.0
11058,21,10.0,3,0.0
10786,30,25.89,15,0.0
10279,17,31.2,15,0.0
11036,13,6.0,7,0.0
10352,24,3.6,10,0.0
10287,34,11.2,20,0.0
10335,32,25.6,6,0.0
10910,61,28.5,5,0.0
10768,22,21.0,4,0.0
10250,51,42.4,35,0.0
10459,7,24.0,16,0.0
10304,49,16.0,30,0.0
10517,59,55.0,4,0.0
10755,69,36.0,25,0.0
10676,10,31.0,2,0.0
10389,70,12.0,30,0.0
10936,36,19.0,30,0.0
10676,19,9.2,7,0.0
10497,56,30.4,14,0.0
10937,28,45.6,8,0.0
10503,65,21.05,20,0.0
10703,2,19.0,5,0.0
10373,71,17.2,50,0.0
10675,58,13.25,30,0.0
10626,53,32.8,12,0.0
10709,8,40.0,40,0.0
10587,26,31.23,6,0.0
10499,49,20.0,25,0.0
10851,25,14.0,10,0.0
10529,69,36.0,10,0.0
10646,71,21.5,30,0.0
10962,7,30.0,45,0.0
10675,53,32.8,10,0.0
10861,17,39.0,42,0.0
11077,32,32.0,1,0.0
10663,40,18.4,30,0.0
10567,31,12.5,60,0.0
10294,60,27.2,21,0.0
10523,17,39.0,25,0.0
10305,39,14.4,30,0.0
10686,26,31.23,15,0.0
10551,44,19.45,40,0.0
10439,12,30.4,15,0.0
10381,74,8.0,14,0.0
10984,24,4.5,20,0.0
10414,33,2.0,50,0.0
10937,34,14.0,20,0.0
10676,44,19.45,21,0.0
10284,44,15.5,21,0.0
10324,59,44.0,40,0.0
10831,43,46.0,9,0.0
10393,26,24.9,70,0.0
10840,25,14.0,6,0.0
10861,21,10.0,40,0.0
10285,40,14.7,40,0.0
10820,56,38.0,30,0.0
10961,52,7.0,6,0.0
10340,43,36.8,40,0.0
10442,54,5.9,80,0.0
10922,24,4.5,35,0.0
10745,44,19.45,16,0.0
10979,7,30.0,18,0.0
10485,55,19.2,30,0.0
11009,36,19.0,18,0.0
10921,35,18.0,10,0.0
10817,38,263.5,30,0.0
10477,21,8.0,21,0.0
