raceid,year,round,circuitid,name,date,time,url
1,2009,1,1,Гран-при Австралии,2009-03-29,06:00:00,Гран-при Австралии 2009 года
2,2009,2,2,Гран-при Малайзии,2009-04-05,09:00:00,Википедия: Гран-при Малайзии 2009 года
3,2009,3,17,Гран-при Китая,2009-04-19,07:00:00,Гран-при Китая 2009 года
4,2009,4,3,Гран-при Бахрейна,2009-04-26,12:00:00,Википедия: Гран-при Бахрейна 2009 года
5,2009,5,4,Гран-при Испании,2009-05-10,12:00:00,Гран-при Испании 2009 года
6,2009,6,6,Гран-при Монако,2009-05-24,12:00:00,"2009 Гран-при Монако

Гран-при Монако 2009 года, 58-й Гран-при Монако, прошёл в Монте-Карло 24 мая 2009 года."
7,2009,7,5,Гран-при Турции,2009-06-07,12:00:00,"2009 год, 14 июня"
8,2009,8,9,Британский Гран-при,2009-06-21,12:00:00,2009 Британская Гран-при
9,2009,9,20,Гран-при Германии,2009-07-12,12:00:00,Гран-при Германии 2009 года
10,2009,10,11,Гран-при Венгрии,2009-07-26,12:00:00,Википедия: Венгерская Гран-при 2009 года
11,2009,11,12,Европейский Гран-при,2009-08-23,12:00:00,Гран-при Европы 2009 года
12,2009,12,13,Гран-при Бельгии,2009-08-30,12:00:00,"2009 Гран-при Бельгии

Гран-при Бельгии 2009 года, который также назывался «Гран-при Спа», был десятым этапом чемпионата мира по автогонкам в классе Формулы-1 сезона 2009 года. Гонка состоялась 30 августа 2009 года на трассе Спа-Франкоршам в Бельгии и была забита на 25 кругов из-за сильного дождя.

Победителем гонки стал гонщик команды Red Bull Racing Себастьян Феттель, стартовавший с поул-позиции. Это его первая победа в Формуле-1 и он стал самым молодым победителем гонки в истории Формулы-1, побив рекорд Майка Хэтченса 1979 года. Феттель также установил рекорд по количеству кругов, пройденных под дождем (52 круга).

Феттель стал вторым немецким гонщиком, выигравшим Гран-при Бельгии после Джена Меса в 1968 году. Он также стал первым гонщиком, который выиграл все три гонки, на которых он стартовал с поул-позиции в этом сезоне.

Кими Райкконен, пилот McLaren Mercedes, финишировал вторым, а его товарищ по команде Льюис Хэмилтон - третьим."
