orderid,productid,unitprice,quantity,discount
10264,41,7.7,25,0.0
10772,59,55.0,25,0.0
10439,74,8.0,30,0.0
10757,34,14.0,30,0.0
10429,63,35.1,35,0.0
10291,44,15.5,24,0.0
10948,51,53.0,40,0.0
10926,19,9.2,7,0.0
10402,63,35.1,65,0.0
11032,38,263.5,25,0.0
10719,54,7.45,40,0.0
10330,72,27.8,25,0.0
10944,56,38.0,18,0.0
10670,75,7.75,25,0.0
10357,26,24.9,16,0.0
10737,13,6.0,4,0.0
10619,22,21.0,40,0.0
11021,51,53.0,44,0.0
10491,77,10.4,7,0.0
10447,65,16.8,35,0.0
10875,47,9.5,21,0.0
10725,41,9.65,12,0.0
10417,77,10.4,35,0.0
10867,53,32.8,3,0.0
10518,44,19.45,9,0.0
10667,69,36.0,45,0.0
10593,76,18.0,4,0.0
10344,8,32.0,70,0.0
10614,39,18.0,5,0.0
10260,70,12.0,21,0.0
10393,31,10.0,32,0.0
10515,60,34.0,84,0.0
10810,13,6.0,7,0.0
10697,58,13.25,30,0.0
10297,72,27.8,20,0.0
10958,5,21.35,20,0.0
10415,17,31.2,2,0.0
10768,22,21.0,4,0.0
10330,26,24.9,50,0.0
10927,52,7.0,5,0.0
10702,76,18.0,15,0.0
10415,33,2.0,20,0.0
10558,73,15.0,3,0.0
10678,33,2.5,30,0.0
10656,44,19.45,28,0.0
11002,55,24.0,40,0.0
11020,10,31.0,24,0.0
10880,70,15.0,50,0.0
10788,75,7.75,40,0.0
10979,27,43.9,30,0.0
10249,51,42.4,40,0.0
10479,59,44.0,60,0.0
10949,17,39.0,6,0.0
10614,11,21.0,14,0.0
10445,39,14.4,6,0.0
10866,2,19.0,21,0.0
10909,7,30.0,12,0.0
10678,54,7.45,30,0.0
10864,67,14.0,15,0.0
10956,47,9.5,14,0.0
10676,19,9.2,7,0.0
10929,77,13.0,15,0.0
10464,4,17.6,16,0.0
10430,59,44.0,70,0.0
10420,73,12.0,20,0.0
10403,48,10.2,70,0.0
10329,56,30.4,12,0.0
10762,39,18.0,16,0.0
11008,28,45.6,70,0.0
10682,66,17.0,4,0.0
11064,53,32.8,25,0.0
10513,32,32.0,50,0.0
10627,73,15.0,35,0.0
10393,14,18.6,42,0.0
10356,55,19.2,12,0.0
10290,49,16.0,15,0.0
10862,52,7.0,8,0.0
10592,15,15.5,25,0.0
10468,30,20.7,8,0.0
10329,38,210.8,20,0.0
10593,69,36.0,20,0.0
10789,68,12.5,18,0.0
10633,62,49.3,80,0.0
10522,40,18.4,25,0.0
10974,63,43.9,10,0.0
