playerid,award,year,lgid,note,pos
amontto01,Все новички,1991,NHL,,RW
antonmi01,Вторая команда всех звезд,1976,WHA,,ЛВ
arnotja01,Все новички,1993,NHL,,C
ashbeba01,Вторая команда всех звезд,1973,NHL,,D
backsra01,Колдер,1958,NHL,,
backsra01,Дено,1973,WHA,Самый джентльменский,
barbebi01,Первая команда всех звезд,1975,NHL,,ЛВ
barbebi01,Вторая команда всех звезд,1978,NHL,,ЛВ
barbebi01,Вторая команда всех звезд,1980,NHL,,ЛВ
barrato01,Все новички,1983,NHL,,G
barrato01,Колдер,1983,NHL,,
barrato01,Первая команда всех звезд,1983,NHL,,G
barrato01,Дженнингс,1984,NHL,Совместное использование,
barrato01,Вторая команда всех звезд,1984,NHL,,G
barrato01,Везина,1983,NHL,,
bathgan01,Первая команда всех звезд,1958,NHL,,RW
bathgan01,Первая команда всех звезд,1961,NHL,,RW
bathgan01,Харт,1958,NHL,,
bathgan01,Вторая команда всех звезд,1957,NHL,,RW
bathgan01,Вторая команда всех звезд,1962,NHL,,RW
belfoed01,Все новички,1990,NHL,,G
belfoed01,Колдер,1990,NHL,,
belfoed01,Первая команда всех звезд,1990,NHL,,G
belfoed01,Дженнингс,1990,NHL,,
belfoed01,Дженнингс,1998,NHL,Совместное использование,
belfoed01,Везина,1990,NHL,,
belivje01,Арт Росс,1955,NHL,,
belivje01,Конн Смайт,1964,NHL,,
belivje01,Первая команда всех звезд,1955,NHL,,C
belivje01,Первая команда всех звезд,1956,NHL,,C
belivje01,Первая команда всех звезд,1958,NHL,,C
belivje01,Первая команда всех звезд,1959,NHL,,C
belivje01,Харт,1955,NHL,,
belivje01,Харт,1963,NHL,,
belivje01,Вторая команда всех звезд,1957,NHL,,C
belivje01,Вторая команда всех звезд,1963,NHL,,C
belivje01,Вторая команда всех звезд,1965,NHL,,C
belivje01,Вторая команда всех звезд,1968,NHL,,C
bellbr01,Все новички,1984,NHL,,D
bellobr01,Вторая команда всех звезд,1989,NHL,,ЛВ
bennibr01,Все новички,1986,NHL,,D
berarbr01,Все новички,1996,NHL,,D
berarbr01,Колдер,1996,NHL,,
berezse01,Все новички,1996,NHL,,F
bernise01,Воспроизведение MVP,1976,WHA,,
bernise01,Вторая команда всех звезд,1974,WHA,,C
blakero01,Все новички,1990,NHL,,D
blakero01,Первая команда всех звезд,1997,NHL,,D
blakero01,Норрис,1997,NHL,,
bossymi01,Колдер,1977,NHL,,
bossymi01,Конн Смайт,1981,NHL,,
bossymi01,Первая команда всех звезд,1980,NHL,,RW
bossymi01,Первая команда всех звезд,1981,NHL,,RW
bossymi01,Первая команда всех звезд,1982,NHL,,RW
bossymi01,Первая команда всех звезд,1983,NHL,,RW
bossymi01,Первая команда всех звезд,1985,NHL,,RW
bossymi01,Леди Бинг,1982,NHL,,
bossymi01,Леди Бинг,1983,NHL,,
bossymi01,Леди Бинг,1985,NHL,,
bossymi01,Вторая команда всех звезд,1977,NHL,,RW
bossymi01,Вторая команда всех звезд,1978,NHL,,RW
bossymi01,Вторая команда всех звезд,1984,NHL,,RW
bournbo01,Мастертон,1987,NHL,,
bourqra01,Колдер,1979,NHL,,
bourqra01,Первая команда всех звезд,1979,NHL,,D
bourqra01,Первая команда всех звезд,1981,NHL,,D
bourqra01,Первая команда всех звезд,1983,NHL,,D
bourqra01,Первая команда всех звезд,1984,NHL,,D
bourqra01,Первая команда всех звезд,1986,NHL,,D
bourqra01,Первая команда всех звезд,1987,NHL,,D
bourqra01,Первая команда всех звезд,1989,NHL,,D
bourqra01,Первая команда всех звезд,1990,NHL,,D
bourqra01,Первая команда всех звезд,1991,NHL,,D
bourqra01,Первая команда всех звезд,1993,NHL,,D
abelsi01,Первая команда всех звезд,1948,NHL,,C
abelsi01,Первая команда всех звезд,1949,NHL,,C
abelsi01,Харт,1948,NHL,,
abelsi01,Вторая команда всех звезд,1941,NHL,,ЛВ
abelsi01,Вторая команда всех звезд,1950,NHL,галстук,C
anderto01,Первая команда всех звезд,1941,NHL,,D
anderto01,Харт,1941,NHL,,
appssy01,Колдер,1936,NHL,,
appssy01,Первая команда всех звезд,1938,NHL,,C
appssy01,Первая команда всех звезд,1941,NHL,,C
appssy01,Леди Бинг,1941,NHL,,
appssy01,Вторая команда всех звезд,1937,NHL,,C
appssy01,Вторая команда всех звезд,1940,NHL,,C
appssy01,Вторая команда всех звезд,1942,NHL,,C
auriela01,Первая команда всех звезд,1936,NHL,,RW
baileac01,Арт Росс,1928,NHL,,
barryma01,Первая команда всех звезд,1936,NHL,,C
barryma01,Леди Бинг,1936,NHL,,
bauerbo01,Леди Бинг,1939,NHL,,
bauerbo01,Леди Бинг,1940,NHL,,
bauerbo01,Леди Бинг,1946,NHL,,
bauerbo01,Вторая команда всех звезд,1938,NHL,,RW
bauerbo01,Вторая команда всех звезд,1939,NHL,,RW
bauerbo01,Вторая команда всех звезд,1940,NHL,,RW
bauerbo01,Вторая команда всех звезд,1946,NHL,,RW
belivje01,Первая команда всех звезд,1954,NHL,,C
belivje01,Первая команда всех звезд,1960,NHL,,C
bentldo01,Арт Росс,1942,NHL,,
bentldo01,Первая команда всех звезд,1942,NHL,,ЛВ
bentldo01,Первая команда всех звезд,1943,NHL,,ЛВ
bentldo01,Первая команда всех звезд,1946,NHL,,ЛВ
bentldo01,Вторая команда всех звезд,1948,NHL,,C
bentlma01,Арт Росс,1945,NHL,,
bentlma01,Арт Росс,1946,NHL,,
bentlma01,Первая команда всех звезд,1945,NHL,,C
bentlma01,Харт,1945,NHL,,
bentlma01,Леди Бинг,1942,NHL,,
bentlma01,Вторая команда всех звезд,1946,NHL,,C
