orderid,productid,unitprice,quantity,discount
11018,56,38.0,5,0.0
10857,26,31.23,35,0.0
11063,34,14.0,30,0.0
10485,2,15.2,20,0.0
10837,40,18.4,25,0.0
10348,23,7.2,25,0.0
10367,54,5.9,18,0.0
10712,53,32.8,3,0.0
10354,1,14.4,12,0.0
10895,40,18.4,91,0.0
10564,31,12.5,6,0.0
10941,62,49.3,30,0.0
10310,16,13.9,10,0.0
10470,23,7.2,15,0.0
11008,71,21.5,21,0.0
10800,11,21.0,50,0.0
10263,30,20.7,60,0.0
10347,40,14.7,4,0.0
10535,57,19.5,5,0.0
10897,30,25.89,36,0.0
10446,31,10.0,3,0.0
10252,60,27.2,40,0.0
10769,41,9.65,30,0.0
10283,60,27.2,35,0.0
10593,69,36.0,20,0.0
11060,77,13.0,10,0.0
11007,42,14.0,14,0.0
10309,6,20.0,30,0.0
10864,35,18.0,4,0.0
10977,39,18.0,30,0.0
10904,62,49.3,35,0.0
10832,25,14.0,10,0.0
10317,1,14.4,20,0.0
10768,31,12.5,50,0.0
10609,10,31.0,10,0.0
10615,55,24.0,5,0.0
10736,75,7.75,20,0.0
10766,2,19.0,40,0.0
10489,16,13.9,18,0.0
10678,33,2.5,30,0.0
10262,5,17.0,12,0.0
10609,21,10.0,6,0.0
10682,33,2.5,30,0.0
10332,42,11.2,10,0.0
10539,13,6.0,8,0.0
10287,16,13.9,40,0.0
10684,60,34.0,30,0.0
10325,31,10.0,4,0.0
10982,43,46.0,9,0.0
10300,66,13.6,30,0.0
11077,46,12.0,3,0.0
11000,24,4.5,30,0.0
10953,31,12.5,50,0.0
10401,30,20.7,18,0.0
10827,39,18.0,21,0.0
10430,59,44.0,70,0.0
10939,2,19.0,10,0.0
11071,7,30.0,15,0.0
10383,13,4.8,20,0.0
10273,76,14.4,33,0.0
10838,36,19.0,50,0.0
10631,75,7.75,8,0.0
10823,77,13.0,15,0.0
11028,59,55.0,24,0.0
10287,46,9.6,15,0.0
11025,13,6.0,20,0.0
10406,28,36.4,42,0.0
10478,10,24.8,20,0.0
10351,44,15.5,77,0.0
10435,2,15.2,10,0.0
10847,1,18.0,80,0.0
10290,29,99.0,15,0.0
10452,28,36.4,15,0.0
10537,72,34.8,21,0.0
10875,49,20.0,15,0.0
10588,42,14.0,100,0.0
10847,60,34.0,45,0.0
10657,15,15.5,50,0.0
10574,62,49.3,10,0.0
10681,21,10.0,12,0.0
10479,64,26.6,30,0.0
10547,36,19.0,60,0.0
10387,71,17.2,15,0.0
10733,52,7.0,25,0.0
10770,11,21.0,15,0.0
10861,62,49.3,3,0.0
10869,68,12.5,20,0.0
10284,27,35.1,15,0.0
10821,51,53.0,6,0.0
10290,49,16.0,15,0.0
10523,20,81.0,15,0.0
10360,49,16.0,35,0.0
10773,31,12.5,70,0.0
10346,17,31.2,36,0.0
10484,40,14.7,10,0.0
10357,26,24.9,16,0.0
10683,52,7.0,9,0.0
10326,57,15.6,16,0.0
10903,65,21.05,21,0.0
10763,22,21.0,6,0.0
