inventory_id,film_id,store_id,last_update
93,19,1,2006-02-15T04:09:17
94,19,1,2006-02-15T04:09:17
95,19,1,2006-02-15T04:09:17
96,19,1,2006-02-15T04:09:17
97,19,2,2006-02-15T04:09:17
98,19,2,2006-02-15T04:09:17
102,21,1,2006-02-15T04:09:17
103,21,1,2006-02-15T04:09:17
104,21,2,2006-02-15T04:09:17
105,21,2,2006-02-15T04:09:17
106,21,2,2006-02-15T04:09:17
107,21,2,2006-02-15T04:09:17
142,29,1,2006-02-15T04:09:17
143,29,1,2006-02-15T04:09:17
248,56,1,2006-02-15T04:09:17
249,56,1,2006-02-15T04:09:17
250,56,1,2006-02-15T04:09:17
251,56,2,2006-02-15T04:09:17
252,56,2,2006-02-15T04:09:17
294,67,1,2006-02-15T04:09:17
295,67,1,2006-02-15T04:09:17
296,67,2,2006-02-15T04:09:17
297,67,2,2006-02-15T04:09:17
298,67,2,2006-02-15T04:09:17
299,67,2,2006-02-15T04:09:17
436,97,1,2006-02-15T04:09:17
437,97,1,2006-02-15T04:09:17
438,97,1,2006-02-15T04:09:17
439,97,1,2006-02-15T04:09:17
440,97,2,2006-02-15T04:09:17
441,97,2,2006-02-15T04:09:17
476,105,1,2006-02-15T04:09:17
477,105,1,2006-02-15T04:09:17
478,105,2,2006-02-15T04:09:17
479,105,2,2006-02-15T04:09:17
480,105,2,2006-02-15T04:09:17
497,111,2,2006-02-15T04:09:17
498,111,2,2006-02-15T04:09:17
499,111,2,2006-02-15T04:09:17
500,111,2,2006-02-15T04:09:17
519,115,1,2006-02-15T04:09:17
520,115,1,2006-02-15T04:09:17
521,115,1,2006-02-15T04:09:17
522,115,2,2006-02-15T04:09:17
523,115,2,2006-02-15T04:09:17
524,115,2,2006-02-15T04:09:17
525,115,2,2006-02-15T04:09:17
577,126,2,2006-02-15T04:09:17
578,126,2,2006-02-15T04:09:17
579,126,2,2006-02-15T04:09:17
594,130,1,2006-02-15T04:09:17
595,130,1,2006-02-15T04:09:17
596,130,2,2006-02-15T04:09:17
597,130,2,2006-02-15T04:09:17
598,130,2,2006-02-15T04:09:17
599,130,2,2006-02-15T04:09:17
738,162,1,2006-02-15T04:09:17
739,162,1,2006-02-15T04:09:17
740,162,1,2006-02-15T04:09:17
741,162,2,2006-02-15T04:09:17
742,162,2,2006-02-15T04:09:17
743,162,2,2006-02-15T04:09:17
744,162,2,2006-02-15T04:09:17
881,194,1,2006-02-15T04:09:17
882,194,1,2006-02-15T04:09:17
883,194,2,2006-02-15T04:09:17
884,194,2,2006-02-15T04:09:17
922,205,1,2006-02-15T04:09:17
923,205,1,2006-02-15T04:09:17
924,205,1,2006-02-15T04:09:17
