playerid,award,year,lgid,note,pos
nasluma02,Pearson,2002,NHL,,
hamilal01,Second Team All-Star,1973,WHA,,D
gretzwa01,Art Ross,1982,NHL,,
lemiema01,Hart,1987,NHL,,
fitzpma01,Masterton,1991,NHL,,
kariypa01,First Team All-Star,1998,NHL,,LW
stamkst01,Second Team All-Star,2010,NHL,,C
ramsacr01,Selke,1984,NHL,,
alfreda01,All-Rookie,1995,NHL,,F
bauerbo01,Lady Byng,1940,NHL,,
ovechal01,First Team All-Star,2005,NHL,,LW
sedinda01,Second Team All-Star,2009,NHL,,LW
kurrija01,First Team All-Star,1986,NHL,,RW
brodema01,Second Team All-Star,2005,NHL,,G
sawchte01,First Team All-Star,1952,NHL,,G
thomsji01,Second Team All-Star,1950,NHL,,D
gretzwa01,First Team All-Star,1981,NHL,,C
barrato01,All-Rookie,1983,NHL,,G
bourqra01,Second Team All-Star,1982,NHL,,D
cowlebi01,Art Ross,1940,NHL,,
parkbr01,First Team All-Star,1969,NHL,,D
kesseph01,Masterton,2006,NHL,,
sedinda01,Lindsay,2010,NHL,,
blakero01,First Team All-Star,1997,NHL,,D
lindste01,First Team All-Star,1952,NHL,,LW
smithsi01,Lady Byng,1954,NHL,,
harvedo01,Second Team All-Star,1958,NHL,,D
mccoofr01,Calder,1944,NHL,,
cullejo01,Masterton,1998,NHL,,
pilotpi01,Second Team All-Star,1959,NHL,,D
chelich01,Messier,2006,NHL,,
robinla01,Norris,1979,NHL,,
conacch01,Second Team All-Star,1932,NHL,,RW
hextabr01,Second Team All-Star,1942,NHL,,RW
brimsfr01,Second Team All-Star,1942,NHL,,G
kiprumi01,Jennings,2005,NHL,,
gravead01,Masterton,2000,NHL,,
smithbi01,Conn Smythe,1982,NHL,,
graharo02,Playoff MVP,1974,WHA,,
konstvl01,All-Rookie,1991,NHL,,D
jarrega01,Second Team All-Star,1972,WHA,,LW
tardima01,First Team All-Star,1975,WHA,,LW
zettehe01,Conn Smythe,2007,NHL,,
kennete01,Hart,1954,NHL,,
belfoed01,Calder,1990,NHL,,
cechmro01,Second Team All-Star,2000,NHL,,G
kehoeri01,Lady Byng,1980,NHL,,
bourqra01,Second Team All-Star,1980,NHL,,D
hallgl01,Vezina,1962,NHL,,
joliaau01,First Team All-Star,1930,NHL,,LW
redmomi01,First Team All-Star,1972,NHL,,RW
bourqra01,Calder,1979,NHL,,
schrisw01,Calder,1934,NHL,,
murzyda01,All-Rookie,1985,NHL,,D
lachel01,Second Team All-Star,1943,NHL,,C
richabr01,Conn Smythe,2003,NHL,,
recchma01,Second Team All-Star,1991,NHL,,RW
brodema01,Jennings,1997,NHL,,
ramagro01,First Team All-Star,1978,WHA,,D
coffepa01,First Team All-Star,1985,NHL,,D
howego01,Second Team All-Star,1961,NHL,,RW
cheevge01,First Team All-Star,1972,WHA,,G
neelyca01,Second Team All-Star,1993,NHL,,RW
enrotjh01,All-Rookie,2011,NHL,,G
thompti01,Vezina,1935,NHL,,
clancki01,First Team All-Star,1933,NHL,,D
stevesc01,First Team All-Star,1987,NHL,,D
bentldo01,First Team All-Star,1942,NHL,,LW
shanabr01,First Team All-Star,1999,NHL,,LW
esposph01,First Team All-Star,1968,NHL,,C
gilbero01,First Team All-Star,1971,NHL,,RW
macinal01,First Team All-Star,1989,NHL,,D
esposto01,Vezina,1969,NHL,,
bentlma01,Art Ross,1945,NHL,,
renbemi01,All-Rookie,1993,NHL,,W
