playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
lumleha01,1954,1,TOR,NHL,69,4140,23,24,22,,8,134,,4,240,0,4,,,0,14,
waiteji01,1990,1,CHI,NHL,1,60,1,0,0,0,0,2,28,,,,,,,,,
laroc01,1909,1,LES,NHA,1,72,1,0,0,,0,4,,,,,,,,,,
wamslri01,1987,2,CAL,NHL,2,73,1,0,0,0,0,5,36,1,33,0,1,,0,0,2,8
moranpa01,1911,1,QU1,NHA,18,1099,10,8,0,,0,78,,,,,,,,,,
millegr01,1987,1,STL,NHL,48,2854,21,19,7,1,1,167,1396,10,600,5,5,,0,0,38,252
hainsge01,1936,2,MTL,NHL,4,270,2,1,1,,0,12,,,,,,,,,,
halakja01,2010,1,STL,NHL,57,3294,27,21,7,3,7,136,1518,,,,,,,,,
hasekdo01,2007,1,DET,NHL,41,2350,27,10,3,3,5,84,855,4,206,2,2,,1,0,10,89
skidmpa01,1981,1,STL,NHL,2,120,1,1,0,0,0,6,,,,,,,,,,
passmst01,2003,1,CHI,NHL,9,478,2,6,0,1,0,23,221,,,,,,,,,
mclenja01,1994,1,NYI,NHL,21,1185,6,11,2,1,0,67,539,,,,,,,,,
levinal01,1931,1,TOR,NHL,1,1,0,0,0,,0,1,,,,,,,,,,
macdojo01,2007,1,NYI,NHL,2,120,0,1,1,0,0,6,73,,,,,,,,,
dubnyde01,2011,1,EDM,NHL,47,2653,20,20,3,6,2,118,1380,,,,,,,,,
loprepe01,1975,1,MNS,NHL,34,1789,7,22,1,0,1,123,,,,,,,,,,
hackeje01,1988,1,NYI,NHL,13,662,4,7,0,0,0,39,329,,,,,,,,,
bibeapa01,1940,1,MTL,NHL,4,210,1,2,0,,0,15,,,,,,,,,,
faveldo01,1973,1,TOR,NHL,32,1752,14,7,9,1,0,79,,3,181,0,3,,1,0,10,
rhodeda01,1997,1,OTT,NHL,50,2743,19,19,7,3,5,107,1148,10,590,5,5,,3,0,21,236
wakeler01,1977,1,CIN,WHA,6,311,0,5,0,0,0,26,146,,,,,,,,,
elliobr01,2010,2,COL,NHL,12,690,2,8,1,1,0,44,404,,,,,,,,,
erickch01,1991,1,NJD,NHL,2,120,1,1,0,0,0,9,55,,,,,,,,,
roussdo01,1993,1,PHI,NHL,60,3285,29,20,5,3,1,183,1762,,,,,,,,,
edwardo01,1976,1,BUF,NHL,25,1480,16,7,2,1,2,62,,5,300,2,3,,0,0,15,
walshfl01,1926,1,MTM,NHL,1,60,0,1,0,,0,3,,,,,,,,,,
barrato01,1987,1,BUF,NHL,54,3133,25,18,8,1,2,173,1658,4,224,1,3,,1,0,16,120
snowga01,2003,1,NYI,NHL,39,2015,14,15,5,0,1,94,932,,,,,,,,,
gambltr01,1988,1,VAN,NHL,5,302,2,3,0,2,0,12,140,,,,,,,,,
tabarri01,1998,1,WAS,NHL,23,1193,4,12,3,3,2,50,530,,,,,,,,,
howarji01,2008,1,DET,NHL,1,59,0,1,0,1,0,4,28,,,,,,,,,
thompti01,1934,1,BOS,NHL,48,2970,26,16,6,,8,112,,4,275,1,3,0,,1,7,
gagejo02,1994,1,EDM,NHL,2,99,0,2,0,0,0,7,40,,,,,,,,,
haywabr01,1984,1,WIN,NHL,61,3436,33,17,7,5,0,218,1814,6,309,2,4,,0,0,23,156
lenevda01,2010,1,CBS,NHL,1,20,0,0,0,0,0,2,12,,,,,,,,,
melocgi01,1983,1,MNS,NHL,52,2883,21,17,8,3,2,201,1524,4,200,1,2,,2,0,11,88
hebergu01,2000,2,NYR,NHL,13,735,5,7,1,2,0,42,409,,,,,,,,,
vernomi01,1988,1,CAL,NHL,52,2938,37,6,5,0,0,130,1263,22,1381,16,5,,1,3,52,550
ingpe01,1990,1,TOR,NHL,56,3126,16,29,8,3,1,200,1716,,,,,,,,,
crossja01,1913,1,TOO,NHA,1,40,0,1,0,,0,6,,,,,,,,,,
