id,lgid,teamid,franchid,name,park
181,NL,BSN,ATL,Boston Rustlers,South End Grounds III
203,NL,CL4,CLV,Cleveland Spiders,League Park I
130,,BR1,ECK,Brooklyn Eckfords,Union Grounds
190,NL,CHN,CHC,Chicago White Stockings,Lake Front Park I/Lake Front Park II
187,NL,CHN,CHC,Chicago Orphans,West Side Park II
125,FL,NEW,NEW,Newark Pepper,
79,AL,ML4,MIL,Milwaukee Brewers,County Stadium
159,NL,BFN,BUF,Buffalo Bisons,Olympic Park I
227,NL,LS3,LOU,Louisville Colonels,Eclipse Park I
204,NL,CL4,CLV,Cleveland Spiders,National League Park
189,NL,CHN,CHC,Chicago White Stockings,Lake Front Park I
158,NL,ATL,ATL,Atlanta Braves,Turner Field
2,AA,BL2,BLO,Baltimore Orioles,Oriole Park
34,AA,TL1,TOL,Toledo Blue Stockings,League Park
103,AL,TEX,TEX,Texas Rangers,Ameriquest Field
214,NL,HAR,HAR,Hartford Dark Blues,Hartford Ball Club Grounds
213,NL,FLO,FLA,Florida Marlins,Sun Life Stadium
157,NL,ATL,ATL,Atlanta Braves,Atlanta-Fulton County Stadium
311,UA,SLU,SLM,St. Louis Maroons,
137,,ELI,RES,Elizabeth Resolutes,Waverly Fairgrounds
237,NL,NY1,SFG,New York Giants,Polo Grounds I
178,NL,BSN,ATL,Boston Braves,South End Grounds III
221,NL,IN3,IND,Indianapolis Hoosiers,Athletic Park I
13,AA,CN2,CIN,Cincinnati Red Stockings,Bank Street Grounds
212,NL,FLO,FLA,Florida Marlins,Pro Player Stadium
22,AA,NY4,NYP,New York Metropolitans,Polo Grounds I West Diamond
243,NL,NY3,NYU,New York Mutuals,Union Grounds (Brooklyn)
203,NL,CL4,CLV,Cleveland Spiders,League Park I
266,NL,SDN,SDP,San Diego Padres,Jack Murphy Stadium
127,FL,SLF,SLI,St. Louis Terriers,
204,NL,CL4,CLV,Cleveland Spiders,National League Park
237,NL,NY1,SFG,New York Giants,Polo Grounds I
5,AA,BR3,LAD,Brooklyn Atlantics,Washington Park I
40,AL,BAL,BAL,Baltimore Orioles,Memorial Stadium
99,AL,SLA,BAL,St. Louis Browns,Sportsman's Park III
244,NL,NYN,NYM,New York Mets,Citi Field
231,NL,MIL,MIL,Milwaukee Brewers,Miller Park
62,AL,CLE,CLE,Cleveland Naps,League Park II
275,NL,SL3,SBS,St. Louis Brown Stockings,Sportsman's Park I
252,NL,PHI,PHI,Philadelphia Phillies,Philadelphia Baseball Grounds
164,NL,BRO,LAD,Brooklyn Bridegrooms,Washington Park III
57,AL,CLE,CLE,Cleveland Indians,Jacobs Field
214,NL,HAR,HAR,Hartford Dark Blues,Hartford Ball Club Grounds
205,NL,CN1,CNR,Cincinnati Reds,Avenue Grounds
135,,CH2,CNA,Chicago White Stockings,23rd Street Grounds
137,,ELI,RES,Elizabeth Resolutes,Waverly Fairgrounds
45,AL,BOS,BOS,Boston Red Sox,Fenway Park II
227,NL,LS3,LOU,Louisville Colonels,Eclipse Park I
29,AA,RC2,ROC,Rochester Broncos,Culver Field I
165,NL,BRO,LAD,Brooklyn Dodgers,Ebbets Field
176,NL,BSN,ATL,Boston Braves,Braves Field
229,NL,MIA,FLA,Miami Marlins,Marlins Park
152,,WS4,NAT,Washington Nationals,Nationals Grounds
120,FL,BUF,BFL,Buffalo Buffeds,
236,NL,MON,WSN,Montreal Expos,Stade Olympique/Hiram Bithorn Stadium
150,,TRO,TRO,Troy Haymakers,Haymakers' Grounds
73,AL,LAA,ANA,Los Angeles Angels,Wrigley Field (LA)
306,UA,CHU,CPI,Chicago/Pittsburgh (Union League),
248,NL,PHI,PHI,Philadelphia Phillies,Baker Bowl
225,NL,LAN,LAD,Los Angeles Dodgers,Los Angeles Memorial Coliseum
13,AA,CN2,CIN,Cincinnati Red Stockings,Bank Street Grounds
100,AL,SLA,BAL,St. Louis Browns,Sportsman's Park IV
32,AA,SL4,STL,St. Louis Browns,Sportsman's Park I
245,NL,NYN,NYM,New York Mets,Polo Grounds IV
104,AL,TEX,TEX,Texas Rangers,Arlington Stadium
113,AL,WS1,MIN,Washington Senators,Griffith Stadium I
190,NL,CHN,CHC,Chicago White Stockings,Lake Front Park I/Lake Front Park II
10,AA,CL3,CLV,Cleveland Blues,National League Park II
254,NL,PHI,PHI,Philadelphia Phillies,Veterans Stadium
11,AA,CL5,CBK,Columbus Buckeyes,Recreation Park I
273,NL,SFN,SFG,San Francisco Giants,SBC Park
196,NL,CIN,CIN,Cincinnati Reds,Crosley Field/Riverfront Stadium
66,AL,DET,DET,Detroit Tigers,Navin Field
15,AA,CN3,CKK,Cincinnati Kelly's Killers,East End Park
212,NL,FLO,FLA,Florida Marlins,Pro Player Stadium
110,AL,TOR,TOR,Toronto Blue Jays,Skydome
234,NL,MON,WSN,Montreal Expos,Jarry Park
260,NL,PIT,PIT,Pittsburgh Pirates,Exposition Park/Forbes Field
174,NL,BSN,ATL,Boston Beaneaters,South End Grounds III
251,NL,PHI,PHI,Philadelphia Phillies,Connie Mack Stadium
114,AL,WS1,MIN,Washington Senators,Griffith Stadium II
179,NL,BSN,ATL,Boston Doves,South End Grounds III
