hofid,yearid,votedby,ballots,needed,votes,inducted,category
brownmo01h,1938,BBWAA,262.0,197.0,54.0,N,Player
medwijo01h,1958,BBWAA,266.0,200.0,50.0,N,Player
hoopeha01h,1948,BBWAA,121.0,91.0,2.0,N,Player
stephri01h,1958,BBWAA,266.0,200.0,1.0,N,Player
larsedo01h,1980,BBWAA,385.0,289.0,31.0,N,Player
gossari01h,2007,BBWAA,545.0,409.0,388.0,N,Player
hodgegi01h,1981,BBWAA,401.0,301.0,241.0,N,Player
wilsoha01h,1952,BBWAA,234.0,176.0,21.0,N,Player
piazzmi01h,2013,BBWAA,569.0,427.0,329.0,N,Player
trillma01h,1995,BBWAA,460.0,345.0,0.0,N,Player
grimebu01h,1948,BBWAA,121.0,91.0,7.0,N,Player
allendi01h,1989,BBWAA,447.0,336.0,35.0,N,Player
harribu01h,1960,BBWAA,269.0,202.0,31.0,N,Manager
foxne01h,1983,BBWAA,374.0,281.0,173.0,N,Player
cuyleki01h,1955,BBWAA,251.0,189.0,35.0,N,Player
flanami01h,1998,BBWAA,473.0,355.0,2.0,N,Player
peckiro01h,1942,BBWAA,233.0,175.0,2.0,N,Player
hodgegi01h,1980,BBWAA,385.0,289.0,230.0,N,Player
camildo01h,1948,BBWAA,121.0,91.0,1.0,N,Player
gossari01h,2002,BBWAA,472.0,354.0,203.0,N,Player
hernake01h,2003,BBWAA,496.0,372.0,30.0,N,Player
marioma01h,1968,BBWAA,283.0,213.0,89.0,N,Player
burnsge01h,1950,BBWAA,168.0,126.0,2.0,N,Player
grimsro02h,1988,BBWAA,427.0,321.0,0.0,N,Player
lombaer01h,1950,BBWAA,168.0,126.0,3.0,N,Player
roepr01h,1971,BBWAA,360.0,270.0,3.0,N,Player
scottev01h,1942,BBWAA,233.0,175.0,1.0,N,Player
huggimi01h,1945,BBWAA,247.0,186.0,133.0,N,Manager
francjo01h,2011,BBWAA,581.0,436.0,27.0,N,Player
griffcl01h,1942,BBWAA,233.0,175.0,71.0,N,Pioneer/Executive
wanerll01h,1949,BBWAA,153.0,115.0,3.0,N,Player
comisch01h,1936,Veterans,78.0,59.0,6.0,N,Player
bondsbo01h,1997,BBWAA,473.0,353.0,20.0,N,Player
minosmi01h,1993,BBWAA,423.0,318.0,67.0,N,Player
newhoha01h,1966,BBWAA,302.0,227.0,32.0,N,Player
mazerbi01h,1986,BBWAA,425.0,319.0,100.0,N,Player
ferrewe01h,1948,BBWAA,121.0,91.0,1.0,N,Player
bresnro01h,1945,BBWAA,247.0,186.0,133.0,N,Player
garvest01h,2005,BBWAA,516.0,387.0,106.0,N,Player
boyercl02h,1978,BBWAA,379.0,285.0,1.0,N,Player
fieldce01h,2004,BBWAA,506.0,380.0,1.0,N,Player
wrighgl01h,1953,BBWAA,264.0,198.0,3.0,N,Player
griffcl01h,1937,BBWAA,201.0,151.0,4.0,N,Pioneer/Executive
hermabi01h,1948,BBWAA,121.0,91.0,1.0,N,Player
cronijo01h,1954,BBWAA,252.0,189.0,85.0,N,Player
griffke01h,1997,BBWAA,473.0,353.0,22.0,N,Player
ellioju01h,1958,BBWAA,266.0,200.0,1.0,N,Player
shockur01h,1948,BBWAA,121.0,91.0,1.0,N,Player
shockur01h,1939,BBWAA,274.0,206.0,1.0,N,Player
walshed01h,1945,BBWAA,247.0,186.0,137.0,N,Player
slaugen01h,1969,BBWAA,340.0,255.0,128.0,N,Player
yawketo99h,1980,Veterans,,,,Y,Pioneer/Executive
carribi02h,1939,BBWAA,274.0,206.0,2.0,N,Player
galvipu01h,1965,Veterans,,,,Y,Player
snidedu01h,1972,BBWAA,396.0,297.0,84.0,N,Player
walkedi02h,1969,BBWAA,340.0,255.0,9.0,N,Player
benchjo01h,1989,BBWAA,447.0,336.0,431.0,Y,Player
schoere01h,1979,BBWAA,432.0,324.0,159.0,N,Player
shockur01h,1938,BBWAA,262.0,197.0,1.0,N,Player
lazzeto01h,1958,BBWAA,266.0,200.0,80.0,N,Player
floodcu01h,1977,BBWAA,383.0,288.0,16.0,N,Player
bunniji01h,1983,BBWAA,374.0,281.0,138.0,N,Player
flickel01h,1938,BBWAA,262.0,197.0,1.0,N,Player
stanked01h,1960,BBWAA,269.0,202.0,3.0,N,Player
fisheed02h,1979,BBWAA,432.0,324.0,0.0,N,Player
